,midx1,midy1,midx2,midy2,midx3,midy3,midx4,midy4,midx5,midy5,midx6,midy6,midx7,midy7
53,0.6939248942982951,0.7293456941370371,0.8306484931144035,0.70028218186411,0.9791558880688551,0.6736732439451358,1.2119005428970666,0.6614171041271074,1.416305990384601,0.7206429099959295,1.6228745100473925,0.7571428071065449,1.6905040235626148,0.7298666493005506
55,0.686158023739286,0.7343453056971729,0.8261982506565784,0.7056513065777608,0.9762006421227799,0.6807115304090147,1.1872817106049092,0.6459028763395751,1.420651990909041,0.6975738483978138,1.5466016084394518,0.7543103755329382,1.686158023739286,0.7663448932889065
57,0.6831728659300609,0.7372209579797165,0.8219884157676293,0.7180720258999663,0.9656224370610292,0.6923294637290056,1.1836638660770225,0.6341257978994228,1.418756114364287,0.6647853826090603,1.5527113414477334,0.731969470071598,1.6808019510543428,0.7808206337151383
59,0.6806599227259255,0.7520274841328062,0.8221304013282557,0.7341499157855677,0.9748341943730516,0.7060233008240437,1.1642477383667686,0.6337541884230368,1.4175418365183383,0.6322997161460556,1.5647356748605485,0.7001199557102169,1.654858264442002,0.7683814709583336
61,0.6796172421579935,0.7636571858167741,0.8195321297204798,0.7476893577896929,0.9680209529369593,0.7224886339440447,1.1605968588753206,0.645252474080095,1.4141903322651344,0.6052992273917435,1.5522887234579987,0.6499368768543068,1.6517463979374358,0.7330281544871516
63,0.676949133551929,0.7755635824886307,0.8236343839838989,0.7636019831152385,0.9676337670104173,0.738544100186037,1.1827204639949387,0.6548648541873753,1.359212146909071,0.591447828215812,1.5561090615574682,0.6131876712860591,1.6501805372993015,0.6806647582907559
65,0.6800571911990936,0.7818085402410009,0.8274447088113791,0.7770007239946906,0.9663378412447453,0.7552922910625015,1.1928459257154058,0.6688795065050732,1.3509823044255005,0.5905358357810084,1.5211425033349182,0.5654755990107448,1.631522348794822,0.6229099851588201
67,0.6793000645813487,0.7920646898141521,0.822422673607634,0.7869466282995655,0.9696316608623121,0.7707582488775335,1.2253507201079994,0.6820592782576199,1.3496916846703604,0.6006585157020587,1.5236631492986603,0.5407018575728488,1.6497461083881324,0.5810937695674585
69,0.6788677325539402,0.8016770698513211,0.8236800010913556,0.793708518238648,0.9734330843803696,0.7807459183842282,1.3644926482061723,0.6201007042812698,1.3600530177694103,0.6204386361554515,1.5053180301388873,0.5283754954257458,1.632288504324251,0.529129626545341
71,0.6833841322272481,0.8063090950520942,0.8190359083624019,0.8000774030271646,0.9751306599992839,0.7867246213974974,1.1988448263438172,0.7458422652722649,1.375794815917622,0.6447417035401791,1.4957147224823049,0.5296492551361104,1.6169248204231061,0.49139769264916744
73,0.680842047330757,0.8127963428572569,0.8235092587484926,0.8039436141397253,0.9772975840801783,0.7917245758010727,1.3726118286799256,0.7012681625773762,1.4107895314722234,0.6722982800765487,1.4976102561836193,0.5528475072935577,1.5902427072343652,0.47424699642341783
75,0.6837533026074347,0.8108526245788018,0.8219864470470198,0.805016163732905,0.9801419969452723,0.7920570729406827,1.2051125498821247,0.7817583021087802,1.3960082530391729,0.7205111950151496,1.5185427769211362,0.6060937545829567,1.5651346717085248,0.49280338145971153
77,0.6819591011573822,0.8131409075250474,0.8161942340381559,0.8038255070287141,0.9771358285823198,0.788238532490659,1.210209557023526,0.7890724714632966,1.4496659491941815,0.7319427675455529,1.5384404054560212,0.6568539751033317,1.590920882406555,0.5379841525617622
79,0.6827886325936552,0.8164218897941953,0.8159527131044905,0.8002791267785085,0.9734234987862909,0.7805130421532392,1.1917714929371985,0.7920502258874518,1.451660932732953,0.7638323781132369,1.5575966978024949,0.7013802359242972,1.6187096072801326,0.5937292215513691
81,0.6828075468946223,0.8221602700730587,0.816072617864947,0.8010375798988864,0.971513843300604,0.7812299011429614,1.1854901622302338,0.7840911743332755,1.4419663915625685,0.7901804531196686,1.5657344507153317,0.7469349276461164,1.6388069915468633,0.654054664940313
