t,midx1,midx2,midx3,midx4,midx5,midx6,midx7,midx8,midx9,midx10,midx11,midx12,midx13,midx14,midx15,midx16,midx17,midx18,midx19,midx20,midx21,midx22,midx23,midx24,midx25,midx26,midx27,midx28,midx29,midx30,midy1,midy2,midy3,midy4,midy5,midy6,midy7,midy8,midy9,midy10,midy11,midy12,midy13,midy14,midy15,midy16,midy17,midy18,midy19,midy20,midy21,midy22,midy23,midy24,midy25,midy26,midy27,midy28,midy29,midy30
0.336,1.1459,1.1798,1.2137,1.2475,1.2814,1.3152,1.349,1.3829,1.4168,1.4507,1.4846,1.5185,1.5524,1.5863,1.6202,1.6541,1.6879,1.7218,1.7557,1.7896,1.8235,1.8572,1.8904,1.9228,1.9546,1.9861,2.0185,2.052,2.0857,2.1195,1.4243,1.4233,1.4225,1.4224,1.4219,1.4187,1.417,1.4158,1.4151,1.4147,1.414,1.4133,1.4126,1.4123,1.4127,1.4137,1.4148,1.4158,1.4163,1.4166,1.4157,1.4117,1.405,1.3949,1.3833,1.3708,1.3608,1.3552,1.3514,1.3491
0.34,1.1412,1.1753,1.2093,1.2434,1.2774,1.3113,1.3454,1.3795,1.4136,1.4477,1.4819,1.516,1.5502,1.5842,1.6182,1.6522,1.6862,1.7203,1.7544,1.7885,1.8226,1.8566,1.8901,1.9226,1.9545,1.9859,2.0179,2.0515,2.0854,2.1195,1.4196,1.421,1.4222,1.4202,1.4176,1.4135,1.4106,1.4088,1.4083,1.4079,1.4074,1.4068,1.4065,1.4088,1.4119,1.4151,1.4186,1.4194,1.4216,1.4236,1.4242,1.4208,1.4142,1.4037,1.3914,1.378,1.3663,1.36,1.356,1.3538
0.344,1.1459,1.1799,1.2137,1.2478,1.282,1.3163,1.3506,1.3849,1.4192,1.4535,1.4879,1.5222,1.5565,1.5908,1.6251,1.6594,1.6936,1.7278,1.7621,1.7964,1.8307,1.8647,1.8986,1.9318,1.9636,1.9956,2.027,2.0606,2.0947,2.1289,1.4337,1.4289,1.4233,1.4187,1.4157,1.4141,1.4125,1.4111,1.4104,1.4101,1.4102,1.4107,1.4115,1.4128,1.4142,1.4161,1.4188,1.4217,1.4239,1.424,1.4215,1.4173,1.4116,1.4026,1.3897,1.3773,1.3634,1.3565,1.352,1.3491
0.348,1.1412,1.1756,1.2099,1.2441,1.2784,1.3125,1.3467,1.381,1.4155,1.4499,1.4844,1.5188,1.5533,1.5877,1.622,1.6562,1.6903,1.7245,1.7589,1.7933,1.8277,1.8621,1.8966,1.93,1.9629,1.994,2.0249,2.0565,2.088,2.1195,1.4243,1.4268,1.4268,1.4227,1.4193,1.4145,1.4105,1.4072,1.4057,1.4055,1.4057,1.4062,1.4068,1.4077,1.4106,1.4151,1.4201,1.4244,1.4266,1.4262,1.4245,1.4224,1.4202,1.4121,1.4022,1.3871,1.3719,1.3581,1.3443,1.3303
0.352,1.1412,1.1749,1.2089,1.2432,1.2774,1.3117,1.346,1.3806,1.4151,1.4497,1.4842,1.5188,1.5534,1.5879,1.6224,1.6568,1.6913,1.7257,1.76,1.7944,1.8289,1.8635,1.8975,1.9303,1.9615,1.9945,2.0266,2.0591,2.0916,2.1242,1.4431,1.4356,1.4294,1.4253,1.4205,1.4156,1.4121,1.4104,1.4102,1.4102,1.4102,1.4102,1.4104,1.4118,1.4142,1.417,1.4198,1.423,1.427,1.4303,1.4314,1.4296,1.4238,1.4126,1.3974,1.3875,1.3746,1.3629,1.3512,1.3397
0.356,1.1506,1.1846,1.2186,1.253,1.2872,1.3213,1.3555,1.3897,1.4241,1.4586,1.4931,1.5276,1.5621,1.5965,1.631,1.6654,1.6997,1.7339,1.7681,1.8024,1.8368,1.8713,1.9057,1.94,1.9738,2.0061,2.0371,2.0676,2.0952,2.1195,1.4384,1.4329,1.4274,1.4246,1.4202,1.415,1.4101,1.406,1.4036,1.4029,1.403,1.4035,1.4045,1.4058,1.4074,1.4098,1.4135,1.418,1.4224,1.4264,1.4282,1.4266,1.4247,1.421,1.4141,1.4021,1.3869,1.3708,1.35,1.3256
0.36,1.1506,1.1848,1.2191,1.2535,1.2877,1.3219,1.3562,1.3905,1.425,1.4595,1.494,1.5286,1.5632,1.5978,1.6323,1.6667,1.701,1.7352,1.7692,1.8032,1.8375,1.8721,1.9066,1.9409,1.9749,2.0069,2.0391,2.0662,2.0933,2.1195,1.4431,1.4379,1.4334,1.4301,1.4249,1.4197,1.415,1.4111,1.408,1.4059,1.4042,1.4028,1.4021,1.4028,1.405,1.4083,1.4127,1.4179,1.4242,1.4306,1.4349,1.4352,1.4318,1.4279,1.4212,1.4081,1.3964,1.3742,1.3529,1.3303
0.364,1.1506,1.1849,1.2194,1.2541,1.2886,1.3229,1.3573,1.3919,1.4267,1.4615,1.4964,1.5312,1.5661,1.6009,1.6357,1.6703,1.7048,1.7393,1.7738,1.8083,1.843,1.8778,1.9126,1.9471,1.9812,2.0149,2.047,2.0764,2.1032,2.1289,1.4431,1.437,1.4325,1.4295,1.4241,1.4182,1.4127,1.4084,1.406,1.4055,1.4055,1.4055,1.4055,1.4057,1.4078,1.412,1.4171,1.422,1.4266,1.4313,1.435,1.4362,1.4341,1.4291,1.4219,1.413,1.3995,1.3809,1.3584,1.335
0.368,1.1506,1.185,1.2194,1.2538,1.2881,1.3224,1.3567,1.3911,1.4255,1.46,1.4946,1.5291,1.5638,1.5984,1.6329,1.6673,1.7016,1.7357,1.7698,1.8041,1.8383,1.8728,1.9074,1.9419,1.9762,2.01,2.0424,2.0712,2.097,2.1195,1.4431,1.4391,1.435,1.4313,1.4265,1.422,1.4174,1.4131,1.4094,1.4064,1.4043,1.4027,1.4015,1.4013,1.4033,1.4072,1.4125,1.4185,1.424,1.4292,1.4345,1.4373,1.4359,1.4332,1.4281,1.4206,1.4084,1.3891,1.3661,1.3397
0.372,1.1553,1.19,1.2249,1.2593,1.2936,1.3289,1.3635,1.3983,1.4333,1.4684,1.5035,1.5386,1.5737,1.6088,1.6439,1.6788,1.7135,1.7482,1.7829,1.8176,1.8522,1.887,1.9221,1.9571,1.9914,2.0254,2.0576,2.0853,2.1099,2.1336,1.4431,1.4379,1.4335,1.4276,1.4219,1.4204,1.4144,1.4103,1.4076,1.4062,1.4056,1.4052,1.4053,1.4058,1.4076,1.4114,1.4165,1.422,1.427,1.4322,1.438,1.4428,1.4447,1.4424,1.435,1.4263,1.412,1.3907,1.3656,1.3397
0.376,1.1506,1.1849,1.2192,1.2536,1.2877,1.3218,1.356,1.3902,1.4245,1.4589,1.4933,1.5277,1.5622,1.5967,1.6311,1.6654,1.6996,1.7337,1.7678,1.8016,1.8355,1.8697,1.9042,1.9387,1.9731,2.0069,2.0405,2.0707,2.096,2.1195,1.4431,1.4397,1.4365,1.434,1.4287,1.4235,1.4186,1.4144,1.4111,1.4082,1.4054,1.4031,1.4016,1.4014,1.4034,1.407,1.4115,1.4163,1.4221,1.4287,1.4349,1.4394,1.4415,1.4414,1.4384,1.4321,1.4238,1.4072,1.3838,1.3585
0.38,1.1506,1.1852,1.2199,1.2546,1.289,1.3231,1.3574,1.3917,1.4262,1.4607,1.4954,1.5301,1.5647,1.5995,1.6342,1.6689,1.7035,1.7379,1.7721,1.8062,1.8405,1.875,1.9097,1.9443,1.9791,2.0137,2.0474,2.0795,2.1096,2.1383,1.4431,1.4404,1.4392,1.4385,1.433,1.4269,1.4209,1.4157,1.4113,1.4078,1.4052,1.4029,1.401,1.4001,1.4006,1.4026,1.4059,1.4105,1.4166,1.4232,1.4288,1.4328,1.4354,1.4377,1.4387,1.4357,1.4276,1.4143,1.3968,1.3773
0.384,1.16,1.1934,1.2273,1.2614,1.2955,1.33,1.3643,1.3984,1.4325,1.4667,1.5011,1.5355,1.5699,1.6044,1.6388,1.6731,1.7071,1.741,1.7749,1.8089,1.8429,1.8768,1.9109,1.9454,1.9798,2.0142,2.0483,2.0803,2.1077,2.1336,1.4478,1.4394,1.4333,1.4281,1.4244,1.4231,1.4191,1.4139,1.409,1.405,1.4021,1.3996,1.3976,1.3965,1.3973,1.401,1.4065,1.413,1.4193,1.4249,1.4308,1.4374,1.4421,1.4432,1.4418,1.4389,1.4336,1.4212,1.3999,1.3773
0.388,1.1506,1.1849,1.2191,1.2534,1.2873,1.3213,1.3553,1.3894,1.4236,1.4578,1.492,1.5261,1.5603,1.5946,1.629,1.6633,1.6975,1.7315,1.7656,1.7995,1.8332,1.8668,1.9007,1.9348,1.969,2.0034,2.0377,2.0705,2.1006,2.1289,1.4478,1.4446,1.4414,1.4382,1.4324,1.427,1.4219,1.4173,1.4134,1.4098,1.4054,1.401,1.3971,1.3945,1.3942,1.397,1.4013,1.4062,1.4112,1.4169,1.4241,1.4313,1.4375,1.442,1.4454,1.4462,1.4427,1.4325,1.4157,1.3961
0.392,1.1553,1.1892,1.2233,1.2573,1.2912,1.3257,1.3596,1.3935,1.4274,1.4614,1.4954,1.5295,1.5637,1.598,1.6323,1.6666,1.7007,1.7347,1.7687,1.8025,1.8363,1.8701,1.904,1.9379,1.9718,2.006,2.0403,2.0738,2.1048,2.1336,1.4478,1.4426,1.4386,1.4349,1.431,1.4308,1.4255,1.4204,1.4149,1.4097,1.4053,1.4013,1.3978,1.3956,1.3956,1.3977,1.4015,1.406,1.4109,1.4168,1.423,1.429,1.4345,1.44,1.4454,1.4482,1.4466,1.4391,1.4242,1.4055
0.396,1.16,1.1938,1.2279,1.2618,1.2956,1.3303,1.3644,1.3985,1.4326,1.4668,1.5011,1.5354,1.5697,1.6041,1.6386,1.673,1.7074,1.7416,1.7758,1.8098,1.8435,1.8771,1.9108,1.9447,1.9787,2.013,2.0475,2.0813,2.113,2.143,1.4525,1.4458,1.4403,1.4349,1.43,1.4292,1.4235,1.4184,1.4133,1.4087,1.4048,1.4012,1.3978,1.3953,1.3949,1.3968,1.4001,1.4041,1.4086,1.4146,1.4221,1.4298,1.4371,1.4438,1.4497,1.4531,1.4525,1.4455,1.432,1.4149
0.4,1.1553,1.1895,1.2237,1.2578,1.2915,1.3253,1.3591,1.393,1.427,1.4611,1.4951,1.5292,1.5634,1.5976,1.6319,1.6662,1.7004,1.7346,1.7688,1.8028,1.8362,1.8691,1.9021,1.9358,1.9698,2.0038,2.0381,2.0723,2.1057,2.1383,1.4478,1.4455,1.4425,1.4392,1.433,1.427,1.4211,1.416,1.4118,1.4078,1.4038,1.4002,1.3974,1.3956,1.3945,1.3948,1.3965,1.3992,1.4026,1.4068,1.4144,1.4241,1.4333,1.4399,1.4444,1.4485,1.4501,1.4473,1.4397,1.429
0.404,1.16,1.1941,1.2283,1.2622,1.296,1.3303,1.3641,1.398,1.4318,1.4657,1.4996,1.5333,1.5675,1.6016,1.6357,1.67,1.7042,1.7385,1.7726,1.8064,1.8398,1.8727,1.9057,1.9386,1.9716,2.0052,2.0395,2.0735,2.1066,2.1383,1.4478,1.4444,1.4424,1.4399,1.4347,1.4331,1.4278,1.4226,1.4171,1.4121,1.4074,1.4012,1.3997,1.3961,1.3941,1.3938,1.394,1.3945,1.3972,1.4029,1.4105,1.4198,1.4292,1.4386,1.4479,1.4543,1.4546,1.4508,1.4419,1.429
0.408,1.1553,1.1895,1.2238,1.2579,1.2919,1.3266,1.3608,1.3951,1.4294,1.4636,1.4975,1.5312,1.5653,1.5995,1.634,1.6685,1.7031,1.7375,1.772,1.8062,1.84,1.8735,1.9068,1.9399,1.9729,2.0065,2.041,2.0755,2.1097,2.143,1.4525,1.4476,1.4434,1.439,1.4341,1.4332,1.4286,1.4244,1.4198,1.4148,1.4082,1.4006,1.3952,1.3902,1.3889,1.3893,1.3909,1.3932,1.396,1.4002,1.4073,1.416,1.425,1.4352,1.4454,1.4532,1.4548,1.4528,1.4475,1.4384
0.412,1.1553,1.1892,1.2231,1.2574,1.2916,1.3263,1.3607,1.395,1.4292,1.4634,1.4972,1.531,1.5652,1.5995,1.634,1.6686,1.7032,1.7378,1.7723,1.8068,1.8406,1.8739,1.907,1.9403,1.9728,2.0054,2.0398,2.0743,2.1088,2.143,1.4572,1.4501,1.4439,1.4394,1.4361,1.4361,1.4321,1.428,1.423,1.4174,1.4103,1.4026,1.3978,1.3934,1.3914,1.3904,1.3899,1.3901,1.3909,1.3937,1.4009,1.4104,1.4204,1.4298,1.4418,1.4531,1.4571,1.456,1.4529,1.4478
0.416,1.16,1.1942,1.2285,1.2627,1.2966,1.3312,1.3653,1.3995,1.4337,1.4679,1.502,1.5361,1.5702,1.6043,1.6388,1.6732,1.7076,1.742,1.7765,1.8109,1.8448,1.8774,1.9096,1.942,1.9738,2.0061,2.0402,2.0747,2.109,2.143,1.4525,1.4483,1.445,1.4416,1.4368,1.4364,1.4315,1.4271,1.4224,1.4179,1.4133,1.4079,1.4029,1.3982,1.3968,1.3945,1.3929,1.392,1.3922,1.394,1.4005,1.4118,1.4241,1.4358,1.449,1.461,1.4664,1.466,1.4629,1.4572
0.42,1.16,1.1945,1.2292,1.2636,1.2977,1.3325,1.3668,1.401,1.4351,1.4692,1.5034,1.5375,1.5717,1.606,1.6405,1.6751,1.7096,1.7443,1.7788,1.8134,1.8477,1.8814,1.9147,1.9474,1.9788,2.0103,2.044,2.0785,2.1131,2.1477,1.4478,1.4456,1.4443,1.4424,1.4384,1.4395,1.4348,1.4291,1.4234,1.4175,1.4117,1.4059,1.4004,1.3959,1.3929,1.3909,1.3895,1.388,1.3897,1.391,1.3958,1.4038,1.4133,1.4247,1.4393,1.4535,1.4618,1.4644,1.466,1.4667
0.424,1.1694,1.2038,1.2383,1.2725,1.3064,1.3412,1.3754,1.4096,1.4437,1.4777,1.5119,1.546,1.58,1.6142,1.6485,1.683,1.7174,1.7518,1.7863,1.8208,1.855,1.8884,1.9214,1.9539,1.9848,2.0162,2.0498,2.0837,2.118,2.1524,1.4478,1.445,1.443,1.4403,1.4358,1.4366,1.432,1.4274,1.4219,1.4164,1.4117,1.4061,1.4005,1.3957,1.3922,1.3895,1.3871,1.3847,1.3851,1.3855,1.3906,1.3991,1.4091,1.4209,1.4363,1.4506,1.4586,1.4646,1.4691,1.4714
0.428,1.16,1.1945,1.2289,1.2634,1.2977,1.332,1.3663,1.4006,1.4348,1.469,1.5031,1.5372,1.5713,1.6056,1.64,1.6743,1.7086,1.7431,1.7775,1.812,1.8465,1.8808,1.9149,1.9478,1.9789,2.0102,2.0427,2.0759,2.1093,2.143,1.4478,1.446,1.4449,1.4447,1.4407,1.4371,1.4332,1.4292,1.4247,1.4199,1.4147,1.4091,1.4043,1.4007,1.3972,1.3935,1.3895,1.3886,1.387,1.3881,1.3904,1.3936,1.3989,1.4095,1.4244,1.439,1.4504,1.46,1.4688,1.4761
0.432,1.1647,1.1992,1.2336,1.268,1.3022,1.3366,1.371,1.4053,1.4394,1.4735,1.5077,1.5419,1.5762,1.6104,1.6446,1.6788,1.713,1.7472,1.7814,1.8159,1.85,1.8842,1.9179,1.9506,1.9812,2.0125,2.0459,2.0796,2.1135,2.1477,1.4478,1.4477,1.4463,1.4436,1.4392,1.4361,1.4334,1.43,1.4252,1.42,1.4153,1.4111,1.4071,1.4029,1.3986,1.3943,1.3898,1.3849,1.3809,1.378,1.3819,1.3867,1.394,1.4049,1.4208,1.4353,1.4439,1.4513,1.4575,1.4619
0.436,1.1694,1.2038,1.2381,1.2726,1.307,1.3413,1.3757,1.41,1.4443,1.4786,1.5128,1.5469,1.5811,1.6152,1.6493,1.6834,1.7174,1.7516,1.786,1.8204,1.855,1.8892,1.9233,1.9556,1.9864,2.0177,2.05,2.0824,2.1149,2.1477,1.4478,1.445,1.4428,1.4422,1.439,1.4362,1.4332,1.4301,1.4267,1.4231,1.4188,1.4139,1.4091,1.4043,1.3992,1.3935,1.3881,1.3839,1.3812,1.3799,1.3792,1.3833,1.388,1.4001,1.4155,1.4301,1.442,1.4538,1.4653,1.4761
0.44,1.1647,1.199,1.2334,1.2677,1.3019,1.3364,1.3706,1.4049,1.4391,1.4733,1.5074,1.5413,1.5752,1.6092,1.6432,1.6773,1.7113,1.7455,1.7798,1.8141,1.8485,1.8829,1.9169,1.9502,1.9824,2.0148,2.0471,2.0783,2.1085,2.1383,1.4478,1.4451,1.4442,1.444,1.4408,1.4407,1.4376,1.4345,1.4307,1.4264,1.4215,1.4158,1.4097,1.4042,1.3991,1.3939,1.389,1.385,1.3815,1.3785,1.3775,1.378,1.3836,1.3919,1.4041,1.4159,1.4276,1.4424,1.4588,1.4761
0.444,1.1694,1.2039,1.2385,1.273,1.3075,1.3421,1.3767,1.4112,1.4457,1.48,1.5143,1.5484,1.5824,1.6166,1.6509,1.6852,1.7194,1.7537,1.7883,1.8229,1.8575,1.8921,1.9267,1.9611,1.9944,2.027,2.058,2.0865,2.1132,2.1383,1.4431,1.4403,1.439,1.4388,1.4375,1.4392,1.4368,1.4343,1.4309,1.4266,1.4215,1.4155,1.4094,1.4041,1.3993,1.3942,1.389,1.3846,1.3822,1.3812,1.3804,1.38,1.3794,1.3834,1.3929,1.4044,1.4199,1.4396,1.4616,1.4855
0.448,1.1694,1.2039,1.2384,1.2729,1.3072,1.3419,1.3764,1.4109,1.4454,1.4799,1.5143,1.5487,1.583,1.6173,1.6516,1.6858,1.72,1.7543,1.7885,1.8227,1.857,1.8915,1.926,1.9598,1.9928,2.0257,2.0558,2.0855,2.1124,2.1383,1.4431,1.4401,1.4392,1.4387,1.4357,1.4358,1.4326,1.4299,1.4273,1.4246,1.4209,1.4172,1.4131,1.4084,1.4035,1.3983,1.3933,1.3884,1.3837,1.3785,1.3737,1.3705,1.3726,1.3799,1.3905,1.4014,1.4184,1.436,1.4578,1.4808
0.452,1.1694,1.2036,1.2376,1.2718,1.3059,1.3401,1.3742,1.4084,1.4426,1.4767,1.5108,1.5448,1.5787,1.6126,1.6463,1.6799,1.7134,1.747,1.7807,1.8146,1.8486,1.8828,1.9169,1.9509,1.9848,2.0182,2.0506,2.0788,2.1049,2.1289,1.4431,1.4415,1.4388,1.4364,1.4343,1.4333,1.4321,1.4311,1.4298,1.4279,1.4248,1.4207,1.4166,1.4119,1.4062,1.3999,1.3931,1.3867,1.3811,1.376,1.3725,1.3721,1.3744,1.378,1.3827,1.3898,1.4009,1.4202,1.4422,1.4667
0.456,1.1694,1.2044,1.2393,1.2741,1.3089,1.3439,1.3787,1.4136,1.4483,1.483,1.5177,1.5523,1.5869,1.6215,1.6561,1.6906,1.7252,1.7597,1.7944,1.8293,1.8641,1.899,1.9339,1.9689,2.0029,2.0357,2.0678,2.0961,2.123,2.1477,1.4384,1.4372,1.438,1.4394,1.4377,1.4398,1.4367,1.4335,1.4293,1.4249,1.4205,1.4154,1.4101,1.4048,1.3997,1.3943,1.3886,1.3834,1.3789,1.3755,1.3726,1.37,1.3679,1.3695,1.3775,1.3897,1.4038,1.4242,1.4465,1.4714
0.46,1.1694,1.2039,1.2383,1.2729,1.3074,1.3419,1.3765,1.4111,1.4456,1.4801,1.5144,1.5487,1.5829,1.6171,1.6512,1.6853,1.7193,1.7533,1.7875,1.8217,1.8561,1.8905,1.925,1.9596,1.994,2.028,2.0612,2.0908,2.1146,2.1383,1.4337,1.4364,1.439,1.4401,1.4394,1.4368,1.4361,1.4351,1.4338,1.431,1.4268,1.422,1.417,1.412,1.4065,1.4005,1.3942,1.3882,1.3828,1.378,1.3737,1.3705,1.369,1.3697,1.3731,1.3796,1.3894,1.4067,1.4323,1.4572
0.464,1.1788,1.213,1.2472,1.2813,1.3154,1.3497,1.3839,1.4181,1.4522,1.4864,1.5206,1.5546,1.5886,1.6226,1.6565,1.6903,1.7236,1.7567,1.79,1.8238,1.8578,1.8918,1.926,1.9602,1.9944,2.0283,2.0621,2.0896,2.1154,2.1383,1.4384,1.4371,1.437,1.437,1.4352,1.4359,1.4343,1.4331,1.4316,1.43,1.428,1.4245,1.4208,1.4166,1.4123,1.4066,1.3987,1.39,1.3821,1.3768,1.3729,1.3694,1.3674,1.3675,1.3693,1.3727,1.3799,1.4,1.4223,1.4478
0.468,1.1694,1.2041,1.2389,1.2737,1.3084,1.3433,1.3781,1.413,1.4478,1.4826,1.5173,1.5519,1.5865,1.6211,1.6556,1.6898,1.724,1.7582,1.7924,1.8266,1.8608,1.8951,1.9297,1.9644,1.9992,2.0341,2.0674,2.0993,2.1268,2.1524,1.4431,1.4401,1.4384,1.4382,1.437,1.4386,1.4376,1.4371,1.4363,1.435,1.4323,1.4281,1.4238,1.4196,1.4143,1.4079,1.401,1.3944,1.3881,1.3814,1.3745,1.3684,1.364,1.3616,1.362,1.3647,1.3748,1.3886,1.4102,1.4337
0.472,1.1788,1.2128,1.2468,1.2809,1.3148,1.3488,1.3828,1.4168,1.4508,1.4848,1.5188,1.5527,1.5866,1.6206,1.6544,1.6881,1.7217,1.7552,1.7888,1.8222,1.8557,1.8892,1.9228,1.9566,1.9904,2.0244,2.0582,2.091,2.1224,2.1524,1.4384,1.4392,1.4398,1.4397,1.4388,1.4361,1.4345,1.4331,1.4317,1.4301,1.4282,1.4259,1.4234,1.4205,1.4169,1.4122,1.4068,1.401,1.3952,1.389,1.3827,1.3768,1.3716,1.3672,1.3636,1.3629,1.3674,1.3763,1.3895,1.4055
0.476,1.1835,1.2177,1.2519,1.2859,1.3203,1.3546,1.3889,1.4233,1.4576,1.4919,1.5262,1.5605,1.5947,1.6288,1.663,1.6971,1.7308,1.7645,1.798,1.8318,1.8656,1.8994,1.9333,1.9672,2.001,2.0352,2.0694,2.1015,2.1303,2.1571,1.4431,1.4406,1.4374,1.4332,1.4332,1.4323,1.4319,1.4316,1.4314,1.4313,1.4306,1.4284,1.4254,1.4221,1.4188,1.4146,1.4084,1.4014,1.3944,1.388,1.3822,1.3763,1.3707,1.3651,1.3594,1.3558,1.358,1.37,1.3887,1.4102
0.48,1.1835,1.2173,1.2511,1.2849,1.3186,1.3524,1.3862,1.4201,1.4539,1.4876,1.5214,1.5552,1.589,1.6228,1.6565,1.6901,1.7235,1.7568,1.79,1.8233,1.8563,1.8893,1.9223,1.9556,1.9892,2.0229,2.0561,2.0889,2.121,2.1524,1.4337,1.4344,1.4347,1.4352,1.4357,1.4329,1.4319,1.4307,1.4295,1.4283,1.4269,1.4254,1.4236,1.4214,1.4188,1.4149,1.4097,1.4037,1.3976,1.3912,1.384,1.3764,1.3693,1.3634,1.3596,1.3628,1.3693,1.3776,1.3883,1.4008
0.484,1.1741,1.2079,1.2418,1.2756,1.3094,1.3433,1.3771,1.411,1.4449,1.4788,1.5127,1.5466,1.5804,1.6143,1.648,1.6817,1.7151,1.7485,1.7818,1.8152,1.8485,1.8817,1.9149,1.9482,1.9815,2.015,2.0488,2.0827,2.1159,2.1477,1.429,1.4314,1.4334,1.4354,1.4354,1.4333,1.4323,1.4314,1.4314,1.4313,1.4306,1.429,1.4268,1.4243,1.4211,1.4169,1.4115,1.4054,1.3993,1.3934,1.3869,1.38,1.3732,1.3668,1.3603,1.3549,1.3526,1.3542,1.3607,1.3726
0.488,1.1835,1.2173,1.2513,1.2848,1.3181,1.3521,1.3859,1.4198,1.4536,1.4874,1.5212,1.555,1.5888,1.6226,1.6564,1.6901,1.7238,1.7573,1.7907,1.8239,1.8569,1.8897,1.9227,1.9561,1.9895,2.0228,2.0566,2.0904,2.1239,2.1571,1.429,1.4283,1.4284,1.432,1.436,1.4328,1.4318,1.4304,1.4288,1.4272,1.4256,1.4241,1.4225,1.4206,1.4186,1.4162,1.4128,1.4081,1.4027,1.3961,1.3884,1.3803,1.3728,1.3669,1.3614,1.3558,1.354,1.3566,1.3613,1.3679
0.492,1.1788,1.2129,1.2471,1.2813,1.3155,1.3498,1.384,1.4182,1.4525,1.4867,1.5209,1.5551,1.5893,1.6234,1.6575,1.6916,1.7255,1.7594,1.7933,1.8271,1.8608,1.8943,1.9275,1.9605,1.9934,2.0262,2.0604,2.0945,2.1284,2.1618,1.4384,1.4355,1.4332,1.4319,1.4325,1.4323,1.4322,1.4321,1.4319,1.4315,1.4303,1.4284,1.4259,1.4231,1.4201,1.4168,1.4126,1.4078,1.4026,1.3971,1.3914,1.3843,1.3758,1.3668,1.3571,1.3476,1.3444,1.346,1.3508,1.3585
0.496,1.1788,1.2121,1.2458,1.2797,1.3136,1.3475,1.3814,1.4153,1.4492,1.4831,1.517,1.5509,1.5847,1.6186,1.6525,1.6864,1.7201,1.7538,1.7874,1.8208,1.8538,1.8863,1.9187,1.9514,1.9842,2.0173,2.0509,2.0846,2.1185,2.1524,1.4431,1.4369,1.4334,1.4325,1.4332,1.432,1.4311,1.4302,1.4295,1.4289,1.4283,1.4276,1.4268,1.4259,1.4247,1.4228,1.4198,1.4158,1.4111,1.4053,1.3977,1.388,1.3779,1.3692,1.3606,1.3531,1.3486,1.3458,1.3441,1.3444
0.5,1.1788,1.213,1.2472,1.2813,1.3153,1.3494,1.3836,1.4178,1.452,1.4862,1.5204,1.5546,1.5888,1.623,1.6572,1.6914,1.7255,1.7595,1.7935,1.8273,1.8609,1.8944,1.9278,1.9611,1.9938,2.0259,2.0593,2.0934,2.1276,2.1618,1.4337,1.4339,1.4356,1.4389,1.4389,1.4353,1.4331,1.4312,1.4298,1.4284,1.4271,1.426,1.425,1.424,1.4227,1.4208,1.418,1.4145,1.4102,1.4046,1.3981,1.3912,1.3839,1.3759,1.3658,1.3538,1.3463,1.3434,1.3426,1.3444
0.504,1.1835,1.2173,1.2514,1.2853,1.319,1.353,1.3869,1.4209,1.4549,1.4888,1.5228,1.5568,1.5908,1.6248,1.6588,1.6927,1.7266,1.7605,1.7943,1.8278,1.8608,1.8933,1.9257,1.958,1.9902,2.0226,2.0556,2.0892,2.1231,2.1571,1.4337,1.4307,1.4296,1.4318,1.4331,1.4299,1.4284,1.427,1.4263,1.4266,1.4276,1.4286,1.4291,1.4285,1.4273,1.4258,1.4237,1.4209,1.4173,1.4115,1.4034,1.3934,1.383,1.3724,1.3616,1.3511,1.343,1.3384,1.3356,1.335
0.508,1.1882,1.2219,1.2559,1.2898,1.3233,1.3575,1.3915,1.4255,1.4595,1.4936,1.5276,1.5617,1.5957,1.6298,1.6639,1.6978,1.7318,1.7658,1.7996,1.8333,1.8667,1.9,1.9328,1.9649,1.9966,2.0277,2.0602,2.0939,2.1278,2.1618,1.4431,1.4385,1.4348,1.4351,1.4393,1.4356,1.4343,1.4329,1.4317,1.4308,1.43,1.4295,1.4289,1.4283,1.43,1.4276,1.4268,1.4245,1.4206,1.4154,1.4092,1.4019,1.3926,1.3814,1.3689,1.3551,1.3448,1.3401,1.3368,1.335
0.512,1.1835,1.2177,1.2519,1.2861,1.3201,1.3543,1.3884,1.4226,1.4567,1.4909,1.5251,1.5593,1.5935,1.6277,1.6619,1.6961,1.7303,1.7644,1.7984,1.8323,1.8661,1.8996,1.9327,1.9656,1.9981,2.0297,2.0617,2.0947,2.128,2.1618,1.4337,1.4337,1.4341,1.4362,1.4364,1.4331,1.4313,1.4295,1.428,1.427,1.4269,1.4274,1.428,1.4283,1.4278,1.4265,1.4245,1.4216,1.418,1.4138,1.4085,1.4015,1.3929,1.3835,1.3729,1.3598,1.3477,1.3386,1.3309,1.3256
0.516,1.1882,1.2219,1.2558,1.2896,1.3233,1.357,1.3908,1.4246,1.4584,1.4922,1.5261,1.5599,1.5937,1.6276,1.6614,1.6952,1.729,1.7628,1.7966,1.8304,1.864,1.897,1.9296,1.9618,1.9932,2.0232,2.0539,2.0863,2.1191,2.1524,1.4431,1.4404,1.4392,1.4398,1.4395,1.4362,1.4344,1.433,1.4319,1.4313,1.4309,1.4306,1.4303,1.4298,1.4292,1.4285,1.4278,1.4268,1.4253,1.4229,1.4188,1.4115,1.4023,1.392,1.3794,1.3638,1.3496,1.3396,1.3315,1.3256
