,midx1,midx2,midx3,midx4,midx5,midx6,midx7,midy1,midy2,midy3,midy4,midy5,midy6,midy7
47,0.7112774424385394,0.8519203748714334,0.9936850854294154,1.2413877176753847,1.418558550306453,1.582408267702103,1.6673128495446925,0.72558011353341,0.7102958865790875,0.7063696631412799,0.7186391113844286,0.7215837789627844,0.6594442819461972,0.5469509693397273
49,0.7112774424385394,0.8508687078791635,0.9913714180464216,1.2361293827140352,1.41098654796211,1.5821979343036487,1.6844199659522827,0.7213033344315124,0.705107662750556,0.6954463486482365,0.7135209986887152,0.7332923381433892,0.699624972164189,0.604112575926237
51,0.7098752197821795,0.8444184836599082,0.9821167485144464,1.2225979340801625,1.3919163198356157,1.5638288175053348,1.681615520639563,0.734133671737205,0.7013917727112023,0.6848455453661559,0.6981736717148564,0.734975005331021,0.734975005331021,0.6669882398374132
53,0.7027238842347442,0.8362855922530209,0.9732827457793793,1.2144650426732755,1.3815398721785528,1.5516995915278218,1.681615520639563,0.7398827846282805,0.7040559957582861,0.6826861224753619,0.6819639778073365,0.72558011353341,0.7573404566999609,0.715554221540437
55,0.6927120144683349,0.8306767016275814,0.9690059666774817,1.2144650426732755,1.3870786516711744,1.551489258129368,1.691571301499718,0.7398827846282805,0.7088235527899096,0.6800289105415599,0.6661469062435973,0.6988397274766274,0.7632297918566722,0.7541854557231511
57,0.69413527046454,0.8299755902994016,0.966201521364762,1.2079447073212022,1.3805583163191009,1.5380980317611315,1.6729918513029498,0.7484363428320757,0.7160449994701629,0.684635211967702,0.6538984913402939,0.668951351556317,0.7438090080660882,0.7784439076781767
59,0.6855606789208996,0.8250678110021421,0.9635372983176783,1.2045793729459384,1.3807686497175549,1.5443379225819325,1.6673128495446925,0.7569899010358708,0.7317498932213934,0.7004663057580048,0.6400375203821767,0.6433117102847768,0.7100154420478155,0.7813184641237145
61,0.6855606789208996,0.8249976998693241,0.9641682985130403,1.2012140385706747,1.3793664270611952,1.5491054796135562,1.6558847348953598,0.7727649059199193,0.7424067854097284,0.7097349975165435,0.6295699282524503,0.621093492294755,0.67017128526735,0.7641412365833062
63,0.6855606789208996,0.82583903346314,0.9660612990991262,1.2007933717737669,1.3762815372172033,1.550227257738644,1.6601615139972572,0.785595243225612,0.7566393453717809,0.7258605580646819,0.6365950637608132,0.6052203318247613,0.6296610727251137,0.7213033344315124
65,0.6869909460303866,0.82583903346314,0.9650096321068562,1.1931512582966055,1.358753754012705,1.5340315860576876,1.6572869575517195,0.7970233578749448,0.7728350170527373,0.7485064539648936,0.6533656467308772,0.5928457168823855,0.5895224491868127,0.6555531140747985
67,0.6841374229246943,0.8221932545566044,0.9597512971455068,1.187121700874258,1.3413661930738427,1.5078100223837583,1.6330285055966938,0.7970233578749448,0.7829310201785283,0.7637205697863981,0.6810174775142936,0.601735808523707,0.5545790605903249,0.604112575926237
69,0.6827071558152072,0.8235253660801461,0.9643085207786763,1.198760148922045,1.3520230852621777,1.510614467696478,1.6487333993479243,0.8027724707660203,0.7896616889290555,0.776761240490545,0.701090294840085,0.6131639231730399,0.5370933440655175,0.5598093510985472
71,0.6841374229246943,0.8232449215488743,0.9623454090597724,1.1986199266564088,1.350690973738636,1.488950127655718,1.6258771700492585,0.80557691607874,0.7975141358046708,0.7860159100225199,0.7283845588461297,0.6438165104410665,0.538123977717942,0.5126526031651651
73,0.6841374229246943,0.8227541436191483,0.9620649645285005,1.2031771502895785,1.3608570879972448,1.4836216815615506,1.601548606961415,0.8170050307280728,0.8001082477189366,0.7902225779915995,0.7513108992776133,0.6790683880219534,0.5556657831490038,0.4826450383190641
75,0.6812768887057202,0.8197393649079746,0.9603822973408687,1.2054908176725723,1.3743885366311175,1.4991162419143271,1.5772901550063894,0.8270309227210458,0.8019311371722043,0.7932373567027733,0.76575379263812,0.7182184445875207,0.5970593959647469,0.47978450410009
77,0.6884212131398736,0.8280825897133157,0.9690760778102998,1.2157971541968173,1.3879199852649902,1.528913473361974,1.5744155985608517,0.8142005854153531,0.7950602461560411,0.7898720223275095,0.7808977973268064,0.7450710084568121,0.6450855219450722,0.5126526031651651
79,0.6898514802493607,0.8278722563148617,0.9688657444118459,1.2157270430639993,1.390584208312074,1.5460205897695645,1.6086999425088502,0.8241563662755081,0.7973739135390348,0.7916248006479594,0.7891007998665116,0.7692593492790196,0.6908751027885034,0.5655234084232137
81,0.6855606789208996,0.825979255728776,0.96767385515394,1.2170591545875413,1.3952115430780614,1.5612347055910691,1.6458588429023866,0.8241563662755081,0.7994071363907567,0.7835620203738901,0.7905731336556895,0.7905030225228715,0.7331521158777532,0.6198314919040311
