t,midx1,midx2,midx3,midx4,midx5,midx6,midx7,midx8,midx9,midx10,midx11,midx12,midx13,midx14,midx15,midx16,midx17,midx18,midx19,midx20,midx21,midx22,midx23,midx24,midx25,midx26,midx27,midx28,midx29,midx30,midy1,midy2,midy3,midy4,midy5,midy6,midy7,midy8,midy9,midy10,midy11,midy12,midy13,midy14,midy15,midy16,midy17,midy18,midy19,midy20,midy21,midy22,midy23,midy24,midy25,midy26,midy27,midy28,midy29,midy30
0.048,1.6321,1.6663,1.7004,1.7349,1.7695,1.8041,1.8387,1.8733,1.9079,1.9424,1.9768,2.011,2.0452,2.0791,2.1129,2.1466,2.1803,2.2141,2.2478,2.2816,2.3157,2.3503,2.3848,2.4191,2.4533,2.4863,2.5173,2.545,2.5692,2.5917,1.7373,1.7419,1.7477,1.7506,1.7504,1.7495,1.7494,1.7492,1.7485,1.7464,1.7426,1.7377,1.7322,1.7257,1.718,1.7102,1.7025,1.695,1.6873,1.6799,1.6744,1.6722,1.674,1.6782,1.6838,1.6941,1.7095,1.7302,1.7549,1.7812
0.052,1.6321,1.6665,1.701,1.7355,1.7699,1.8044,1.8389,1.8734,1.9078,1.9422,1.9763,2.0102,2.044,2.078,2.1119,2.1457,2.1793,2.213,2.247,2.2812,2.3156,2.35,2.3845,2.419,2.453,2.4863,2.5186,2.5474,2.5725,2.5972,1.7428,1.7441,1.745,1.7451,1.7468,1.7474,1.748,1.7483,1.7478,1.7448,1.7396,1.7332,1.7267,1.7206,1.7145,1.7077,1.7,1.6926,1.6866,1.6823,1.6793,1.6775,1.6767,1.6771,1.6826,1.6916,1.7036,1.7224,1.7462,1.7702
0.056,1.6321,1.6666,1.701,1.7356,1.7701,1.8047,1.8392,1.8738,1.9083,1.9428,1.9772,2.0116,2.0459,2.0803,2.1145,2.1484,2.182,2.2157,2.2496,2.2836,2.3175,2.3518,2.3863,2.4208,2.4549,2.4887,2.5222,2.5508,2.577,2.6026,1.7428,1.7444,1.7461,1.7454,1.7456,1.7456,1.7456,1.7456,1.7448,1.7425,1.7394,1.7359,1.7325,1.7291,1.7244,1.7175,1.7097,1.7022,1.6954,1.689,1.6826,1.678,1.677,1.6794,1.6847,1.6917,1.6992,1.7192,1.7416,1.7648
0.06,1.6266,1.6614,1.6962,1.731,1.7658,1.8007,1.8356,1.8704,1.9053,1.9401,1.9749,2.0096,2.0443,2.0789,2.1133,2.1471,2.1808,2.2146,2.2487,2.2829,2.3171,2.3516,2.3864,2.4213,2.4559,2.4902,2.5241,2.5541,2.5785,2.6026,1.7373,1.7387,1.7412,1.7426,1.7436,1.7442,1.745,1.7455,1.7454,1.744,1.7415,1.7383,1.7347,1.7307,1.7249,1.7167,1.7078,1.6991,1.6918,1.6852,1.6786,1.6736,1.6716,1.673,1.6773,1.6832,1.6918,1.7091,1.7342,1.7593
0.064,1.6321,1.6663,1.7001,1.7346,1.7692,1.8039,1.8385,1.8731,1.9078,1.9424,1.977,2.0115,2.0458,2.0801,2.1143,2.1482,2.1819,2.2155,2.2493,2.283,2.3164,2.3501,2.3844,2.4191,2.4533,2.4872,2.5203,2.5512,2.5802,2.6081,1.7264,1.7316,1.739,1.7427,1.7438,1.7445,1.7453,1.7456,1.7455,1.745,1.7429,1.7392,1.7347,1.7298,1.7242,1.7172,1.7091,1.7007,1.6929,1.685,1.6757,1.6675,1.6634,1.665,1.6704,1.6775,1.6876,1.7034,1.7223,1.7428
0.068,1.6321,1.6654,1.6993,1.7338,1.7684,1.8029,1.8374,1.872,1.9065,1.9409,1.9752,2.0094,2.0436,2.0778,2.112,2.146,2.18,2.2139,2.2477,2.2816,2.3153,2.3492,2.3834,2.4179,2.4524,2.4866,2.5198,2.5509,2.5801,2.6081,1.7319,1.7409,1.7472,1.7491,1.7493,1.7493,1.7491,1.7489,1.7479,1.7451,1.7409,1.7361,1.7314,1.7268,1.7218,1.7161,1.7098,1.7032,1.6964,1.6893,1.6821,1.6756,1.6706,1.6682,1.6695,1.6743,1.6838,1.6987,1.7172,1.7373
0.072,1.6321,1.6666,1.7012,1.7358,1.7702,1.8047,1.8393,1.8738,1.9084,1.943,1.9775,2.012,2.0464,2.0806,2.1141,2.1472,2.1803,2.2138,2.2478,2.2817,2.3158,2.35,2.3842,2.4187,2.4533,2.4873,2.5199,2.5509,2.5802,2.6081,1.7373,1.7392,1.7394,1.7396,1.7426,1.7453,1.7474,1.7481,1.7471,1.7454,1.7432,1.7407,1.7377,1.7325,1.724,1.7138,1.7037,1.6953,1.6885,1.6819,1.6759,1.6706,1.666,1.6635,1.6652,1.6717,1.6831,1.6986,1.717,1.7373
0.076,1.6375,1.6719,1.7061,1.7407,1.7754,1.81,1.8447,1.8794,1.9142,1.9489,1.9835,2.018,2.0524,2.0868,2.1209,2.1545,2.1877,2.2209,2.2543,2.2881,2.322,2.3561,2.3905,2.4252,2.4599,2.4942,2.5272,2.5578,2.5864,2.6136,1.7264,1.7314,1.7376,1.7407,1.7426,1.7447,1.7465,1.7478,1.748,1.7466,1.7437,1.7397,1.7351,1.73,1.7236,1.7148,1.7047,1.6942,1.6847,1.6768,1.6692,1.6624,1.6581,1.6564,1.6575,1.6635,1.674,1.6906,1.7103,1.7319
0.08,1.6266,1.6607,1.6947,1.729,1.7635,1.7979,1.8324,1.8669,1.9014,1.9359,1.9704,2.0048,2.0392,2.0736,2.1078,2.1417,2.1754,2.209,2.2424,2.2754,2.3084,2.3418,2.3757,2.4101,2.4446,2.4789,2.5127,2.5455,2.5773,2.6081,1.7264,1.7312,1.7374,1.7409,1.7434,1.7456,1.7473,1.7482,1.7482,1.7473,1.7455,1.7431,1.7406,1.7374,1.7326,1.7262,1.7189,1.7109,1.7022,1.6923,1.682,1.6733,1.667,1.664,1.6648,1.6684,1.6758,1.6866,1.7,1.7154
0.084,1.6266,1.6611,1.6955,1.7299,1.7644,1.7988,1.8333,1.8678,1.9023,1.9368,1.9713,2.0058,2.0403,2.0748,2.1092,2.1432,2.1767,2.2099,2.2432,2.2766,2.3098,2.3432,2.377,2.4109,2.445,2.4796,2.5139,2.5471,2.5784,2.6081,1.7319,1.7335,1.7359,1.7378,1.7403,1.7423,1.7439,1.745,1.7454,1.7454,1.7449,1.7441,1.743,1.7413,1.7382,1.7325,1.7239,1.7144,1.7056,1.6968,1.6874,1.6787,1.6715,1.665,1.6602,1.6595,1.663,1.6722,1.6869,1.7044
0.088,1.6266,1.6613,1.6957,1.7307,1.7657,1.8007,1.8357,1.8708,1.9058,1.9408,1.9758,2.0109,2.0458,2.0807,2.1153,2.1495,2.1836,2.2176,2.2514,2.2849,2.3183,2.3523,2.3868,2.4214,2.4563,2.4913,2.5257,2.5584,2.5895,2.6191,1.7264,1.731,1.7373,1.7401,1.7407,1.7414,1.7422,1.7429,1.7435,1.7441,1.7439,1.7431,1.7415,1.7384,1.7329,1.7254,1.7171,1.7087,1.6996,1.6891,1.6789,1.6704,1.6642,1.6588,1.6554,1.6558,1.6625,1.675,1.6913,1.7099
0.092,1.6375,1.6716,1.7053,1.7394,1.7738,1.8081,1.8425,1.877,1.9114,1.9458,1.9803,2.0147,2.0491,2.0835,2.1178,2.1518,2.1857,2.2194,2.2529,2.2859,2.3184,2.3512,2.3845,2.4183,2.4522,2.4864,2.5207,2.5537,2.5845,2.6136,1.7209,1.726,1.733,1.7378,1.7403,1.7426,1.7445,1.7455,1.7455,1.7451,1.7443,1.7432,1.7418,1.7399,1.7365,1.7313,1.7249,1.7179,1.7099,1.7,1.6888,1.6781,1.6694,1.6629,1.6567,1.6527,1.655,1.6652,1.6805,1.699
0.096,1.643,1.6771,1.7107,1.7445,1.7788,1.8131,1.8475,1.8819,1.9164,1.9508,1.9852,2.0196,2.054,2.0883,2.1226,2.1568,2.1908,2.2247,2.2585,2.2915,2.324,2.3565,2.3897,2.4236,2.4577,2.4922,2.5264,2.56,2.5929,2.6246,1.7154,1.7203,1.7282,1.7347,1.7381,1.7407,1.7434,1.7451,1.7456,1.7453,1.7439,1.7416,1.7389,1.736,1.7327,1.7283,1.7229,1.7169,1.7099,1.7001,1.6886,1.6772,1.668,1.6614,1.6571,1.6579,1.6623,1.6696,1.68,1.6935
0.1,1.643,1.6766,1.7097,1.7433,1.7771,1.8111,1.845,1.8789,1.9129,1.947,1.981,2.0151,2.0491,2.083,2.1167,2.1503,2.1835,2.2167,2.2498,2.2825,2.3148,2.3474,2.3806,2.4137,2.4469,2.4809,2.5148,2.5485,2.5815,2.6136,1.7154,1.7211,1.729,1.7348,1.7383,1.7414,1.7444,1.7469,1.7486,1.7496,1.7496,1.7485,1.7466,1.7437,1.7393,1.7332,1.726,1.7184,1.7104,1.7007,1.6898,1.6801,1.6728,1.6645,1.6569,1.6552,1.6576,1.6628,1.6711,1.6825
0.104,1.6375,1.6715,1.7054,1.7394,1.7735,1.8075,1.8416,1.8757,1.9098,1.9439,1.978,2.0122,2.0463,2.0803,2.1144,2.1483,2.1822,2.2158,2.2488,2.2814,2.3137,2.3464,2.3798,2.4132,2.4464,2.4792,2.5132,2.5472,2.5808,2.6136,1.7264,1.7291,1.7338,1.7365,1.7385,1.7406,1.7422,1.7435,1.7452,1.7468,1.7477,1.7474,1.7457,1.7436,1.7411,1.7375,1.7331,1.7275,1.7187,1.7087,1.6973,1.6876,1.6806,1.6734,1.6657,1.6562,1.6532,1.6561,1.6619,1.6715
0.108,1.6321,1.666,1.6997,1.7333,1.767,1.8007,1.8345,1.8683,1.9022,1.9361,1.9701,2.004,2.038,2.0719,2.1057,2.1393,2.1725,2.2055,2.2384,2.2713,2.3042,2.337,2.3698,2.4025,2.4353,2.4684,2.5023,2.5362,2.5698,2.6026,1.7209,1.7229,1.7266,1.7314,1.7357,1.7393,1.7428,1.7458,1.7478,1.749,1.7497,1.7498,1.7492,1.7477,1.7449,1.74,1.7329,1.7249,1.7166,1.7082,1.6997,1.691,1.6823,1.6734,1.6642,1.657,1.6556,1.658,1.6631,1.6715
0.112,1.6321,1.6662,1.6997,1.7336,1.7681,1.8031,1.8379,1.8728,1.9077,1.9426,1.9775,2.0124,2.0473,2.0821,2.1167,2.1512,2.1856,2.2199,2.2541,2.2881,2.3218,2.3553,2.3886,2.4213,2.4538,2.4876,2.5226,2.5573,2.5916,2.6246,1.7099,1.7174,1.7271,1.7357,1.7401,1.7417,1.7445,1.7463,1.7485,1.7506,1.7519,1.7518,1.7498,1.7466,1.7422,1.7366,1.7304,1.7238,1.7167,1.7085,1.6993,1.6896,1.6791,1.6668,1.6539,1.6451,1.6445,1.6476,1.6546,1.6661
0.116,1.6321,1.6666,1.701,1.7357,1.7705,1.8053,1.8401,1.875,1.9099,1.9447,1.9795,2.0143,2.0492,2.0841,2.1189,2.1534,2.1876,2.2218,2.2558,2.2897,2.3228,2.3555,2.3882,2.4206,2.4532,2.4875,2.5224,2.5571,2.5914,2.6246,1.7154,1.7202,1.7262,1.7306,1.7337,1.7365,1.7386,1.74,1.7414,1.7439,1.7467,1.7493,1.7509,1.7507,1.7477,1.7424,1.7355,1.7281,1.7205,1.712,1.7008,1.6887,1.6765,1.6633,1.6508,1.6443,1.645,1.6485,1.6553,1.6661
0.12,1.6321,1.6666,1.701,1.7355,1.7696,1.8038,1.838,1.8724,1.9068,1.9412,1.9757,2.0102,2.0447,2.0792,2.1137,2.148,2.1821,2.2158,2.2494,2.2828,2.3157,2.3483,2.3808,2.4125,2.4441,2.4773,2.5118,2.5462,2.5803,2.6136,1.7209,1.7211,1.7225,1.7249,1.7298,1.7346,1.7389,1.7422,1.7443,1.7462,1.7479,1.7491,1.7497,1.7492,1.7478,1.7448,1.7391,1.7319,1.7242,1.7155,1.705,1.6938,1.6822,1.6686,1.6547,1.6451,1.6443,1.6464,1.6515,1.6606
0.124,1.643,1.6771,1.7107,1.7447,1.7788,1.813,1.8472,1.8815,1.9158,1.9501,1.9845,2.0188,2.0532,2.0875,2.1218,2.1561,2.1903,2.2244,2.258,2.291,2.3233,2.3556,2.3885,2.4211,2.4535,2.4871,2.5215,2.5558,2.5902,2.6246,1.7154,1.7201,1.727,1.7323,1.7361,1.7396,1.7428,1.7454,1.7474,1.7493,1.7505,1.7507,1.7497,1.7479,1.7458,1.7429,1.7395,1.7353,1.7284,1.7186,1.7068,1.6952,1.6851,1.6744,1.663,1.6557,1.655,1.6551,1.6551,1.6551
0.128,1.6375,1.6712,1.7044,1.7378,1.7716,1.8053,1.8391,1.873,1.9069,1.9408,1.9747,2.0087,2.0426,2.0765,2.1105,2.1443,2.1782,2.2119,2.2456,2.279,2.3116,2.3437,2.3755,2.4069,2.4373,2.4683,2.5013,2.5349,2.5687,2.6026,1.7099,1.7137,1.721,1.727,1.731,1.7344,1.7376,1.74,1.7419,1.7438,1.7454,1.7464,1.7464,1.7455,1.7441,1.7418,1.7388,1.7352,1.731,1.7247,1.7153,1.7043,1.6925,1.6795,1.6643,1.6505,1.6426,1.6378,1.6345,1.6332
0.132,1.6375,1.6711,1.7044,1.738,1.7718,1.8056,1.8396,1.8737,1.9079,1.9421,1.9764,2.0106,2.0448,2.079,2.1132,2.1474,2.1816,2.2157,2.2497,2.2831,2.3162,2.349,2.3815,2.4129,2.443,2.4739,2.5067,2.5402,2.574,2.6081,1.7099,1.7168,1.7245,1.7308,1.7361,1.7414,1.7455,1.7482,1.7495,1.7501,1.7501,1.7495,1.7486,1.7479,1.7472,1.7463,1.745,1.7428,1.7384,1.7313,1.7224,1.7127,1.702,1.6883,1.6722,1.6573,1.6476,1.6406,1.6353,1.6332
0.136,1.643,1.6761,1.7098,1.7436,1.7777,1.812,1.8462,1.8804,1.9147,1.9488,1.983,2.0172,2.0514,2.0857,2.12,2.1542,2.1883,2.2225,2.2565,2.29,2.3226,2.3548,2.3865,2.4164,2.4458,2.4773,2.5111,2.5452,2.5793,2.6136,1.7099,1.7188,1.7255,1.7307,1.7342,1.7361,1.7382,1.7397,1.7417,1.7445,1.7476,1.75,1.7511,1.7506,1.7493,1.7471,1.7444,1.7412,1.737,1.7297,1.7192,1.7074,1.6944,1.6776,1.66,1.6465,1.6408,1.6368,1.6341,1.6332
0.14,1.6321,1.6664,1.7003,1.7344,1.7689,1.8034,1.8379,1.8725,1.907,1.9416,1.9762,2.0107,2.0452,2.0798,2.1144,2.149,2.1835,2.218,2.2524,2.2865,2.3201,2.3528,2.385,2.417,2.4486,2.4806,2.5136,2.5467,2.58,2.6136,1.7099,1.7144,1.7214,1.7268,1.7301,1.7329,1.7354,1.7375,1.7392,1.7407,1.7428,1.7453,1.7476,1.7492,1.7496,1.7483,1.746,1.7429,1.7389,1.7333,1.7249,1.7135,1.701,1.6878,1.6736,1.6604,1.6499,1.6399,1.6304,1.6222
0.144,1.6375,1.6718,1.7061,1.7404,1.7744,1.8084,1.8425,1.8767,1.9109,1.9452,1.9794,2.0137,2.048,2.0823,2.1166,2.1509,2.1852,2.2195,2.2538,2.2876,2.3203,2.3522,2.3838,2.4151,2.4451,2.4748,2.507,2.5403,2.574,2.6081,1.7209,1.7211,1.7224,1.7244,1.7289,1.733,1.737,1.7402,1.7425,1.7442,1.7459,1.7474,1.7481,1.7478,1.747,1.7462,1.7453,1.7441,1.742,1.7364,1.7261,1.7135,1.7,1.686,1.6693,1.6522,1.6403,1.632,1.6257,1.6222
0.148,1.6375,1.6713,1.7045,1.7381,1.7721,1.8061,1.8401,1.8741,1.9081,1.9421,1.976,2.0099,2.0439,2.0779,2.1119,2.1459,2.18,2.214,2.2478,2.2814,2.3146,2.347,2.3785,2.4091,2.4391,2.4685,2.4987,2.5309,2.5636,2.5972,1.7099,1.7142,1.722,1.7272,1.73,1.7326,1.7349,1.737,1.739,1.7418,1.7449,1.748,1.7507,1.7531,1.7555,1.7567,1.7563,1.754,1.7498,1.7442,1.7364,1.726,1.7131,1.6981,1.6819,1.6646,1.649,1.6376,1.6283,1.6222
0.152,1.6375,1.6718,1.7058,1.74,1.7743,1.8086,1.8429,1.8772,1.9114,1.9456,1.9798,2.014,2.0483,2.0826,2.1169,2.1513,2.1856,2.2198,2.2538,2.2877,2.3214,2.3547,2.3874,2.4184,2.4477,2.4771,2.5087,2.5412,2.5744,2.6081,1.7154,1.7183,1.7228,1.7261,1.7287,1.7306,1.7328,1.7349,1.7376,1.7408,1.7441,1.7474,1.75,1.7521,1.7537,1.7537,1.752,1.7488,1.7442,1.7386,1.7316,1.7231,1.7127,1.6979,1.68,1.6622,1.6486,1.6377,1.6286,1.6222
0.156,1.643,1.6769,1.7104,1.7436,1.7775,1.8117,1.8459,1.8801,1.9143,1.9484,1.9825,2.0166,2.0506,2.0848,2.1188,2.153,2.1872,2.2213,2.2553,2.2888,2.3217,2.3544,2.3866,2.418,2.4488,2.4799,2.5117,2.5436,2.5757,2.6081,1.7099,1.715,1.7219,1.7302,1.735,1.7366,1.7378,1.7391,1.7406,1.743,1.746,1.7493,1.7523,1.7553,1.7591,1.7578,1.7578,1.7554,1.751,1.7438,1.7347,1.7245,1.7128,1.6993,1.6843,1.6701,1.6573,1.645,1.6332,1.6222
0.16,1.6375,1.6717,1.7057,1.7397,1.7738,1.808,1.8422,1.8764,1.9105,1.9446,1.9787,2.0128,2.0469,2.0811,2.1153,2.1495,2.1838,2.218,2.2522,2.2861,2.3197,2.3531,2.3858,2.4169,2.4469,2.4772,2.5083,2.5396,2.571,2.6026,1.7154,1.7174,1.7218,1.7263,1.7293,1.7313,1.7333,1.7353,1.7383,1.7418,1.7455,1.7487,1.7513,1.754,1.7558,1.7568,1.7574,1.7558,1.7535,1.7485,1.742,1.7345,1.7243,1.7098,1.6933,1.6773,1.663,1.6491,1.6354,1.6222
0.164,1.6375,1.6721,1.7066,1.741,1.7755,1.8101,1.8446,1.8791,1.9137,1.9483,1.9829,2.0175,2.052,2.0866,2.1211,2.1556,2.1901,2.2247,2.2594,2.2935,2.3272,2.3606,2.3932,2.4238,2.4533,2.4835,2.5145,2.5455,2.5767,2.6081,1.7154,1.7178,1.721,1.7249,1.7281,1.7307,1.7337,1.7363,1.7383,1.7401,1.7419,1.7438,1.7462,1.7485,1.7514,1.7548,1.7577,1.7591,1.7578,1.752,1.7441,1.7347,1.7232,1.7069,1.6887,1.6718,1.6564,1.6409,1.6257,1.6112
0.168,1.6321,1.6665,1.701,1.7354,1.7697,1.8041,1.8386,1.8731,1.9075,1.9418,1.9762,2.0106,2.045,2.0793,2.1135,2.1479,2.1823,2.2167,2.2512,2.2857,2.3199,2.3544,2.3856,2.4165,2.4463,2.4764,2.507,2.5375,2.5674,2.5972,1.7209,1.7209,1.7219,1.7239,1.7272,1.7294,1.7311,1.7317,1.7323,1.7357,1.7387,1.7414,1.7437,1.747,1.7508,1.7542,1.7561,1.7566,1.7559,1.7541,1.7511,1.747,1.7325,1.7175,1.7001,1.6833,1.6674,1.6512,1.6342,1.6167
0.172,1.6375,1.6719,1.7062,1.7406,1.7752,1.8098,1.8444,1.879,1.9136,1.9482,1.9827,2.0172,2.0517,2.0861,2.1204,2.1546,2.1889,2.2235,2.2581,2.2925,2.3268,2.3608,2.3942,2.4252,2.4519,2.4813,2.5105,2.5397,2.5686,2.5972,1.7154,1.7194,1.7243,1.7284,1.7296,1.7296,1.7302,1.7308,1.7314,1.7328,1.7358,1.7388,1.7417,1.745,1.7499,1.7554,1.7599,1.762,1.7611,1.7578,1.7528,1.7465,1.7375,1.7218,1.6999,1.6816,1.6629,1.6444,1.6253,1.6057
0.176,1.6375,1.672,1.7064,1.7411,1.7757,1.8103,1.845,1.8796,1.9143,1.949,1.9837,2.0183,2.0529,2.0875,2.1219,2.1562,2.1907,2.2254,2.26,2.2946,2.3291,2.3632,2.3968,2.4259,2.4564,2.4858,2.5161,2.5467,2.5774,2.6081,1.7154,1.7193,1.7236,1.7254,1.7275,1.7298,1.7317,1.7334,1.7347,1.7357,1.7369,1.7388,1.7418,1.7444,1.7486,1.7535,1.7576,1.7592,1.7581,1.7551,1.7512,1.7451,1.736,1.7172,1.7007,1.6822,1.6653,1.6491,1.6329,1.6167
0.18,1.6375,1.6719,1.706,1.7404,1.775,1.8097,1.8443,1.8789,1.9135,1.9481,1.9827,2.0173,2.0519,2.0862,2.1201,2.1541,2.1885,2.2231,2.2577,2.2922,2.3266,2.3609,2.3949,2.4269,2.457,2.4848,2.5143,2.5429,2.5704,2.5972,1.7154,1.7197,1.7256,1.7293,1.7305,1.7312,1.7317,1.7319,1.732,1.7328,1.7349,1.7358,1.738,1.7427,1.7495,1.7561,1.7602,1.7619,1.7613,1.7586,1.7545,1.7494,1.7428,1.7296,1.7126,1.692,1.6738,1.6543,1.6332,1.6112
0.184,1.6321,1.6666,1.7008,1.7353,1.77,1.8047,1.8394,1.874,1.9087,1.9434,1.978,2.0125,2.0472,2.0818,2.1164,2.1509,2.1855,2.2201,2.2547,2.2894,2.3241,2.3586,2.3927,2.4255,2.4569,2.4824,2.5118,2.5405,2.5689,2.5972,1.7154,1.7192,1.7246,1.7287,1.7301,1.7308,1.7322,1.7335,1.735,1.7367,1.7393,1.7427,1.7452,1.7477,1.7506,1.7538,1.7572,1.7598,1.7613,1.7621,1.7607,1.7566,1.7502,1.7391,1.7238,1.7005,1.6817,1.6623,1.6423,1.6222
