,midx1,midy1,midx2,midy2,midx3,midy3,midx4,midy4,midx5,midy5,midx6,midy6,midx7,midy7
0,0.7549544990864795,0.4184321611171728,0.895567985043206,0.4228822918742831,1.0377154992309927,0.4414817101082401,1.270497690626055,0.4457957682046386,1.4465270929736394,0.3949800655112779,1.5756576513853355,0.3242043193259257,1.6828830647954505,0.3147816425091312
1,0.7512520590838531,0.4188623758991915,0.8867732925047807,0.4189497962208414,1.039312803272615,0.4344394337628401,1.2714747887157989,0.4533741116472367,1.4830068793939646,0.391338957368119,1.564124005493197,0.3361669447624912,1.6738315396074217,0.309631116307541
2,0.7482903819919717,0.4176212345076923,0.8848312495870954,0.4157697713880459,1.0372889304275146,0.4304289970797432,1.245198061483924,0.4592075735076243,1.4520019207131498,0.4258127353952773,1.5636331878748533,0.3520562932024778,1.6825468327380495,0.2607046724421962
3,0.744861302437835,0.4141109327224165,0.8784227498823822,0.4117868004394575,1.0335753904767486,0.4274962040122043,1.2441565526331684,0.4583819417898568,1.4511957747008029,0.4406667730086476,1.5637054570062296,0.3688334964544738,1.6789035369281209,0.2774751915661292
4,0.7416111959413194,0.4099371602758958,0.8721936281006551,0.4025783398120839,1.0360012023731433,0.4191821607989221,1.2419998879306118,0.4538420817174597,1.4615157450686935,0.4488342110219317,1.5537761637953478,0.3910581023971224,1.6843756102557217,0.3001303162053058
5,0.7388461539926813,0.4062656292217791,0.8651795871985569,0.396688285738226,1.0349667428257354,0.4092034860267216,1.242561192609012,0.4439385121917034,1.4626936099195451,0.4584622729189646,1.5519627804535403,0.4066460574443714,1.689588582360247,0.3187300382874007
6,0.735374863573812,0.4026461128140241,0.8613854325801846,0.3892454882995084,1.0359876725690995,0.4054313689602544,1.241176241115075,0.4372797022847891,1.4635580903938596,0.4641601076696561,1.5537632008028153,0.4173964047395407,1.6916341692631884,0.3435729592535943
7,0.7322917381555472,0.3988857031264869,0.8590719953800002,0.3833521933779601,,,1.2405744266701897,0.4305859728728815,1.4597877557969408,0.4669447966725185,1.5602873964271593,0.425734915891603,1.6902806532418502,0.3611590230406529
8,0.7293405132272215,0.3958667860365513,0.8561804814558832,0.3792181611218746,,0.4414185552263164,1.2282952371374296,0.4189239509433636,1.6322308195906086,0.412310025937361,1.562055571573106,0.4351554862138145,1.6927618016053698,0.3739658134048567
9,0.7271548435716843,0.3950298521370757,0.8580718876632468,0.3760624422817132,1.0054906267807395,,,,1.6432287628971205,0.4219260969169657,1.5761632147312457,0.440316808249921,1.693066922082464,0.3914668064831815
