t,midx1,midx2,midx3,midx4,midx5,midx6,midx7,midy1,midy2,midy3,midy4,midy5,midy6,midy7
0.184,1.0894,1.2295,1.3693,1.6137,1.7857,1.9587,2.0724,1.429,1.4233,1.4127,1.4329,1.4657,1.4531,1.3726
0.188,1.0894,1.2286,1.3677,1.6111,1.7818,1.9548,2.0677,1.4337,1.424,1.415,1.4296,1.465,1.4589,1.382
0.192,1.0941,1.2331,1.3723,1.6156,1.7859,1.9583,2.0724,1.4337,1.4223,1.4152,1.4304,1.4679,1.4696,1.3914
0.196,1.0941,1.232,1.3698,1.6113,1.7799,1.9508,2.0677,1.4337,1.4219,1.4083,1.424,1.4633,1.4757,1.4102
0.2,1.0941,1.2339,1.3736,1.6187,1.7887,1.9625,2.0818,1.4384,1.4277,1.4145,1.4204,1.4633,1.4793,1.4102
0.204,1.0941,1.2314,1.3694,1.6114,1.7792,1.9495,2.0771,1.4384,1.4208,1.4106,1.4167,1.4589,1.4849,1.4384
0.208,1.1036,1.2413,1.3784,1.6201,1.7887,1.9581,2.0866,1.4337,1.4274,1.411,1.4184,1.4554,1.4843,1.4384
0.212,1.1083,1.2465,1.3845,1.6267,1.7954,1.9631,2.096,1.4337,1.426,1.413,1.415,1.4537,1.4935,1.4572
0.216,1.1036,1.2409,1.3788,1.6211,1.7898,1.9575,2.0913,1.4478,1.4297,1.4155,1.4124,1.4499,1.4921,1.4619
0.22,1.113,1.2505,1.3875,1.6284,1.7956,1.9618,2.096,1.4384,1.4293,1.4144,1.4118,1.4515,1.4936,1.4667
0.224,1.113,1.2494,1.3852,1.6244,1.7921,1.9522,2.0866,1.4384,1.4289,1.4114,1.407,1.4399,1.5002,1.4855
0.228,1.1083,1.2453,1.3836,1.6255,1.7961,1.958,2.096,1.4478,1.4286,1.4182,1.4074,1.4349,1.4964,1.4902
0.232,1.1083,1.2461,1.3835,1.625,1.7956,1.9539,2.0913,1.4337,1.4289,1.4162,1.4099,1.433,1.5016,1.4996
0.236,1.1083,1.2464,1.3846,1.6267,1.7983,1.958,2.096,1.4384,1.4286,1.4178,1.4063,1.4263,1.4921,1.5043
0.24,1.113,1.2485,1.384,1.6206,1.7889,1.9454,2.0771,1.429,1.4311,1.4242,1.4032,1.4208,1.4846,1.5137
0.244,1.1177,1.2563,1.3947,1.6366,1.8082,1.9625,2.1007,1.4337,1.43,1.4208,1.4006,1.4211,1.4977,1.509
0.248,1.1177,1.2544,1.3912,1.6305,1.8009,1.9557,2.0866,1.4384,1.4278,1.4163,1.3968,1.4131,1.4843,1.5231
0.252,1.113,1.2507,1.3885,1.6292,1.8015,1.9589,2.0866,1.429,1.4337,1.4262,1.4055,1.411,1.4768,1.5278
0.256,1.1177,1.2534,1.389,1.626,1.7957,1.9506,2.0677,1.429,1.4291,1.4212,1.4012,1.4053,1.4634,1.5325
0.26,1.1271,1.2629,1.3992,1.6373,1.8076,1.9687,2.0771,1.4337,1.4264,1.4201,1.4036,1.3991,1.45,1.5325
0.264,1.1177,1.2561,1.3944,1.6361,1.8089,1.9689,2.0866,1.429,1.4262,1.4202,1.4018,1.3934,1.4502,1.5231
0.268,1.1224,1.2593,1.3962,1.635,1.806,1.9705,2.0771,1.4243,1.4249,1.4219,1.4002,1.3974,1.4383,1.5231
0.272,1.1224,1.2577,1.3932,1.6296,1.7981,1.9628,2.0724,1.4243,1.4301,1.4284,1.4101,1.3933,1.4252,1.5043
0.276,1.1224,1.2624,1.4024,1.6467,1.8213,1.9911,2.096,1.4243,1.4257,1.4245,1.4051,1.3927,1.4273,1.5184
0.28,1.1271,1.2644,1.4024,1.6435,1.8155,1.9852,2.0866,1.4243,1.4324,1.4266,1.41,1.395,1.4179,1.509
0.284,1.1271,1.2649,1.4028,1.6434,1.815,1.9859,2.0913,1.4196,1.4237,1.4265,1.4059,1.3885,1.409,1.4949
0.288,1.1271,1.2649,1.4028,1.6437,1.815,1.9867,2.1007,1.4196,1.4244,1.4245,1.4121,1.3921,1.4023,1.4761
0.292,1.1271,1.2651,1.4034,1.6452,1.8164,1.9886,2.1054,1.4149,1.4247,1.4289,1.4157,1.391,1.3995,1.4667
0.296,1.1318,1.2692,1.407,1.6476,1.8186,1.9904,2.1101,1.4149,1.4228,1.4243,1.4138,1.3943,1.3898,1.4525
0.3,1.1318,1.269,1.4065,1.6468,1.8173,1.9885,2.1101,1.4149,1.4226,1.4267,1.4142,1.3927,1.3837,1.4431
0.304,1.1318,1.2676,1.4036,1.6416,1.8106,1.9801,2.1101,1.4149,1.4154,1.415,1.4103,1.3924,1.3804,1.4149
0.308,1.1318,1.2686,1.4055,1.6451,1.8153,1.9855,2.1148,1.4149,1.4194,1.422,1.4144,1.3954,1.3772,1.4149
0.312,1.1318,1.2695,1.4072,1.6483,1.8192,1.9892,2.1148,1.4196,1.4206,1.422,1.4182,1.3976,1.3698,1.4149
0.316,1.1365,1.274,1.4119,1.653,1.8244,1.9951,2.1289,1.4243,1.4175,1.4173,1.413,1.3965,1.3742,1.4008
0.32,1.1365,1.2736,1.4108,1.6509,1.8218,1.9896,2.1242,1.4149,1.4188,1.4174,1.4188,1.4056,1.3701,1.3867
0.324,1.1459,1.2791,1.4129,1.647,1.8135,1.9779,2.1101,1.4243,1.4146,1.415,1.4211,1.4077,1.3775,1.3632
0.328,1.1412,1.2779,1.4148,1.6544,1.8251,1.9928,2.1289,1.4243,1.4208,1.4138,1.419,1.4085,1.3743,1.3585
0.332,1.1365,1.2737,1.4113,1.6523,1.8242,1.9921,2.1289,1.429,1.4179,1.4105,1.418,1.4118,1.3737,1.3585
0.336,1.1459,1.2814,1.4168,1.6541,1.8235,1.9861,2.1195,1.4243,1.4219,1.4151,1.4137,1.4157,1.3708,1.3491
0.34,1.1412,1.2774,1.4136,1.6522,1.8226,1.9859,2.1195,1.4196,1.4176,1.4083,1.4151,1.4242,1.378,1.3538
0.344,1.1459,1.282,1.4192,1.6594,1.8307,1.9956,2.1289,1.4337,1.4157,1.4104,1.4161,1.4215,1.3773,1.3491
0.348,1.1412,1.2784,1.4155,1.6562,1.8277,1.994,2.1195,1.4243,1.4193,1.4057,1.4151,1.4245,1.3871,1.3303
0.352,1.1412,1.2774,1.4151,1.6568,1.8289,1.9945,2.1242,1.4431,1.4205,1.4102,1.417,1.4314,1.3875,1.3397
0.356,1.1506,1.2872,1.4241,1.6654,1.8368,2.0061,2.1195,1.4384,1.4202,1.4036,1.4098,1.4282,1.4021,1.3256
0.36,1.1506,1.2877,1.425,1.6667,1.8375,2.0069,2.1195,1.4431,1.4249,1.408,1.4083,1.4349,1.4081,1.3303
0.364,1.1506,1.2886,1.4267,1.6703,1.843,2.0149,2.1289,1.4431,1.4241,1.406,1.412,1.435,1.413,1.335
0.368,1.1506,1.2881,1.4255,1.6673,1.8383,2.01,2.1195,1.4431,1.4265,1.4094,1.4072,1.4345,1.4206,1.3397
0.372,1.1553,1.2936,1.4333,1.6788,1.8522,2.0254,2.1336,1.4431,1.4219,1.4076,1.4114,1.438,1.4263,1.3397
0.376,1.1506,1.2877,1.4245,1.6654,1.8355,2.0069,2.1195,1.4431,1.4287,1.4111,1.407,1.4349,1.4321,1.3585
0.38,1.1506,1.289,1.4262,1.6689,1.8405,2.0137,2.1383,1.4431,1.433,1.4113,1.4026,1.4288,1.4357,1.3773
0.384,1.16,1.2955,1.4325,1.6731,1.8429,2.0142,2.1336,1.4478,1.4244,1.409,1.401,1.4308,1.4389,1.3773
0.388,1.1506,1.2873,1.4236,1.6633,1.8332,2.0034,2.1289,1.4478,1.4324,1.4134,1.397,1.4241,1.4462,1.3961
0.392,1.1553,1.2912,1.4274,1.6666,1.8363,2.006,2.1336,1.4478,1.431,1.4149,1.3977,1.423,1.4482,1.4055
0.396,1.16,1.2956,1.4326,1.673,1.8435,2.013,2.143,1.4525,1.43,1.4133,1.3968,1.4221,1.4531,1.4149
0.4,1.1553,1.2915,1.427,1.6662,1.8362,2.0038,2.1383,1.4478,1.433,1.4118,1.3948,1.4144,1.4485,1.429
0.404,1.16,1.296,1.4318,1.67,1.8398,2.0052,2.1383,1.4478,1.4347,1.4171,1.3938,1.4105,1.4543,1.429
0.408,1.1553,1.2919,1.4294,1.6685,1.84,2.0065,2.143,1.4525,1.4341,1.4198,1.3893,1.4073,1.4532,1.4384
0.412,1.1553,1.2916,1.4292,1.6686,1.8406,2.0054,2.143,1.4572,1.4361,1.423,1.3904,1.4009,1.4531,1.4478
0.416,1.16,1.2966,1.4337,1.6732,1.8448,2.0061,2.143,1.4525,1.4368,1.4224,1.3945,1.4005,1.461,1.4572
0.42,1.16,1.2977,1.4351,1.6751,1.8477,2.0103,2.1477,1.4478,1.4384,1.4234,1.3909,1.3958,1.4535,1.4667
0.424,1.1694,1.3064,1.4437,1.683,1.855,2.0162,2.1524,1.4478,1.4358,1.4219,1.3895,1.3906,1.4506,1.4714
0.428,1.16,1.2977,1.4348,1.6743,1.8465,2.0102,2.143,1.4478,1.4407,1.4247,1.3935,1.3904,1.439,1.4761
0.432,1.1647,1.3022,1.4394,1.6788,1.85,2.0125,2.1477,1.4478,1.4392,1.4252,1.3943,1.3819,1.4353,1.4619
0.436,1.1694,1.307,1.4443,1.6834,1.855,2.0177,2.1477,1.4478,1.439,1.4267,1.3935,1.3792,1.4301,1.4761
0.44,1.1647,1.3019,1.4391,1.6773,1.8485,2.0148,2.1383,1.4478,1.4408,1.4307,1.3939,1.3775,1.4159,1.4761
0.444,1.1694,1.3075,1.4457,1.6852,1.8575,2.027,2.1383,1.4431,1.4375,1.4309,1.3942,1.3804,1.4044,1.4855
0.448,1.1694,1.3072,1.4454,1.6858,1.857,2.0257,2.1383,1.4431,1.4357,1.4273,1.3983,1.3737,1.4014,1.4808
0.452,1.1694,1.3059,1.4426,1.6799,1.8486,2.0182,2.1289,1.4431,1.4343,1.4298,1.3999,1.3725,1.3898,1.4667
0.456,1.1694,1.3089,1.4483,1.6906,1.8641,2.0357,2.1477,1.4384,1.4377,1.4293,1.3943,1.3726,1.3897,1.4714
0.46,1.1694,1.3074,1.4456,1.6853,1.8561,2.028,2.1383,1.4337,1.4394,1.4338,1.4005,1.3737,1.3796,1.4572
0.464,1.1788,1.3154,1.4522,1.6903,1.8578,2.0283,2.1383,1.4384,1.4352,1.4316,1.4066,1.3729,1.3727,1.4478
0.468,1.1694,1.3084,1.4478,1.6898,1.8608,2.0341,2.1524,1.4431,1.437,1.4363,1.4079,1.3745,1.3647,1.4337
0.472,1.1788,1.3148,1.4508,1.6881,1.8557,2.0244,2.1524,1.4384,1.4388,1.4317,1.4122,1.3827,1.3629,1.4055
0.476,1.1835,1.3203,1.4576,1.6971,1.8656,2.0352,2.1571,1.4431,1.4332,1.4314,1.4146,1.3822,1.3558,1.4102
0.48,1.1835,1.3186,1.4539,1.6901,1.8563,2.0229,2.1524,1.4337,1.4357,1.4295,1.4149,1.384,1.3628,1.4008
0.484,1.1741,1.3094,1.4449,1.6817,1.8485,2.015,2.1477,1.429,1.4354,1.4314,1.4169,1.3869,1.3549,1.3726
0.488,1.1835,1.3181,1.4536,1.6901,1.8569,2.0228,2.1571,1.429,1.436,1.4288,1.4162,1.3884,1.3558,1.3679
0.492,1.1788,1.3155,1.4525,1.6916,1.8608,2.0262,2.1618,1.4384,1.4325,1.4319,1.4168,1.3914,1.3476,1.3585
0.496,1.1788,1.3136,1.4492,1.6864,1.8538,2.0173,2.1524,1.4431,1.4332,1.4295,1.4228,1.3977,1.3531,1.3444
0.5,1.1788,1.3153,1.452,1.6914,1.8609,2.0259,2.1618,1.4337,1.4389,1.4298,1.4208,1.3981,1.3538,1.3444
0.504,1.1835,1.319,1.4549,1.6927,1.8608,2.0226,2.1571,1.4337,1.4331,1.4263,1.4258,1.4034,1.3511,1.335
0.508,1.1882,1.3233,1.4595,1.6978,1.8667,2.0277,2.1618,1.4431,1.4393,1.4317,1.4276,1.4092,1.3551,1.335
0.512,1.1835,1.3201,1.4567,1.6961,1.8661,2.0297,2.1618,1.4337,1.4364,1.428,1.4265,1.4085,1.3598,1.3256
0.516,1.1882,1.3233,1.4584,1.6952,1.864,2.0232,2.1524,1.4431,1.4395,1.4319,1.4285,1.4188,1.3638,1.3256
0.52,1.1835,1.3208,1.4581,1.6994,1.8718,2.0313,2.1618,1.4431,1.4397,1.4249,1.429,1.4218,1.3602,1.3161
0.524,1.1788,1.3167,1.4546,1.6963,1.8688,2.0314,2.1571,1.4431,1.4375,1.429,1.4265,1.4215,1.3687,1.3114
0.528,1.1835,1.3203,1.4578,1.6989,1.8711,2.031,2.1571,1.4572,1.4418,1.4303,1.4268,1.4297,1.3719,1.3161
0.532,1.1929,1.3283,1.4642,1.7034,1.8741,2.0363,2.1524,1.4572,1.4405,1.4243,1.4212,1.4304,1.3837,1.3114
0.536,1.1882,1.3245,1.4609,1.7012,1.8728,2.0386,2.1524,1.4572,1.4425,1.4257,1.421,1.4276,1.3921,1.3161
0.54,1.1929,1.3287,1.4658,1.7067,1.8787,2.0446,2.1618,1.4619,1.4406,1.4267,1.4236,1.431,1.3975,1.3256
0.544,1.1929,1.327,1.4635,1.7028,1.8734,2.0395,2.1524,1.4619,1.4367,1.4262,1.4275,1.4417,1.4061,1.3303
0.548,1.1882,1.3235,1.4597,1.6989,1.8693,2.0387,2.1524,1.4619,1.4436,1.431,1.418,1.4334,1.419,1.3444
0.552,1.1882,1.3255,1.4621,1.7036,1.8756,2.0477,2.1665,1.4619,1.4482,1.4271,1.4187,1.435,1.4219,1.3538
0.556,1.1882,1.323,1.4594,1.7,1.871,2.0419,2.1571,1.4714,1.4443,1.4252,1.4135,1.4336,1.4246,1.3538
0.56,1.1929,1.3286,1.4647,1.7047,1.8757,2.0471,2.1571,1.4667,1.447,1.4277,1.4168,1.4341,1.441,1.3679
0.564,1.1976,1.3333,1.4692,1.7078,1.8781,2.0487,2.1665,1.4667,1.4506,1.4338,1.4143,1.4313,1.4427,1.382
