t,midx1,midx2,midx3,midx4,midx5,midx6,midx7,midy1,midy2,midy3,midy4,midy5,midy6,midy7
0.084,1.3983,1.5331,1.6675,1.9056,2.0736,2.2431,2.3648,1.1868,1.1666,1.1441,1.1379,1.1655,1.1712,1.1131
0.088,1.3897,1.527,1.6636,1.9055,2.0763,2.2481,2.3692,1.1868,1.1695,1.147,1.1406,1.1685,1.1848,1.1218
0.092,1.394,1.5299,1.6653,1.9059,2.0759,2.2466,2.3735,1.1955,1.1729,1.1473,1.1396,1.1666,1.1841,1.1348
0.096,1.394,1.5322,1.6691,1.911,2.0823,2.254,2.3822,1.1868,1.1751,1.1512,1.1389,1.1674,1.1894,1.1391
0.1,1.3983,1.5351,1.6702,1.9098,2.0799,2.2481,2.3735,1.1868,1.1748,1.1493,1.138,1.1601,1.193,1.1435
0.104,1.407,1.5426,1.6786,1.918,2.0874,2.2562,2.3865,1.1955,1.1746,1.1545,1.1377,1.1663,1.1963,1.1565
0.108,1.394,1.5312,1.6673,1.9078,2.079,2.2463,2.3778,1.1955,1.1788,1.154,1.1337,1.1561,1.1994,1.1651
0.112,1.394,1.5301,1.6664,1.9067,2.0778,2.2428,2.3778,1.2042,1.1804,1.1571,1.1336,1.1518,1.2017,1.1782
0.116,1.3983,1.5325,1.6666,1.9027,2.0711,2.2338,2.3692,1.2042,1.182,1.1586,1.1317,1.1505,1.2,1.1912
0.12,1.4027,1.5358,1.669,1.9036,2.0717,2.2296,2.3648,1.2042,1.1811,1.1565,1.1266,1.1409,1.2014,1.2042
0.124,1.4027,1.537,1.6703,1.9051,2.0731,2.2339,2.3692,1.1998,1.184,1.1605,1.1325,1.1455,1.1979,1.1998
0.128,1.3983,1.532,1.6656,1.8981,2.0657,2.2264,2.3605,1.2042,1.1874,1.1697,1.1334,1.1468,1.1963,1.2085
0.132,1.4027,1.5361,1.6693,1.9038,2.0723,2.2316,2.3648,1.2042,1.1846,1.1622,1.1336,1.1373,1.1913,1.2128
0.136,1.394,1.5305,1.6662,1.9031,2.0741,2.2343,2.3692,1.1955,1.1874,1.1689,1.1355,1.1403,1.1955,1.2172
0.14,1.394,1.5304,1.6658,1.9021,2.0727,2.2325,2.3648,1.1998,1.1903,1.1697,1.1308,1.1294,1.1874,1.2215
0.144,1.4027,1.5404,1.6772,1.9158,2.0872,2.2478,2.3822,1.1998,1.1899,1.1691,1.1285,1.1321,1.194,1.2258
0.148,1.3983,1.5365,1.674,1.9118,2.0842,2.2462,2.3778,1.1912,1.1913,1.1763,1.1303,1.1283,1.1834,1.2258
0.152,1.394,1.5308,1.6674,1.9025,2.0733,2.2339,2.3605,1.1912,1.1923,1.1792,1.131,1.1216,1.1737,1.2258
0.156,1.4027,1.5402,1.6774,1.9143,2.0856,2.2446,2.3735,1.1998,1.1917,1.1778,1.1325,1.117,1.177,1.2258
0.16,1.3983,1.5381,1.6777,1.9191,2.0928,2.2559,2.3865,1.1998,1.1929,1.181,1.138,1.1207,1.1721,1.2215
0.164,1.3983,1.5367,1.675,1.9146,2.086,2.2525,2.3735,1.1868,1.1896,1.1785,1.1413,1.1159,1.1544,1.2215
0.168,1.3983,1.5371,1.6762,1.9165,2.0886,2.2562,2.3735,1.1955,1.1844,1.1789,1.1393,1.1163,1.1525,1.2258
0.172,1.3983,1.5367,1.6756,1.9144,2.0864,2.257,2.3735,1.1825,1.1911,1.1895,1.1444,1.1208,1.1458,1.2215
0.176,1.407,1.5443,1.6818,1.9182,2.0878,2.2566,2.3648,1.1868,1.1921,1.1889,1.1455,1.117,1.1398,1.2215
0.18,1.3983,1.5368,1.6759,1.9166,2.0885,2.2617,2.3735,1.1825,1.1911,1.1852,1.1489,1.1222,1.1335,1.2128
0.184,1.3983,1.5369,1.6759,1.9159,2.0866,2.2593,2.3692,1.1738,1.1847,1.1886,1.1497,1.1175,1.1287,1.2085
0.188,1.3983,1.5367,1.6753,1.9145,2.0849,2.2575,2.3735,1.1825,1.1891,1.1889,1.1517,1.1212,1.1194,1.1868
0.192,1.407,1.5436,1.6803,1.9175,2.0842,2.2538,2.3692,1.1868,1.1868,1.1851,1.1565,1.1191,1.1071,1.1782
0.196,1.3983,1.5361,1.6742,1.9143,2.0835,2.2544,2.3735,1.1738,1.1852,1.1887,1.1597,1.1247,1.1049,1.1738
0.2,1.4027,1.5409,1.6799,1.9218,2.0896,2.2619,2.3865,1.1738,1.1874,1.1903,1.1648,1.1205,1.1026,1.1608
0.204,1.3983,1.5364,1.6754,1.9173,2.0853,2.2572,2.3822,1.1695,1.185,1.191,1.1663,1.1218,1.0986,1.1521
0.208,1.3983,1.5362,1.6754,1.9184,2.0863,2.2567,2.3822,1.1695,1.1871,1.1874,1.1732,1.128,1.0932,1.1478
0.212,1.4027,1.5388,1.6766,1.9168,2.0845,2.2516,2.3778,1.1651,1.1854,1.1911,1.1729,1.1331,1.091,1.1348
0.216,1.394,1.5318,1.6699,1.9114,2.0784,2.247,2.3822,1.1695,1.1813,1.1888,1.1752,1.1316,1.0937,1.1175
0.22,1.3983,1.5342,1.6711,1.9105,2.0766,2.2405,2.3692,1.1651,1.1834,1.1911,1.18,1.1379,1.0883,1.1175
0.224,1.3983,1.5362,1.6753,1.9181,2.0866,2.2543,2.3908,1.1651,1.1847,1.1933,1.1775,1.1336,1.0875,1.1088
0.228,1.4027,1.5383,1.6752,1.9151,2.0805,2.2418,2.3778,1.1608,1.1814,1.1913,1.1869,1.1416,1.0832,1.0871
0.232,1.4027,1.5393,1.677,1.9182,2.0861,2.2454,2.3822,1.1608,1.1806,1.1914,1.1845,1.1454,1.0789,1.0871
0.236,1.4027,1.5371,1.6744,1.9146,2.0814,2.2414,2.3778,1.1565,1.1819,1.187,1.1877,1.1494,1.0884,1.0828
0.24,1.3983,1.5331,1.6693,1.9074,2.0727,2.2298,2.3648,1.1651,1.1834,1.1864,1.1934,1.1548,1.0891,1.0741
0.244,1.3983,1.535,1.6719,1.9116,2.0797,2.2399,2.3735,1.1651,1.1754,1.184,1.1903,1.1577,1.097,1.0698
0.248,1.3983,1.5346,1.6719,1.9126,2.082,2.2408,2.3735,1.1608,1.1779,1.1865,1.1881,1.1594,1.0951,1.0611
0.252,1.4027,1.5384,1.6748,1.9133,2.0813,2.2372,2.3692,1.1651,1.1749,1.1812,1.1932,1.1647,1.097,1.0655
0.256,1.4027,1.5381,1.6747,1.9141,2.0832,2.2354,2.3692,1.1608,1.1797,1.189,1.1941,1.1716,1.0958,1.0698
0.26,1.4027,1.5373,1.6737,1.9124,2.0806,2.2369,2.3648,1.1565,1.1784,1.1841,1.1957,1.1721,1.1046,1.0568
0.264,1.394,1.5318,1.6704,1.9123,2.0841,2.2382,2.3692,1.1651,1.1792,1.1823,1.1947,1.1761,1.0992,1.0568
0.268,1.3983,1.5363,1.6757,1.9192,2.0929,2.2426,2.3735,1.1608,1.1793,1.1852,1.2033,1.1885,1.1063,1.0611
0.272,1.3983,1.5347,1.6717,1.9099,2.0806,2.2327,2.3562,1.1651,1.1765,1.1781,1.2015,1.1884,1.1181,1.0611
0.276,1.407,1.5441,1.6817,1.9221,2.0937,2.2424,2.3692,1.1695,1.1776,1.1824,1.2004,1.1933,1.1133,1.0611
0.28,1.407,1.5435,1.68,1.9179,2.0885,2.2406,2.3605,1.1782,1.1796,1.1805,1.2024,1.198,1.1263,1.0611
0.284,1.3983,1.5364,1.6746,1.9156,2.0882,2.2462,2.3648,1.1738,1.1768,1.1798,1.199,1.1987,1.1363,1.0655
0.288,1.4027,1.5388,1.6761,1.9154,2.0869,2.2452,2.3605,1.1651,1.1796,1.1765,1.1997,1.2034,1.1445,1.0698
0.292,1.4027,1.54,1.6774,1.9168,2.0874,2.2483,2.3562,1.1782,1.1792,1.1781,1.1978,1.2066,1.1546,1.0698
0.296,1.4027,1.5407,1.6788,1.9198,2.0917,2.2547,2.3605,1.1782,1.1797,1.1781,1.1932,1.2074,1.1579,1.0698
0.3,1.4027,1.5381,1.6735,1.9098,2.0783,2.2425,2.3388,1.1782,1.1795,1.1743,1.1952,1.2123,1.1763,1.0828
0.304,1.407,1.544,1.6811,1.9197,2.0908,2.2554,2.3562,1.1782,1.1817,1.1764,1.2032,1.2136,1.174,1.0828
0.308,1.4027,1.5398,1.6771,1.9163,2.0875,2.2542,2.3648,1.1868,1.1798,1.1763,1.1987,1.211,1.1846,1.1045
0.312,1.3983,1.5369,1.6754,1.917,2.0897,2.2592,2.3648,1.1868,1.183,1.1762,1.1967,1.2131,1.1877,1.1001
0.316,1.407,1.544,1.6808,1.9199,2.0896,2.2582,2.3692,1.1912,1.1866,1.1761,1.1913,1.2149,1.1961,1.1175
0.32,1.4027,1.5418,1.681,1.9245,2.0972,2.2707,2.3778,1.1955,1.1839,1.1741,1.1923,1.2169,1.2075,1.1218
0.324,1.3983,1.5369,1.6751,1.9178,2.0895,2.2619,2.3735,1.1868,1.1908,1.176,1.1926,1.2197,1.2111,1.1305
0.328,1.3983,1.5352,1.6725,1.913,2.0834,2.2546,2.3735,1.2042,1.1881,1.176,1.1897,1.216,1.2112,1.1478
0.332,1.4027,1.5396,1.6765,1.9164,2.0859,2.2572,2.3822,1.1955,1.1883,1.1765,1.1883,1.2168,1.2186,1.1651
0.336,1.3983,1.5382,1.6775,1.9225,2.0939,2.2669,2.3908,1.1998,1.1939,1.1781,1.1856,1.2222,1.2264,1.1651
0.34,1.4027,1.54,1.6768,1.9174,2.086,2.2559,2.3778,1.1955,1.1898,1.1749,1.1773,1.2118,1.2323,1.1738
0.344,1.407,1.5446,1.6818,1.9228,2.0918,2.2621,2.3865,1.1998,1.1945,1.1788,1.1798,1.2154,1.2348,1.1825
0.348,1.4027,1.5398,1.6763,1.9166,2.085,2.2551,2.3865,1.1998,1.1986,1.1812,1.1781,1.2131,1.2338,1.1955
0.352,1.407,1.5442,1.6816,1.9231,2.0919,2.2614,2.3908,1.2128,1.1966,1.1804,1.1771,1.2125,1.2443,1.2042
0.356,1.407,1.5436,1.6803,1.9208,2.0898,2.2571,2.3865,1.2085,1.1932,1.1783,1.1754,1.2061,1.2451,1.2085
0.36,1.4027,1.5417,1.6802,1.9239,2.0956,2.2657,2.3995,1.2085,1.1974,1.1805,1.1782,1.2088,1.245,1.2128
0.364,1.3983,1.5355,1.6721,1.9125,2.0824,2.2474,2.3822,1.2128,1.2013,1.183,1.1745,1.2007,1.2497,1.2302
0.368,1.4113,1.5488,1.6852,1.9264,2.0964,2.2623,2.3995,1.2128,1.2017,1.181,1.1736,1.2019,1.2487,1.2388
0.372,1.407,1.5431,1.6781,1.9161,2.0848,2.2459,2.3822,1.2042,1.1998,1.1805,1.1681,1.192,1.2474,1.2518
0.376,1.407,1.5435,1.6798,1.9189,2.0888,2.2502,2.3865,1.2128,1.2013,1.1867,1.1708,1.1897,1.2472,1.2518
0.38,1.3983,1.5357,1.6734,1.9153,2.0875,2.2484,2.3865,1.2172,1.2008,1.1859,1.1726,1.1882,1.2506,1.2562
0.384,1.4027,1.5414,1.6799,1.9215,2.0937,2.2564,2.3952,1.2085,1.2045,1.1951,1.1711,1.1914,1.2504,1.2562
0.388,1.407,1.546,1.6846,1.9273,2.1001,2.2609,2.3995,1.2085,1.2015,1.1885,1.1698,1.1845,1.249,1.2605
0.392,1.4027,1.5408,1.6787,1.9199,2.0924,2.2514,2.3865,1.2128,1.2036,1.1923,1.1696,1.1778,1.2442,1.2735
0.396,1.407,1.5457,1.684,1.9261,2.0993,2.2582,2.3952,1.2128,1.2103,1.1961,1.1725,1.1774,1.2429,1.2648
0.4,1.4027,1.5418,1.6808,1.9233,2.0968,2.2578,2.3908,1.2085,1.2049,1.1964,1.172,1.1736,1.2367,1.2778
0.404,1.407,1.5453,1.6835,1.9247,2.0972,2.2577,2.3908,1.2042,1.2088,1.1991,1.1723,1.1737,1.2362,1.2735
0.408,1.3983,1.5381,1.6779,1.9206,2.0951,2.2591,2.3908,1.2042,1.206,1.2022,1.1703,1.1712,1.2264,1.2735
0.412,1.407,1.5453,1.6836,1.9246,2.0976,2.2619,2.3865,1.2042,1.2032,1.1958,1.1708,1.1666,1.213,1.2735
0.416,1.4027,1.5408,1.6792,1.9197,2.0921,2.2543,2.3778,1.1998,1.2057,1.2009,1.1719,1.1628,1.2111,1.2735
0.42,1.4027,1.5429,1.6837,1.9283,2.104,2.273,2.3908,1.1955,1.206,1.2022,1.172,1.1611,1.2025,1.2778
0.424,1.4027,1.5421,1.682,1.9249,2.0991,2.2691,2.3822,1.1998,1.2094,1.2057,1.174,1.1574,1.1916,1.2735
0.428,1.4113,1.5499,1.6895,1.9322,2.1054,2.2765,2.3865,1.1912,1.2075,1.2091,1.1811,1.1591,1.1896,1.2735
0.432,1.4027,1.5412,1.6799,1.9203,2.0922,2.2629,2.3735,1.1955,1.2027,1.2061,1.1765,1.1551,1.18,1.2605
0.436,1.407,1.5443,1.682,1.9213,2.0918,2.2624,2.3735,1.1912,1.2044,1.2106,1.1806,1.1554,1.1732,1.2518
0.44,1.407,1.5473,1.6881,1.9332,2.1066,2.2813,2.3908,1.1912,1.2031,1.2062,1.1814,1.1506,1.1666,1.2518
0.444,1.407,1.5447,1.6825,1.9231,2.0932,2.2651,2.3822,1.1955,1.1977,1.204,1.1851,1.1564,1.1552,1.2258
0.448,1.4157,1.5498,1.6863,1.9246,2.0931,2.2632,2.3822,1.1782,1.2027,1.208,1.1904,1.1618,1.1532,1.2172
0.452,1.4027,1.5411,1.6798,1.9227,2.0926,2.2649,2.3822,1.1868,1.1986,1.2063,1.1942,1.1595,1.1424,1.2128
0.456,1.407,1.5422,1.679,1.9186,2.0867,2.2568,2.3822,1.1782,1.1996,1.2082,1.1968,1.1637,1.1483,1.1998
0.46,1.407,1.5453,1.6844,1.9276,2.0981,2.2703,2.3908,1.1825,1.1975,1.2048,1.1982,1.1629,1.1398,1.2042
0.464,1.407,1.5428,1.6797,1.92,2.088,2.2561,2.3865,1.1738,1.1946,1.2061,1.2028,1.1679,1.138,1.1782
0.468,1.4157,1.5503,1.6863,1.9246,2.0919,2.2591,2.3865,1.1738,1.195,1.2066,1.2004,1.1674,1.1338,1.1738
0.472,1.4027,1.5403,1.6786,1.9216,2.0917,2.2612,2.3952,1.1782,1.1964,1.2116,1.2072,1.1721,1.1339,1.1651
0.476,1.4157,1.5509,1.6867,1.9252,2.0932,2.2588,2.3908,1.1782,1.1945,1.2052,1.199,1.1724,1.1321,1.1565
0.48,1.4113,1.547,1.6837,1.9238,2.0927,2.2567,2.3908,1.1738,1.195,1.2076,1.2117,1.1835,1.1329,1.1521
0.484,1.407,1.542,1.6784,1.9172,2.0856,2.2479,2.3822,1.1738,1.1938,1.2026,1.208,1.1811,1.1283,1.1435
0.488,1.407,1.5443,1.6819,1.9232,2.0933,2.2563,2.3908,1.1738,1.1876,1.1979,1.2087,1.1849,1.1286,1.1348
0.492,1.407,1.5431,1.6809,1.9222,2.0929,2.2542,2.3908,1.1695,1.1921,1.2023,1.2111,1.1886,1.1274,1.1218
0.496,1.407,1.5434,1.6806,1.9203,2.0909,2.2515,2.3865,1.1738,1.1886,1.1967,1.2116,1.1925,1.1324,1.1088
0.5,1.4157,1.551,1.6875,1.9256,2.0948,2.252,2.3865,1.1738,1.1907,1.1966,1.2161,1.1967,1.1315,1.1131
0.504,1.407,1.545,1.6839,1.9263,2.0982,2.2566,2.3952,1.1738,1.1908,1.1975,1.218,1.1976,1.1269,1.1175
0.508,1.4027,1.5413,1.68,1.9225,2.0944,2.2553,2.3908,1.1782,1.188,1.1977,1.2195,1.2035,1.1385,1.1088
0.512,1.4113,1.5483,1.6858,1.9256,2.0968,2.2542,2.3865,1.1738,1.1871,1.1949,1.2177,1.2061,1.1394,1.1045
0.516,1.4113,1.5497,1.6881,1.9288,2.1012,2.257,2.3908,1.1825,1.1868,1.1926,1.2209,1.2132,1.1435,1.1131
0.52,1.407,1.5462,1.6856,1.9281,2.1019,2.2567,2.3865,1.1825,1.1898,1.1933,1.2206,1.2157,1.1447,1.0958
0.524,1.4157,1.5514,1.6874,1.9241,2.094,2.2506,2.3735,1.1825,1.188,1.1938,1.2183,1.218,1.1593,1.1045
0.528,1.4113,1.5505,1.6901,1.9331,2.1074,2.2638,2.3908,1.1782,1.1857,1.1898,1.2148,1.2247,1.1566,1.1001
0.532,1.4113,1.5482,1.6852,1.923,2.0935,2.2522,2.3735,1.1868,1.1876,1.1869,1.2165,1.2266,1.1721,1.1088
0.536,1.407,1.5453,1.6843,1.9253,2.0983,2.2591,2.3778,1.1825,1.1933,1.1895,1.2219,1.2304,1.1768,1.1045
0.54,1.4243,1.5614,1.699,1.9373,2.1088,2.2717,2.3735,1.1825,1.1871,1.1861,1.2202,1.2321,1.1834,1.0915
0.544,1.407,1.5467,1.6865,1.9288,2.1029,2.2721,2.3778,1.1955,1.1912,1.187,1.217,1.2308,1.1952,1.1045
0.548,1.4157,1.5528,1.69,1.929,2.0999,2.2663,2.3648,1.1912,1.1918,1.1874,1.2142,1.2308,1.2022,1.1088
0.552,1.4113,1.5485,1.6855,1.9242,2.0941,2.2628,2.3605,1.2042,1.1952,1.1849,1.2111,1.2349,1.2151,1.1218
0.556,1.42,1.5573,1.6946,1.9339,2.1044,2.2736,2.3735,1.2042,1.1952,1.1849,1.2114,1.2352,1.2184,1.1261
0.56,1.407,1.5454,1.6837,1.9253,2.0954,2.2666,2.3735,1.2042,1.1982,1.1885,1.2035,1.2369,1.228,1.1435
0.564,1.407,1.5448,1.6829,1.9238,2.0942,2.2655,2.3822,1.1998,1.1914,1.183,1.205,1.2344,1.2324,1.1651
0.568,1.4113,1.5491,1.6875,1.9296,2.0996,2.2716,2.3865,1.2128,1.1954,1.1847,1.2044,1.2397,1.2387,1.1651
0.572,1.4113,1.5491,1.6871,1.9288,2.0986,2.2709,2.3908,1.2128,1.1973,1.1846,1.2004,1.2351,1.2385,1.1738
0.576,1.4157,1.5521,1.6886,1.9287,2.097,2.2685,2.3908,1.2172,1.1974,1.1782,1.1994,1.2369,1.2471,1.1868
0.58,1.4113,1.5491,1.6862,1.9279,2.0964,2.2679,2.3908,1.2042,1.2003,1.1829,1.1975,1.2362,1.2548,1.1955
0.584,1.4113,1.5477,1.6839,1.9234,2.09,2.2585,2.3865,1.2128,1.2011,1.1856,1.1911,1.2312,1.2572,1.2128
0.588,1.4113,1.549,1.6864,1.9278,2.0963,2.2659,2.3908,1.2128,1.2025,1.1884,1.1933,1.2311,1.2618,1.2128
0.592,1.407,1.5453,1.6829,1.9253,2.0944,2.2646,2.3995,1.2085,1.2063,1.1893,1.1893,1.2276,1.26,1.2345
0.596,1.4157,1.5529,1.69,1.9309,2.0992,2.2659,2.3952,1.2172,1.2053,1.1907,1.1906,1.2269,1.2705,1.2345
0.6,1.4113,1.5488,1.686,1.9266,2.0962,2.2625,2.3995,1.2172,1.2098,1.1963,1.1903,1.2195,1.2647,1.2562
0.604,1.4113,1.5474,1.683,1.922,2.0898,2.2542,2.3908,1.2258,1.2101,1.1897,1.1825,1.2158,1.2636,1.2562
0.608,1.4157,1.552,1.6884,1.9272,2.0946,2.2585,2.3952,1.2215,1.2087,1.1957,1.1844,1.2171,1.2661,1.2605
0.612,1.4157,1.5511,1.6872,1.926,2.0942,2.2543,2.3908,1.2258,1.2069,1.1939,1.1851,1.2113,1.2707,1.2735
0.616,1.4157,1.551,1.6859,1.9229,2.0902,2.2471,2.3822,1.2215,1.2131,1.1982,1.1839,1.2048,1.2692,1.2778
0.62,1.42,1.5571,1.694,1.9345,2.1043,2.2619,2.3995,1.2215,1.2096,1.1951,1.1828,1.2056,1.2727,1.2778
0.624,1.42,1.5556,1.691,1.927,2.0948,2.2532,2.3865,1.2172,1.2105,1.1983,1.1768,1.2006,1.2617,1.2865
0.628,1.4157,1.5537,1.6914,1.9318,2.1026,2.2594,2.3952,1.2215,1.2151,1.2037,1.1776,1.1952,1.2669,1.2908
0.632,1.407,1.5473,1.687,1.9321,2.1066,2.2672,2.4038,1.2172,1.2188,1.2036,1.1835,1.1966,1.2673,1.2995
0.636,1.4157,1.5528,1.6899,1.9291,2.1001,2.2582,2.3865,1.2215,1.2147,1.204,1.1798,1.19,1.2547,1.3038
0.64,1.42,1.5569,1.6937,1.933,2.1043,2.2611,2.3865,1.2128,1.2181,1.2062,1.183,1.187,1.2521,1.3082
0.644,1.4157,1.5519,1.6882,1.9259,2.0961,2.2525,2.3778,1.2128,1.2108,1.2063,1.1851,1.1806,1.2414,1.2952
0.648,1.4157,1.5523,1.6887,1.9275,2.0982,2.2582,2.3822,1.2172,1.2152,1.2025,1.1824,1.1797,1.237,1.2952
0.652,1.42,1.556,1.6922,1.9289,2.0992,2.2587,2.3778,1.2128,1.2183,1.2115,1.1806,1.1773,1.2291,1.2952
0.656,1.4157,1.5539,1.6924,1.9337,2.1068,2.2669,2.3908,1.2085,1.2139,1.2085,1.1835,1.1761,1.2288,1.2908
0.66,1.42,1.5567,1.6944,1.935,2.1068,2.2722,2.3865,1.2042,1.2175,1.2073,1.1853,1.172,1.2153,1.2908
0.664,1.4243,1.563,1.7023,1.946,2.1195,2.2887,2.3952,1.2042,1.2136,1.2046,1.1888,1.1705,1.2063,1.2952
0.668,1.4157,1.5533,1.6921,1.9338,2.1056,2.273,2.3908,1.1998,1.2137,1.2093,1.1871,1.1648,1.2021,1.2735
0.672,1.4113,1.5495,1.6893,1.9329,2.1068,2.2794,2.3865,1.1955,1.2117,1.2069,1.1863,1.1685,1.1909,1.2778
0.676,1.4157,1.5544,1.6936,1.936,2.1086,2.2804,2.3865,1.2042,1.2128,1.2108,1.1892,1.1675,1.1863,1.2735
0.68,1.42,1.5571,1.6949,1.9355,2.1054,2.2756,2.3908,1.1955,1.2074,1.2085,1.1933,1.1665,1.1827,1.2518
0.684,1.4157,1.5535,1.6925,1.9349,2.107,2.2794,2.3952,1.1955,1.2106,1.2128,1.1937,1.1703,1.1773,1.2475
0.688,1.42,1.5571,1.6952,1.9359,2.1066,2.278,2.3952,1.2042,1.2169,1.2145,1.1931,1.1673,1.1679,1.2345
0.692,1.4113,1.5492,1.6885,1.9319,2.1043,2.2778,2.3952,1.1912,1.2113,1.2171,1.2009,1.1749,1.1621,1.2302
0.696,1.4243,1.5592,1.6968,1.9372,2.107,2.2769,2.3952,1.1825,1.2072,1.2082,1.1996,1.1727,1.1497,1.2128
0.7,1.4243,1.5586,1.6946,1.9325,2.1013,2.2698,2.3952,1.1868,1.2087,1.217,1.2039,1.1807,1.1578,1.2042
0.704,1.4113,1.5496,1.689,1.9329,2.1052,2.2772,2.4038,1.1868,1.2062,1.2148,1.2001,1.1726,1.1466,1.1998
0.708,1.42,1.5565,1.6941,1.9349,2.1044,2.2739,2.3995,1.1912,1.208,1.2152,1.2088,1.1785,1.1485,1.1955
0.712,1.4113,1.549,1.6881,1.9318,2.1036,2.2733,2.4082,1.1825,1.2034,1.2112,1.2073,1.1799,1.1407,1.1695
0.716,1.42,1.5583,1.6969,1.9396,2.1098,2.2794,2.4125,1.1912,1.204,1.215,1.2151,1.1804,1.143,1.1695
0.72,1.42,1.5542,1.6903,1.9286,2.0967,2.2615,2.3952,1.1825,1.2043,1.2113,1.2118,1.1849,1.1421,1.1565
0.724,1.4243,1.561,1.6978,1.9375,2.1058,2.2719,2.4082,1.1912,1.198,1.2083,1.2154,1.1835,1.1412,1.1521
0.728,1.4243,1.5595,1.6956,1.9343,2.1028,2.2659,2.3995,1.1868,1.2027,1.2118,1.215,1.1924,1.1431,1.1521
0.732,1.4157,1.5521,1.689,1.9294,2.0994,2.2626,2.3995,1.1868,1.2026,1.2152,1.2158,1.1914,1.1384,1.1348
0.736,1.42,1.5565,1.693,1.9325,2.1016,2.2629,2.3995,1.1955,1.2038,1.2135,1.2179,1.1963,1.1393,1.1348
0.74,1.4243,1.5598,1.6958,1.9335,2.1026,2.2612,2.3952,1.1868,1.1995,1.2062,1.2203,1.2035,1.143,1.1218
0.744,1.42,1.5555,1.6923,1.9314,2.1014,2.2618,2.3952,1.1868,1.2048,1.2086,1.2227,1.2089,1.1505,1.1218
0.748,1.42,1.5577,1.696,1.9369,2.1087,2.2664,2.4038,1.1868,1.198,1.2029,1.227,1.2126,1.1437,1.1305
0.752,1.42,1.5564,1.694,1.9336,2.105,2.2633,2.3952,1.1868,1.2021,1.2025,1.2243,1.2138,1.1506,1.1131
0.756,1.4287,1.5649,1.7013,1.9388,2.1093,2.2644,2.3952,1.1998,1.1992,1.199,1.2235,1.219,1.1523,1.1175
0.76,1.4243,1.5616,1.6997,1.9399,2.1118,2.2685,2.3952,1.1868,1.1999,1.2005,1.2264,1.224,1.1581,1.1045
0.764,1.42,1.5584,1.697,1.9383,2.1111,2.2637,2.3908,1.1955,1.2009,1.2028,1.2262,1.2277,1.1617,1.1088
