t,midx1,midx2,midx3,midx4,midx5,midx6,midx7,midx8,midx9,midx10,midx11,midx12,midx13,midx14,midx15,midx16,midx17,midx18,midx19,midx20,midx21,midx22,midx23,midx24,midx25,midx26,midx27,midx28,midx29,midx30,midy1,midy2,midy3,midy4,midy5,midy6,midy7,midy8,midy9,midy10,midy11,midy12,midy13,midy14,midy15,midy16,midy17,midy18,midy19,midy20,midy21,midy22,midy23,midy24,midy25,midy26,midy27,midy28,midy29,midy30
0.052,1.8826,1.9167,1.9508,1.9854,2.0198,2.0541,2.0885,2.1229,2.1574,2.192,2.2265,2.2611,2.2956,2.3301,2.3645,2.3987,2.4329,2.4671,2.5013,2.5348,2.5677,2.6007,2.6348,2.6693,2.7038,2.7384,2.7729,2.8063,2.8369,2.8662,1.1299,1.1355,1.1404,1.1406,1.138,1.1338,1.1306,1.128,1.1269,1.1273,1.1277,1.1284,1.1296,1.1313,1.134,1.1389,1.1439,1.1489,1.1541,1.1623,1.1729,1.1833,1.1877,1.1901,1.1915,1.1921,1.1904,1.1819,1.1658,1.1475
0.056,1.8826,1.9174,1.9522,1.9868,2.0214,2.056,2.0907,2.1254,2.1601,2.1948,2.2294,2.2641,2.2989,2.3335,2.368,2.4024,2.4367,2.471,2.5051,2.5387,2.5722,2.6058,2.6396,2.6734,2.7077,2.7425,2.7772,2.8107,2.8422,2.8721,1.1417,1.1422,1.1437,1.1443,1.1402,1.1371,1.1345,1.1324,1.13,1.1269,1.1239,1.1218,1.1218,1.1249,1.1295,1.1348,1.1403,1.1459,1.153,1.162,1.1713,1.1801,1.1885,1.1964,1.2021,1.2035,1.201,1.1919,1.177,1.1593
0.06,1.8826,1.9171,1.9516,1.9862,2.0202,2.0543,2.0887,2.1233,2.1579,2.1924,2.227,2.2615,2.2961,2.3307,2.3651,2.3994,2.4336,2.4678,2.5019,2.5358,2.5695,2.6032,2.6368,2.67,2.7034,2.7376,2.7722,2.8065,2.8399,2.8721,1.1417,1.1444,1.1467,1.1463,1.1399,1.1346,1.1309,1.1299,1.1297,1.1286,1.1269,1.1252,1.1242,1.1251,1.1283,1.1327,1.1378,1.1432,1.1488,1.1558,1.1634,1.1712,1.1793,1.1889,1.1978,1.2031,1.203,1.1985,1.1896,1.177
0.064,1.8826,1.9174,1.9522,1.987,2.0215,2.0561,2.0909,2.1256,2.1604,2.1952,2.2299,2.2646,2.2994,2.3341,2.3689,2.4036,2.4382,2.4727,2.5068,2.5405,2.574,2.6077,2.641,2.6739,2.7073,2.7417,2.7765,2.811,2.845,2.878,1.1417,1.1418,1.1423,1.1418,1.1372,1.1338,1.1317,1.1308,1.1299,1.1284,1.1257,1.123,1.1218,1.1229,1.125,1.1279,1.1313,1.1358,1.1429,1.1516,1.1607,1.1697,1.1798,1.191,1.2008,1.2062,1.2055,1.2014,1.194,1.1829
0.068,1.8826,1.917,1.9512,1.9859,2.0204,2.0548,2.0893,2.1238,2.1584,2.1929,2.2275,2.2621,2.2966,2.3312,2.3658,2.4002,2.4345,2.4688,2.5031,2.5373,2.5711,2.6043,2.6365,2.6682,2.7005,2.7346,2.7693,2.8038,2.8382,2.8721,1.1358,1.14,1.1439,1.1441,1.1419,1.1384,1.1355,1.1328,1.1311,1.13,1.1284,1.1263,1.1241,1.1223,1.1227,1.1258,1.1303,1.1351,1.14,1.1454,1.1524,1.1623,1.1751,1.1891,1.2015,1.2068,1.2071,1.2055,1.2015,1.1947
0.072,1.8826,1.9165,1.9509,1.9855,2.0198,2.0541,2.0885,2.123,2.1575,2.1919,2.2264,2.2608,2.2953,2.3298,2.3643,2.3988,2.4331,2.4671,2.5009,2.5347,2.5684,2.6019,2.6353,2.668,2.7006,2.7341,2.7686,2.8031,2.8376,2.8721,1.1358,1.1423,1.1451,1.144,1.14,1.1365,1.1336,1.1313,1.129,1.1267,1.1242,1.1219,1.1203,1.1186,1.1175,1.1192,1.1234,1.1294,1.1364,1.1437,1.1515,1.1595,1.1684,1.1794,1.191,1.1994,1.2015,1.2023,1.2021,1.2006
0.076,1.8826,1.9174,1.9522,1.987,2.0215,2.0562,2.0909,2.1257,2.1604,2.1951,2.2299,2.2646,2.2994,2.3342,2.369,2.4038,2.4385,2.4731,2.5076,2.5417,2.5757,2.6093,2.6416,2.6732,2.7054,2.7391,2.7738,2.8084,2.8432,2.878,1.1417,1.1429,1.1442,1.1443,1.1394,1.136,1.1335,1.1322,1.1301,1.1273,1.1244,1.1221,1.1208,1.1209,1.1221,1.1242,1.1271,1.1305,1.1355,1.1424,1.1502,1.1593,1.1721,1.1867,1.2001,1.2087,1.2123,1.2153,1.2174,1.2182
0.08,1.8767,1.9118,1.9468,1.9819,2.0168,2.0518,2.0869,2.1219,2.157,2.192,2.2268,2.2617,2.2967,2.3317,2.3668,2.4019,2.4369,2.472,2.5068,2.5412,2.5752,2.6086,2.6412,2.6733,2.705,2.7382,2.773,2.808,2.843,2.878,1.1417,1.1415,1.142,1.1426,1.1395,1.1375,1.1362,1.1358,1.1357,1.1342,1.13,1.126,1.1253,1.1239,1.1236,1.1236,1.1239,1.1251,1.129,1.1357,1.1445,1.155,1.168,1.1821,1.1971,1.2082,1.2127,1.2155,1.2175,1.2182
0.084,1.8649,1.9004,1.936,1.9714,2.0066,2.0419,2.0773,2.1128,2.1483,2.1838,2.2193,2.2548,2.2902,2.3255,2.3608,2.3962,2.4317,2.4672,2.5024,2.5371,2.5716,2.6058,2.6389,2.6712,2.704,2.7382,2.7728,2.8076,2.8427,2.878,1.1475,1.1474,1.1468,1.1448,1.1399,1.1361,1.1336,1.1328,1.1327,1.1323,1.1316,1.1307,1.1286,1.1251,1.1211,1.1185,1.118,1.1191,1.1239,1.1315,1.1399,1.1493,1.1622,1.1768,1.1904,1.2001,1.2079,1.2149,1.2205,1.2241
0.088,1.8826,1.9175,1.9526,1.9875,2.0222,2.057,2.092,2.127,2.162,2.197,2.232,2.267,2.3019,2.3368,2.3719,2.4068,2.4418,2.4768,2.5116,2.5462,2.5806,2.6147,2.6475,2.6785,2.7094,2.7415,2.7752,2.8091,2.8433,2.878,1.1417,1.1444,1.1448,1.142,1.1371,1.1333,1.1308,1.1297,1.1286,1.1266,1.1243,1.122,1.119,1.1169,1.1151,1.1178,1.1188,1.1216,1.1256,1.1311,1.1377,1.1457,1.158,1.1743,1.1909,1.2049,1.2147,1.2236,1.2309,1.2359
0.092,1.8708,1.9055,1.9404,1.9757,2.0108,2.046,2.0813,2.1166,2.1519,2.187,2.222,2.257,2.2922,2.3275,2.3628,2.3981,2.4334,2.4687,2.504,2.539,2.5743,2.6081,2.6417,2.6729,2.7035,2.7353,2.7688,2.8029,2.8373,2.8721,1.1358,1.1424,1.1479,1.15,1.1466,1.144,1.1421,1.1411,1.1401,1.1365,1.1317,1.1271,1.1241,1.1225,1.1214,1.1208,1.1207,1.1218,1.1242,1.1281,1.1318,1.1413,1.1522,1.1689,1.1864,1.2019,1.2129,1.2222,1.2302,1.2359
0.096,1.8767,1.912,1.9473,1.9825,2.0177,2.0529,2.0881,2.1234,2.1587,2.194,2.2292,2.2645,2.2998,2.3351,2.3703,2.4056,2.4408,2.4761,2.5114,2.5466,2.582,2.616,2.6508,2.6846,2.7157,2.7451,2.7761,2.8093,2.8433,2.878,1.1417,1.1425,1.1431,1.1434,1.1402,1.1376,1.1354,1.1337,1.1327,1.1322,1.132,1.132,1.1318,1.1304,1.1284,1.1264,1.1249,1.1249,1.1259,1.1278,1.1297,1.1388,1.1448,1.1551,1.1717,1.1912,1.2081,1.2199,1.2295,1.2359
0.1,1.8767,1.9113,1.946,1.981,2.016,2.0511,2.0862,2.1213,2.1565,2.1915,2.2266,2.2616,2.2966,2.3317,2.3668,2.4019,2.4371,2.4722,2.5074,2.5425,2.5774,2.6126,2.6456,2.6786,2.71,2.7415,2.7733,2.8055,2.8385,2.8721,1.1358,1.1423,1.1482,1.1516,1.1478,1.1449,1.1423,1.1404,1.139,1.1363,1.133,1.1294,1.1261,1.1234,1.1212,1.1189,1.1169,1.1165,1.1182,1.121,1.1251,1.1287,1.1403,1.1524,1.1684,1.1841,1.199,1.2133,1.2254,1.2359
0.104,1.8708,1.9056,1.9407,1.9759,2.0108,2.0459,2.0811,2.1163,2.1515,2.1866,2.2218,2.2569,2.292,2.3272,2.3624,2.3976,2.4329,2.4681,2.5033,2.5385,2.5736,2.6082,2.6429,2.677,2.7108,2.744,2.776,2.8069,2.8369,2.8662,1.1417,1.1474,1.1507,1.1491,1.1446,1.1414,1.1392,1.1378,1.136,1.134,1.1318,1.1292,1.1264,1.124,1.1225,1.1223,1.1228,1.1233,1.1241,1.1259,1.1287,1.1352,1.1417,1.1504,1.1603,1.1722,1.1869,1.2038,1.2222,1.2418
0.108,1.8708,1.9065,1.9421,1.9778,2.0134,2.0491,2.0848,2.1205,2.1561,2.1918,2.2274,2.263,2.2985,2.334,2.3695,2.4051,2.4407,2.4763,2.512,2.5477,2.5832,2.6186,2.6534,2.688,2.7191,2.7521,2.7836,2.814,2.8434,2.8721,1.1417,1.1437,1.1453,1.1462,1.1446,1.1436,1.1428,1.1418,1.1403,1.1384,1.1362,1.1339,1.1306,1.1265,1.1227,1.1199,1.1179,1.1159,1.1145,1.1147,1.1176,1.1229,1.1303,1.1398,1.1571,1.1708,1.1876,1.2063,1.2265,1.2477
0.112,1.8708,1.9061,1.9415,1.9768,2.0122,2.0475,2.0829,2.1182,2.1536,2.1889,2.2241,2.2594,2.2947,2.33,2.3653,2.4006,2.4359,2.4712,2.5065,2.5419,2.5772,2.6125,2.6475,2.6821,2.7162,2.75,2.7804,2.8108,2.839,2.8662,1.1417,1.144,1.1447,1.1458,1.1453,1.145,1.1448,1.1446,1.1442,1.1426,1.1396,1.1371,1.135,1.1328,1.1307,1.1288,1.1271,1.1256,1.1235,1.1217,1.1216,1.1238,1.1286,1.1359,1.1453,1.156,1.1739,1.192,1.2134,1.2359
0.116,1.8767,1.9114,1.9459,1.9803,2.0148,2.0495,2.0841,2.1188,2.1534,2.188,2.2225,2.257,2.2916,2.3261,2.3605,2.395,2.4294,2.464,2.4986,2.5332,2.5678,2.6023,2.6367,2.6708,2.7047,2.7374,2.7697,2.7995,2.8275,2.8545,1.1358,1.1362,1.1391,1.1425,1.1414,1.1438,1.1447,1.1446,1.1435,1.1403,1.1372,1.1343,1.1315,1.1284,1.1245,1.1205,1.1168,1.1137,1.1113,1.1109,1.1127,1.1162,1.1209,1.127,1.1342,1.1457,1.1582,1.176,1.1964,1.2182
0.12,1.8708,1.9051,1.9394,1.9736,2.0077,2.042,2.0763,2.1105,2.1448,2.179,2.2131,2.2473,2.2814,2.3156,2.3498,2.384,2.4181,2.4524,2.4867,2.521,2.5552,2.5895,2.6236,2.6575,2.6911,2.7244,2.7574,2.7891,2.8193,2.8486,1.1417,1.1407,1.1412,1.1414,1.1401,1.142,1.1433,1.1448,1.1441,1.141,1.1376,1.1345,1.132,1.1294,1.1264,1.1235,1.1204,1.1197,1.1178,1.1177,1.1185,1.1203,1.1235,1.1288,1.1358,1.144,1.1535,1.1664,1.1827,1.2006
0.124,1.8826,1.9161,1.9494,1.983,2.0167,2.0506,2.0845,2.1183,2.1522,2.186,2.2198,2.2536,2.2873,2.3211,2.3549,2.3887,2.4225,2.4563,2.4902,2.5239,2.5577,2.5915,2.6254,2.659,2.6919,2.7243,2.7569,2.7889,2.8191,2.8486,1.1299,1.1346,1.1405,1.1451,1.1471,1.1473,1.1477,1.1477,1.1474,1.1463,1.144,1.1414,1.1387,1.1362,1.134,1.1321,1.1305,1.1291,1.1273,1.1248,1.1223,1.1207,1.1208,1.1245,1.1328,1.1425,1.1515,1.1626,1.1779,1.1947
0.128,1.8708,1.9049,1.939,1.9732,2.0074,2.0418,2.0762,2.1105,2.1449,2.1793,2.2137,2.2481,2.2824,2.3168,2.3511,2.3855,2.4198,2.4541,2.4883,2.5225,2.5567,2.591,2.6254,2.6598,2.6942,2.7283,2.7617,2.7937,2.8245,2.8545,1.1358,1.1404,1.1443,1.1474,1.1469,1.1446,1.1432,1.142,1.1417,1.1417,1.1411,1.1403,1.1393,1.1382,1.1367,1.1348,1.1325,1.1299,1.1269,1.1227,1.1194,1.118,1.1178,1.1182,1.1199,1.1242,1.1323,1.1448,1.16,1.177
0.132,1.8767,1.9106,1.9444,1.9782,2.012,2.046,2.0799,2.1138,2.1477,2.1816,2.2155,2.2494,2.2833,2.3172,2.3511,2.3849,2.4188,2.4526,2.4864,2.5201,2.5537,2.5874,2.6212,2.6551,2.6889,2.7224,2.7557,2.788,2.8187,2.8486,1.1358,1.1369,1.1395,1.1413,1.1417,1.1402,1.1395,1.1389,1.1388,1.1386,1.1379,1.1367,1.135,1.1331,1.1311,1.129,1.1268,1.1242,1.1213,1.1175,1.1126,1.1086,1.1075,1.1094,1.1127,1.1178,1.1243,1.1346,1.1491,1.1652
0.136,1.8649,1.899,1.933,1.9671,2.0011,2.0353,2.0696,2.1038,2.138,2.1723,2.2065,2.2408,2.275,2.3092,2.3434,2.3775,2.4113,2.4452,2.4792,2.5132,2.5473,2.5814,2.6155,2.6497,2.6839,2.718,2.7519,2.7852,2.8173,2.8486,1.1299,1.1337,1.137,1.1403,1.1435,1.1443,1.1448,1.1446,1.1446,1.1446,1.1446,1.1446,1.1446,1.1446,1.143,1.139,1.134,1.1291,1.1251,1.1212,1.1174,1.1142,1.1118,1.1102,1.1115,1.1149,1.1196,1.1275,1.1395,1.1534
0.14,1.8708,1.9041,1.9378,1.9714,2.0051,2.0392,2.0732,2.1072,2.1412,2.1752,2.2093,2.2433,2.2773,2.3113,2.3452,2.3791,2.413,2.4468,2.4806,2.5144,2.5482,2.582,2.6159,2.6498,2.6838,2.7178,2.7516,2.7848,2.8171,2.8486,1.1299,1.1371,1.1416,1.1465,1.1502,1.151,1.1515,1.1509,1.1502,1.1495,1.1486,1.1475,1.1464,1.1448,1.1423,1.1393,1.136,1.1327,1.129,1.1249,1.1208,1.1171,1.1141,1.1114,1.1103,1.1125,1.1165,1.1238,1.1346,1.1475
0.144,1.8708,1.9046,1.9382,1.9718,2.0059,2.0405,2.0749,2.1094,2.1438,2.1783,2.2127,2.2472,2.2816,2.3161,2.3505,2.385,2.4194,2.4538,2.488,2.5221,2.556,2.59,2.6241,2.6583,2.6926,2.7271,2.761,2.7938,2.8253,2.8545,1.1181,1.1251,1.1327,1.14,1.1433,1.1436,1.1443,1.1445,1.1449,1.1446,1.1439,1.143,1.142,1.1412,1.1405,1.1395,1.138,1.1358,1.1322,1.127,1.1211,1.1154,1.1104,1.1058,1.1031,1.1045,1.1105,1.1211,1.135,1.1534
0.148,1.8649,1.8989,1.9327,1.9665,2.0004,2.0344,2.0685,2.1026,2.1367,2.1708,2.2049,2.239,2.2731,2.3072,2.3413,2.3753,2.4094,2.4434,2.4774,2.5113,2.545,2.5788,2.6125,2.6465,2.6805,2.7145,2.7486,2.7826,2.8159,2.8486,1.124,1.1272,1.1318,1.1363,1.1399,1.1425,1.1442,1.1446,1.1451,1.1459,1.1468,1.1474,1.1475,1.1469,1.1456,1.1439,1.1418,1.1395,1.1368,1.1328,1.128,1.1229,1.1181,1.1146,1.1119,1.11,1.1097,1.1127,1.12,1.1299
0.152,1.8708,1.9048,1.9383,1.9721,2.0062,2.0403,2.0744,2.1085,2.1425,2.1766,2.2106,2.2447,2.2788,2.3128,2.3469,2.3809,2.4149,2.4488,2.4827,2.5165,2.5502,2.5839,2.6177,2.6517,2.6857,2.7198,2.7539,2.7878,2.8214,2.8545,1.124,1.1261,1.1325,1.1363,1.1376,1.1381,1.1385,1.1387,1.1394,1.141,1.1429,1.1446,1.1453,1.1449,1.1436,1.1413,1.1382,1.1348,1.1312,1.127,1.1219,1.1168,1.1123,1.1093,1.1075,1.1064,1.1067,1.1096,1.1157,1.124
0.156,1.8708,1.9039,1.9369,1.9701,2.0037,2.0378,2.0718,2.1058,2.1399,2.1739,2.208,2.242,2.2761,2.3102,2.3442,2.3783,2.4123,2.4463,2.4803,2.5142,2.5481,2.5819,2.6157,2.6494,2.6825,2.7152,2.7485,2.7826,2.8161,2.8486,1.1122,1.1203,1.1288,1.1363,1.1408,1.1426,1.145,1.1467,1.1476,1.1479,1.148,1.148,1.1479,1.1477,1.1472,1.1464,1.145,1.1431,1.1405,1.1376,1.1342,1.1302,1.1257,1.1204,1.1124,1.1029,1.0958,1.0959,1.102,1.1122
0.16,1.8708,1.9043,1.9372,1.9699,2.0033,2.0371,2.0708,2.1045,2.1382,2.172,2.2057,2.2394,2.2731,2.3069,2.3406,2.3743,2.408,2.4415,2.475,2.5083,2.5416,2.5749,2.6084,2.6418,2.675,2.7084,2.7421,2.7758,2.8093,2.8427,1.1181,1.1218,1.1296,1.1379,1.1418,1.1429,1.1439,1.1445,1.1457,1.1471,1.1486,1.1499,1.151,1.1518,1.1513,1.1497,1.1471,1.1437,1.1393,1.1339,1.1282,1.1231,1.1189,1.114,1.1081,1.1029,1.1013,1.1034,1.1069,1.1122
0.164,1.8767,1.9095,1.9422,1.975,2.0081,2.0417,2.0752,2.1087,2.1423,2.1758,2.2094,2.2429,2.2765,2.31,2.3436,2.3771,2.4106,2.4441,2.4775,2.5109,2.5442,2.5775,2.6107,2.6435,2.6761,2.7089,2.7421,2.7757,2.8092,2.8427,1.1181,1.1251,1.1325,1.1398,1.1441,1.1457,1.1472,1.1476,1.1476,1.1476,1.1475,1.1475,1.1474,1.1472,1.1473,1.1471,1.146,1.1437,1.1409,1.1375,1.1337,1.1295,1.1245,1.1176,1.1095,1.1023,1.098,1.0972,1.098,1.1004
0.168,1.8767,1.9103,1.9439,1.9772,2.0106,2.0445,2.0784,2.1123,2.1463,2.1802,2.2141,2.2481,2.282,2.316,2.3499,2.3838,2.4177,2.4515,2.4853,2.5189,2.5525,2.5859,2.6194,2.6526,2.6856,2.719,2.7528,2.7868,2.8207,2.8545,1.1181,1.1231,1.1281,1.1346,1.1404,1.1431,1.1445,1.1446,1.145,1.1464,1.1481,1.1497,1.1507,1.1514,1.151,1.1494,1.1468,1.1437,1.14,1.1355,1.1302,1.1246,1.1188,1.1115,1.1037,1.0973,1.0947,1.0947,1.097,1.1004
0.172,1.8826,1.9143,1.9455,1.9773,2.01,2.0428,2.0756,2.1085,2.1413,2.1741,2.2069,2.2396,2.2724,2.3053,2.3381,2.3709,2.4037,2.4365,2.4693,2.5019,2.5345,2.567,2.5995,2.6318,2.6636,2.6949,2.7268,2.7595,2.7923,2.825,1.1122,1.1207,1.131,1.1391,1.1424,1.144,1.1446,1.1446,1.1452,1.1468,1.1493,1.1518,1.1531,1.1529,1.1521,1.1509,1.1492,1.1473,1.1448,1.1414,1.1372,1.1324,1.1273,1.1214,1.1132,1.1033,1.0956,1.0918,1.0915,1.0945
0.176,1.8708,1.9045,1.9378,1.9715,2.0057,2.0401,2.0745,2.109,2.1434,2.1778,2.2122,2.2465,2.281,2.3154,2.3498,2.3843,2.4187,2.4531,2.4874,2.5218,2.556,2.59,2.6231,2.6561,2.6894,2.7233,2.7574,2.7916,2.8259,2.8603,1.1122,1.1195,1.1284,1.1354,1.1395,1.1415,1.1428,1.1438,1.1455,1.1476,1.1499,1.152,1.1538,1.1554,1.1563,1.1558,1.1542,1.1518,1.1491,1.1464,1.1427,1.1369,1.1276,1.1175,1.1089,1.1027,1.0972,1.0933,1.0905,1.0886
0.18,1.8708,1.9044,1.9377,1.9706,2.0039,2.0378,2.0714,2.1052,2.1389,2.1726,2.2063,2.24,2.2737,2.3075,2.3412,2.375,2.4087,2.4424,2.4761,2.5097,2.5433,2.5767,2.6101,2.6435,2.6766,2.7096,2.7427,2.776,2.8093,2.8427,1.1181,1.1215,1.1267,1.1342,1.1382,1.1393,1.1405,1.1409,1.1422,1.144,1.1459,1.1476,1.1486,1.1492,1.1498,1.1498,1.149,1.1473,1.1452,1.1425,1.1388,1.1345,1.1298,1.1247,1.1182,1.1111,1.1046,1.0989,1.0936,1.0886
0.184,1.8708,1.9048,1.9387,1.9725,2.0064,2.0404,2.0745,2.1085,2.1425,2.1765,2.2104,2.2443,2.2782,2.3121,2.3461,2.3801,2.4141,2.4482,2.4821,2.5158,2.5494,2.5829,2.6163,2.6493,2.682,2.7146,2.7477,2.7812,2.8148,2.8486,1.124,1.1264,1.1294,1.1329,1.1352,1.1355,1.1358,1.1357,1.1366,1.1389,1.142,1.1452,1.1478,1.1502,1.1525,1.154,1.1544,1.1533,1.1508,1.1464,1.1408,1.1346,1.128,1.1198,1.1102,1.1007,1.0926,1.0864,1.0811,1.0769
