t,midx1,midx2,midx3,midx4,midx5,midx6,midx7,midx8,midx9,midx10,midx11,midx12,midx13,midx14,midx15,midx16,midx17,midx18,midx19,midx20,midx21,midx22,midx23,midx24,midx25,midx26,midx27,midx28,midx29,midx30,midy1,midy2,midy3,midy4,midy5,midy6,midy7,midy8,midy9,midy10,midy11,midy12,midy13,midy14,midy15,midy16,midy17,midy18,midy19,midy20,midy21,midy22,midy23,midy24,midy25,midy26,midy27,midy28,midy29,midy30
0.048,1.3897,1.4239,1.4581,1.4922,1.5262,1.56,1.5939,1.628,1.6621,1.6963,1.7305,1.7647,1.7989,1.8331,1.8672,1.9012,1.9353,1.9693,2.0034,2.0375,2.0717,2.1058,2.1396,2.1726,2.2034,2.233,2.2618,2.2881,2.3142,2.3388,1.1608,1.1608,1.1603,1.1586,1.155,1.1494,1.1449,1.1414,1.1395,1.1396,1.1412,1.1429,1.1446,1.1465,1.1492,1.1525,1.1563,1.16,1.1629,1.1654,1.1665,1.1638,1.1584,1.1491,1.1343,1.117,1.0986,1.0767,1.0546,1.0308
0.052,1.394,1.4281,1.4622,1.4963,1.53,1.5637,1.5974,1.6313,1.6654,1.6995,1.7336,1.7676,1.8017,1.8357,1.8697,1.9037,1.9376,1.9716,2.0057,2.0398,2.0738,2.1079,2.1419,2.1756,2.2074,2.2371,2.2665,2.2929,2.3192,2.3432,1.1608,1.1601,1.1595,1.1595,1.1563,1.15,1.1455,1.1422,1.1413,1.1419,1.143,1.1449,1.1466,1.1483,1.1508,1.154,1.1571,1.1598,1.1614,1.1625,1.1626,1.1611,1.1585,1.1533,1.141,1.1243,1.107,1.0854,1.0637,1.0395
0.056,1.394,1.4281,1.4622,1.4963,1.5302,1.564,1.598,1.6321,1.6663,1.7004,1.7346,1.7688,1.803,1.8372,1.8713,1.9053,1.9393,1.9733,2.0074,2.0414,2.0755,2.1097,2.1439,2.1772,2.2092,2.2404,2.27,2.2952,2.3173,2.3388,1.1651,1.1628,1.1617,1.1584,1.1546,1.1493,1.1453,1.1424,1.1414,1.1415,1.1418,1.1423,1.1431,1.144,1.1464,1.1501,1.1541,1.1577,1.1605,1.1634,1.1659,1.1673,1.1661,1.1584,1.1464,1.1324,1.1153,1.0921,1.0661,1.0395
0.06,1.394,1.4278,1.4618,1.4959,1.5298,1.5636,1.5974,1.6314,1.6655,1.6997,1.7339,1.7681,1.8022,1.8364,1.8705,1.9046,1.9386,1.9727,2.0067,2.0407,2.0748,2.109,2.1431,2.177,2.2101,2.2424,2.2733,2.2993,2.3214,2.3432,1.1738,1.1688,1.1658,1.1629,1.1595,1.1538,1.1492,1.1455,1.1437,1.1436,1.1439,1.1452,1.146,1.1471,1.1488,1.1513,1.1545,1.1577,1.1612,1.1643,1.1665,1.1671,1.1656,1.1614,1.153,1.1419,1.1271,1.1049,1.0789,1.0525
0.064,1.394,1.4283,1.4626,1.4969,1.5312,1.5653,1.5995,1.6339,1.6683,1.7028,1.7373,1.7718,1.8063,1.8408,1.8752,1.9095,1.9439,1.9782,2.0126,2.0469,2.0813,2.1158,2.1502,2.1844,2.218,2.2505,2.2819,2.3092,2.3315,2.3518,1.1738,1.1701,1.1667,1.1634,1.1598,1.1541,1.15,1.1468,1.1452,1.1445,1.1444,1.1454,1.1461,1.1476,1.1502,1.1534,1.1569,1.1601,1.1634,1.1667,1.1689,1.1689,1.1663,1.1615,1.1536,1.1421,1.1278,1.1067,1.0803,1.0525
0.068,1.394,1.4283,1.4625,1.4967,1.5308,1.5647,1.5987,1.6327,1.667,1.7014,1.7358,1.7701,1.8045,1.8388,1.8732,1.9074,1.9414,1.9755,2.0097,2.044,2.0783,2.1127,2.1471,2.1814,2.215,2.248,2.2792,2.3065,2.3322,2.3562,1.1738,1.1716,1.1681,1.1643,1.161,1.1545,1.1494,1.1448,1.1419,1.1407,1.1405,1.142,1.1438,1.1458,1.1481,1.1517,1.1564,1.1612,1.1648,1.1673,1.1694,1.1709,1.1718,1.1698,1.1625,1.1527,1.1382,1.1173,1.0945,1.0698
0.072,1.3983,1.4321,1.4656,1.4993,1.5331,1.5669,1.6008,1.6348,1.6689,1.703,1.7372,1.7713,1.8055,1.8397,1.8737,1.9076,1.9414,1.9752,2.0091,2.0431,2.0771,2.1112,2.1453,2.1795,2.2132,2.2467,2.2798,2.3088,2.3336,2.3562,1.1825,1.1771,1.1706,1.1652,1.1599,1.1547,1.1503,1.1471,1.1453,1.1438,1.1423,1.1412,1.1408,1.1415,1.144,1.1485,1.1537,1.1589,1.1629,1.1661,1.1694,1.1721,1.1731,1.1708,1.1655,1.1588,1.15,1.132,1.1085,1.0828
0.076,1.3983,1.4324,1.4664,1.5002,1.5339,1.5678,1.6016,1.6356,1.6698,1.7042,1.7385,1.7729,1.8072,1.8416,1.876,1.9101,1.944,1.9778,2.0117,2.0457,2.0799,2.114,2.1483,2.1827,2.2163,2.2488,2.2821,2.3127,2.3418,2.3692,1.1868,1.1825,1.1772,1.1709,1.1642,1.1583,1.1522,1.1472,1.1436,1.1417,1.1402,1.1391,1.1386,1.1386,1.1399,1.1438,1.1496,1.1561,1.162,1.1666,1.1704,1.1746,1.1776,1.1774,1.1704,1.1592,1.1508,1.1349,1.1166,1.0958
0.08,1.394,1.4283,1.4626,1.497,1.531,1.5649,1.5988,1.633,1.6674,1.7018,1.7362,1.7706,1.8051,1.8396,1.8741,1.9083,1.9424,1.9764,2.0107,2.045,2.0793,2.1136,2.148,2.1824,2.2165,2.2508,2.2834,2.3137,2.342,2.3692,1.1868,1.1829,1.1795,1.1765,1.1704,1.1637,1.1575,1.1528,1.1495,1.1462,1.1433,1.1409,1.1394,1.1393,1.1416,1.1462,1.1519,1.1574,1.1617,1.1656,1.1699,1.1735,1.1767,1.1763,1.17,1.1698,1.1576,1.1413,1.1215,1.1001
0.084,1.3983,1.432,1.4658,1.4997,1.5331,1.5665,1.5999,1.6336,1.6675,1.7015,1.7354,1.7694,1.8035,1.8376,1.8716,1.9056,1.9395,1.9734,2.007,2.0403,2.0736,2.1072,2.1411,2.1752,2.2092,2.2431,2.2764,2.3078,2.3369,2.3648,1.1868,1.1815,1.1772,1.1734,1.1666,1.1594,1.1529,1.1478,1.1441,1.1409,1.1377,1.1351,1.1333,1.1333,1.1351,1.1379,1.1413,1.1452,1.1508,1.1581,1.1655,1.1711,1.1749,1.1767,1.1753,1.1712,1.1637,1.1505,1.1327,1.1131
0.088,1.3897,1.424,1.4583,1.4928,1.527,1.561,1.5951,1.6292,1.6636,1.6981,1.7326,1.7672,1.8018,1.8364,1.871,1.9055,1.9398,1.9739,2.008,2.0422,2.0763,2.1104,2.1447,2.1791,2.2135,2.2481,2.2817,2.3134,2.3426,2.3692,1.1868,1.1821,1.1778,1.175,1.1695,1.1632,1.1569,1.1512,1.147,1.1443,1.142,1.1399,1.1383,1.1373,1.1377,1.1406,1.1453,1.1511,1.1569,1.1626,1.1685,1.1742,1.1792,1.1835,1.1866,1.1848,1.1766,1.1626,1.1441,1.1218
0.092,1.394,1.428,1.462,1.4961,1.5299,1.5636,1.5973,1.6312,1.6653,1.6996,1.7339,1.7683,1.8027,1.8371,1.8715,1.9059,1.9401,1.9743,2.0084,2.0423,2.0759,2.1096,2.1435,2.1777,2.2122,2.2466,2.2807,2.3135,2.3442,2.3735,1.1955,1.1899,1.1843,1.1796,1.1729,1.1656,1.1586,1.1523,1.1473,1.1435,1.1406,1.138,1.1361,1.1354,1.1367,1.1396,1.1435,1.1479,1.1527,1.1591,1.1666,1.1741,1.1798,1.184,1.1854,1.1841,1.1792,1.1686,1.1529,1.1348
0.096,1.394,1.4287,1.4634,1.498,1.5322,1.5664,1.6005,1.6348,1.6691,1.7035,1.7379,1.7724,1.807,1.8418,1.8765,1.911,1.9454,1.9797,2.014,2.0482,2.0823,2.1164,2.1506,2.1848,2.2193,2.254,2.2882,2.3212,2.3524,2.3822,1.1868,1.1847,1.1837,1.1815,1.1751,1.1687,1.1623,1.1564,1.1512,1.1464,1.1417,1.1375,1.1344,1.1333,1.1351,1.1389,1.1439,1.1493,1.1547,1.1608,1.1674,1.1743,1.1806,1.1865,1.1905,1.1894,1.1833,1.1724,1.1571,1.1391
0.1,1.3983,1.4325,1.4669,1.5012,1.5351,1.5689,1.6026,1.6364,1.6702,1.7042,1.7382,1.7724,1.8068,1.8411,1.8755,1.9098,1.9441,1.9783,2.0125,2.0465,2.0799,2.113,2.1462,2.1798,2.2138,2.2481,2.2823,2.3152,2.3452,2.3735,1.1868,1.1832,1.1822,1.1806,1.1748,1.1686,1.1619,1.1553,1.1493,1.144,1.1392,1.1356,1.134,1.1341,1.1358,1.138,1.1404,1.1432,1.1469,1.152,1.1601,1.1695,1.1785,1.1856,1.191,1.193,1.1898,1.1799,1.163,1.1435
0.104,1.407,1.4405,1.4747,1.5087,1.5426,1.5768,1.6107,1.6446,1.6786,1.7127,1.7467,1.7808,1.815,1.8493,1.8837,1.918,1.952,1.9859,2.0198,2.0537,2.0874,2.1209,2.1545,2.1881,2.2219,2.2562,2.2903,2.3238,2.3559,2.3865,1.1955,1.1878,1.1843,1.1799,1.1746,1.1711,1.165,1.1595,1.1545,1.1501,1.1454,1.141,1.1375,1.1352,1.1352,1.1377,1.1422,1.1478,1.1537,1.1596,1.1663,1.1738,1.1812,1.1886,1.1949,1.1963,1.1921,1.1845,1.1722,1.1565
0.108,1.394,1.4284,1.4628,1.4972,1.5312,1.5652,1.5992,1.6332,1.6673,1.7016,1.7357,1.7699,1.8042,1.8387,1.8733,1.9078,1.9423,1.9767,2.0111,2.0454,2.079,2.1121,2.1453,2.1786,2.2122,2.2463,2.2809,2.315,2.3474,2.3778,1.1955,1.1916,1.1882,1.185,1.1788,1.1723,1.1658,1.1595,1.154,1.1489,1.1436,1.1382,1.1338,1.1313,1.1316,1.1337,1.1364,1.1397,1.1433,1.148,1.1561,1.1661,1.176,1.1851,1.1935,1.1994,1.1993,1.1938,1.1815,1.1651
0.112,1.394,1.4276,1.4617,1.496,1.5301,1.5642,1.5983,1.6323,1.6664,1.7005,1.7346,1.7688,1.8031,1.8376,1.8721,1.9067,1.9413,1.9758,2.0103,2.0444,2.0778,2.1106,2.1432,2.1757,2.2086,2.2428,2.2773,2.3117,2.3453,2.3778,1.2042,1.1963,1.1904,1.1859,1.1804,1.1747,1.169,1.1631,1.1571,1.1515,1.1459,1.1408,1.1369,1.1345,1.1335,1.1336,1.1341,1.135,1.1374,1.1427,1.1518,1.1626,1.1741,1.1859,1.1965,1.2017,1.2017,1.1978,1.1898,1.1782
0.116,1.3983,1.4321,1.4657,1.4992,1.5325,1.5659,1.5993,1.6329,1.6666,1.7001,1.7336,1.7671,1.8008,1.8347,1.8687,1.9027,1.9367,1.9707,2.0046,2.0382,2.0711,2.1037,2.1364,2.1689,2.201,2.2338,2.2678,2.3017,2.3356,2.3692,1.2042,1.2,1.1948,1.189,1.182,1.1754,1.1691,1.1636,1.1586,1.153,1.147,1.1413,1.1365,1.1333,1.132,1.1317,1.1324,1.1339,1.1364,1.1417,1.1505,1.1604,1.1696,1.1798,1.191,1.2,1.2019,1.2001,1.1966,1.1912
0.12,1.4027,1.4358,1.4693,1.5026,1.5358,1.5696,1.6027,1.6359,1.669,1.7021,1.7354,1.7687,1.8022,1.8359,1.8697,1.9036,1.9374,1.9713,2.0051,2.0387,2.0717,2.1039,2.1358,2.1669,2.1976,2.2296,2.2633,2.2971,2.331,2.3648,1.2042,1.1971,1.1922,1.1868,1.1811,1.1776,1.1706,1.1637,1.1565,1.1496,1.1432,1.1372,1.1325,1.1292,1.1272,1.1266,1.1265,1.1269,1.1288,1.133,1.1409,1.1514,1.1627,1.1761,1.1903,1.2014,1.2049,1.2055,1.2054,1.2042
0.124,1.4027,1.4363,1.4699,1.5036,1.537,1.5703,1.6037,1.637,1.6703,1.7036,1.7369,1.7703,1.8038,1.8375,1.8713,1.9051,1.939,1.9728,2.0066,2.0402,2.0731,2.1056,2.138,2.1701,2.2016,2.2339,2.2677,2.3015,2.3353,2.3692,1.1998,1.196,1.1926,1.1898,1.184,1.1782,1.1723,1.1664,1.1605,1.1546,1.1487,1.143,1.1382,1.1351,1.1333,1.1325,1.1322,1.1325,1.1336,1.1377,1.1455,1.155,1.1647,1.1755,1.188,1.1979,1.2004,1.201,1.201,1.1998
0.128,1.3983,1.4318,1.4652,1.4987,1.532,1.5655,1.5989,1.6323,1.6656,1.6988,1.7317,1.7645,1.7977,1.8309,1.8645,1.8981,1.9318,1.9655,1.9991,2.0326,2.0657,2.0985,2.1312,2.1633,2.1945,2.2264,2.2597,2.2932,2.3268,2.3605,1.2042,1.2004,1.196,1.1921,1.1874,1.1832,1.179,1.1745,1.1697,1.1639,1.1568,1.1491,1.1429,1.1375,1.1346,1.1334,1.1333,1.1344,1.1368,1.1407,1.1468,1.1544,1.1625,1.1729,1.1855,1.1963,1.2015,1.205,1.2075,1.2085
0.132,1.4027,1.4357,1.4693,1.5027,1.5361,1.5698,1.6031,1.6363,1.6693,1.7024,1.7356,1.7691,1.8027,1.8363,1.87,1.9038,1.9375,1.9713,2.005,2.0387,2.0723,2.1056,2.1381,2.1695,2.2002,2.2316,2.2645,2.2977,2.3312,2.3648,1.2042,1.1972,1.1933,1.1894,1.1846,1.1818,1.1759,1.1694,1.1622,1.1553,1.1494,1.1445,1.1411,1.1381,1.1356,1.1336,1.1316,1.1302,1.1307,1.1332,1.1373,1.1432,1.1524,1.1647,1.1788,1.1913,1.1991,1.2053,1.2101,1.2128
0.136,1.394,1.4282,1.4625,1.4966,1.5305,1.5644,1.5983,1.6323,1.6662,1.6998,1.7334,1.7671,1.801,1.8348,1.869,1.9031,1.9373,1.9716,2.0058,2.04,2.0741,2.1081,2.1416,2.1738,2.2038,2.2343,2.2673,2.3011,2.335,2.3692,1.1955,1.1955,1.1945,1.1924,1.1874,1.1828,1.1782,1.1739,1.1689,1.1625,1.1561,1.1499,1.1451,1.1395,1.1378,1.1355,1.1347,1.1353,1.1363,1.1378,1.1403,1.1446,1.1519,1.1635,1.1799,1.1955,1.2045,1.2104,1.2147,1.2172
0.14,1.394,1.4282,1.4624,1.4965,1.5304,1.5643,1.5981,1.632,1.6658,1.6995,1.733,1.7666,1.8003,1.8342,1.8681,1.9021,1.9361,1.9703,2.0045,2.0387,2.0727,2.1062,2.1395,2.1715,2.2018,2.2325,2.2648,2.2977,2.3311,2.3648,1.1998,1.1982,1.1967,1.1954,1.1903,1.1853,1.1801,1.175,1.1697,1.1636,1.1569,1.1502,1.1442,1.1391,1.1347,1.1308,1.1267,1.1259,1.124,1.125,1.1294,1.1362,1.1443,1.1564,1.1722,1.1874,1.1988,1.2082,1.216,1.2215
0.144,1.4027,1.437,1.4715,1.5061,1.5404,1.5748,1.609,1.6431,1.6772,1.7112,1.7453,1.7793,1.8135,1.8476,1.8818,1.9158,1.9499,1.9844,2.019,2.0533,2.0872,2.1208,2.154,2.1858,2.2165,2.2478,2.2807,2.3142,2.348,2.3822,1.1998,1.1956,1.1938,1.1937,1.1899,1.1857,1.1808,1.1751,1.1691,1.1632,1.1571,1.1512,1.1456,1.1403,1.1346,1.1285,1.1228,1.1211,1.1208,1.1252,1.1321,1.1402,1.1498,1.1634,1.1793,1.194,1.2046,1.2134,1.2208,1.2258
0.148,1.3983,1.4328,1.4674,1.502,1.5365,1.571,1.6054,1.6398,1.674,1.7082,1.7421,1.7759,1.8098,1.8438,1.8778,1.9118,1.946,1.9806,2.0151,2.0497,2.0842,2.1186,2.1524,2.1844,2.2153,2.2462,2.2784,2.3113,2.3444,2.3778,1.1912,1.1935,1.1949,1.1945,1.1913,1.1887,1.1853,1.1811,1.1763,1.1706,1.1638,1.1566,1.1498,1.1433,1.1367,1.1303,1.1254,1.1225,1.124,1.1258,1.1283,1.1318,1.1391,1.1522,1.1679,1.1834,1.1961,1.2068,1.2168,1.2258
0.152,1.394,1.4282,1.4624,1.4967,1.5308,1.565,1.5992,1.6333,1.6674,1.7013,1.7349,1.7681,1.8013,1.8348,1.8686,1.9025,1.9364,1.9705,2.0047,2.039,2.0733,2.1074,2.1416,2.1739,2.2049,2.2339,2.2641,2.2958,2.3279,2.3605,1.1912,1.194,1.1961,1.1962,1.1923,1.1893,1.1862,1.183,1.1792,1.174,1.1667,1.158,1.1494,1.1421,1.1364,1.131,1.1259,1.1219,1.1198,1.1198,1.1216,1.1255,1.1297,1.1407,1.1552,1.1737,1.1899,1.2029,1.2153,1.2258
0.156,1.4027,1.4371,1.4715,1.5059,1.5402,1.5746,1.6089,1.6432,1.6774,1.7114,1.7453,1.779,1.8127,1.8465,1.8804,1.9143,1.9483,1.9824,2.0168,2.0512,2.0856,2.12,2.1533,2.184,2.2139,2.2446,2.2767,2.3087,2.3409,2.3735,1.1998,1.1978,1.1962,1.1949,1.1917,1.1888,1.1857,1.1822,1.1778,1.1725,1.166,1.1588,1.1517,1.1452,1.1389,1.1325,1.1267,1.1224,1.1193,1.1173,1.117,1.1197,1.1286,1.1443,1.1614,1.177,1.1896,1.2023,1.2145,1.2258
0.16,1.3983,1.4331,1.4681,1.5031,1.5381,1.5731,1.608,1.6429,1.6777,1.7124,1.747,1.7815,1.8158,1.8501,1.8845,1.9191,1.9536,1.988,2.0227,2.0577,2.0928,2.1277,2.1628,2.196,2.227,2.2559,2.2867,2.3196,2.3527,2.3865,1.1998,1.1958,1.1948,1.1954,1.1929,1.1906,1.188,1.1849,1.181,1.1762,1.1706,1.1644,1.1574,1.1502,1.1436,1.138,1.1318,1.1255,1.1209,1.1197,1.1207,1.1233,1.1255,1.136,1.1522,1.1721,1.1886,1.2008,1.2122,1.2215
0.164,1.3983,1.433,1.4675,1.5021,1.5367,1.5713,1.6059,1.6404,1.675,1.7095,1.744,1.7784,1.8127,1.8469,1.8808,1.9146,1.9486,1.9828,2.0171,2.0514,2.086,2.1207,2.1551,2.1892,2.2195,2.2525,2.2845,2.3152,2.3447,2.3735,1.1868,1.1863,1.1898,1.1923,1.1896,1.1874,1.1847,1.1816,1.1785,1.1754,1.1713,1.167,1.1624,1.1562,1.1489,1.1413,1.1344,1.1286,1.1231,1.1181,1.1159,1.1155,1.1193,1.1269,1.1434,1.1544,1.1678,1.184,1.2022,1.2215
0.168,1.3983,1.4329,1.4676,1.5023,1.5371,1.5718,1.6066,1.6414,1.6762,1.7107,1.7452,1.7796,1.8141,1.8484,1.8825,1.9165,1.9504,1.9846,2.0191,2.0538,2.0886,2.1234,2.158,2.1926,2.223,2.2562,2.2883,2.3185,2.3465,2.3735,1.1955,1.1913,1.1883,1.1861,1.1844,1.183,1.182,1.181,1.1789,1.1745,1.1696,1.1646,1.1597,1.1539,1.1471,1.1393,1.1314,1.125,1.1203,1.1175,1.1163,1.1166,1.1191,1.1251,1.1416,1.1525,1.1658,1.1831,1.2039,1.2258
0.172,1.3983,1.4329,1.4673,1.5019,1.5367,1.5714,1.6062,1.6409,1.6756,1.7101,1.7444,1.7786,1.8129,1.8468,1.8805,1.9144,1.9484,1.9827,2.0172,2.0517,2.0864,2.1211,2.1557,2.1895,2.2227,2.257,2.2883,2.3179,2.346,2.3735,1.1825,1.1836,1.1891,1.1912,1.1911,1.1912,1.1912,1.191,1.1895,1.1849,1.1792,1.1735,1.1679,1.1606,1.1521,1.1444,1.1371,1.1315,1.1276,1.1239,1.1208,1.1202,1.1241,1.1317,1.1426,1.1458,1.1618,1.1798,1.2002,1.2215
0.176,1.407,1.4414,1.4757,1.5099,1.5443,1.5787,1.613,1.6474,1.6818,1.716,1.7498,1.7834,1.8169,1.8507,1.8845,1.9182,1.9521,1.986,2.0199,2.0537,2.0878,2.1221,2.1565,2.1905,2.2238,2.2566,2.2888,2.3155,2.3414,2.3648,1.1868,1.188,1.1902,1.193,1.1921,1.1917,1.1911,1.1903,1.1889,1.1858,1.1798,1.1721,1.1646,1.1582,1.1519,1.1455,1.1393,1.1338,1.128,1.1218,1.117,1.1154,1.1161,1.121,1.1297,1.1398,1.1522,1.1737,1.1963,1.2215
0.18,1.3983,1.4327,1.4671,1.502,1.5368,1.5716,1.6064,1.6411,1.6759,1.7106,1.7452,1.7798,1.8144,1.8487,1.8827,1.9166,1.9506,1.9848,2.0193,2.0539,2.0885,2.1233,2.158,2.1927,2.2273,2.2617,2.2947,2.3229,2.3496,2.3735,1.1825,1.1881,1.193,1.1925,1.1911,1.1899,1.1886,1.1872,1.1852,1.1824,1.1788,1.1746,1.1701,1.1644,1.157,1.1489,1.1413,1.1351,1.1303,1.126,1.1222,1.1199,1.1205,1.1241,1.1284,1.1335,1.1447,1.165,1.1874,1.2128
0.184,1.3983,1.4329,1.4673,1.5021,1.5369,1.5716,1.6064,1.6411,1.6759,1.7106,1.7452,1.7796,1.8139,1.8482,1.8822,1.9159,1.9496,1.9835,2.0178,2.0521,2.0866,2.1214,2.1562,2.1909,2.2254,2.2593,2.2927,2.3221,2.3463,2.3692,1.1738,1.1778,1.1822,1.1835,1.1847,1.1865,1.1879,1.1888,1.1886,1.1862,1.1821,1.1769,1.1713,1.1655,1.1583,1.1497,1.141,1.1334,1.1273,1.1219,1.1175,1.1157,1.1152,1.1163,1.1213,1.1287,1.1388,1.1573,1.1823,1.2085
