t,midx1,midy1,midx2,midy2,midx3,midy3,midx4,midy4,midx5,midy5,midx6,midy6,midx7,midy7,midx8,midy8,midx9,midy9,midx10,midy10,midx11,midy11,midx12,midy12,midx13,midy13,midx14,midy14,midx15,midy15,midx16,midy16,midx17,midy17
66,968.1686401,1127.910889,1173.73999,1116.20874,1388.621826,1085.058228,1717.088013,971.3548584,1921.526489,849.2808838,2199.722656,792.6687012,2327.470459,855.6871948,1293.717529,1175.717163,1336.242432,1179.107422,1423.245483,1165.154785,1435.423096,1154.858765,1430.787354,1143.862671,1260.181519,1031.082153,1324.983887,997.7846069,1381.952515,980.8416748,1404.83252,989.8002319,1408.971191,1005.641174
67,968.8904419,1129.727417,1173.027222,1122.42749,1382.992432,1099.337891,1747.726318,972.8259277,1925.074707,856.7234497,2173.211426,771.2068481,2353.044434,828.8181152,1291.494507,1184.172974,1329.384766,1186.65564,1357.901001,1190.515381,1434.13916,1166.02002,1432.067383,1155.282471,1260.709961,1040.755981,1333.742065,1007.304993,1383.372803,993.5634766,1404.688232,999.522522,1412.505005,1015.881592
68,968.8190918,1136.090332,1176.06543,1126.019287,1382.762207,1110.190674,1934.951172,867.1060181,1934.494019,866.3359985,2162.483398,759.0010986,2345.627686,792.2484741,1289.966187,1190.297607,1323.528809,1194.426025,1355.032349,1195.281982,1434.168579,1174.209229,1432.704712,1164.815796,1269.359253,1044.553955,1341.548096,1018.480408,1385.127808,1001.755615,1406.339722,1009.563477,1415.896729,1030.623291
69,968.2738037,1143.437622,1174.820557,1132.072021,1388.414429,1113.583374,1946.185425,884.4539795,1939.853149,884.9359741,2147.045654,753.6256714,2328.144531,754.7012939,1284.762695,1197.239136,1319.005127,1198.026367,1359.560181,1199.904419,1377.425659,1191.665649,1427.035645,1175.850098,1264.929077,1049.019165,1340.084106,1025.435547,1386.842041,1012.667175,1407.420776,1021.723938,1419.447266,1034.857544
70,971.1652832,1144.862793,1172.971802,1137.105713,1390.519287,1116.334961,1748.332275,1025.853027,1944.155518,903.9100952,2139.147461,750.944519,2317.300293,724.9362183,1284.878784,1199.230957,1312.831421,1200.099121,1353.863037,1203.600098,1369.643799,1198.135376,1384.751587,1192.161377,1263.942017,1055.230713,1347.565918,1031.146362,1384.730591,1020.858398,1402.906128,1027.830811,1417.363159,1040.57666
71,974.7155762,1150.044312,1168.196655,1141.156006,1390.835693,1122.11084,1709.920776,1063.800049,1962.305786,919.5996094,2133.348389,755.4424438,2306.231201,700.8839722,1285.048462,1202.746094,1312.155151,1205.512451,1349.724121,1208.397705,1366.32666,1201.216064,1383.003784,1195.410278,1265.835571,1056.372925,1289.861938,1048.507813,1307.115234,1046.752808,1396.858154,1032.109741,1413.333862,1043.244263
72,972.557251,1152.150757,1172.304321,1143.18811,1459.281982,1121.583862,1703.72937,1083.403687,1978.460449,945.680542,2130.550537,766.6021118,2288.096436,682.7177124,1284.929932,1207.171021,1315.580078,1207.95752,1347.752808,1210.31311,1367.549561,1203.23999,1383.329834,1197.250366,1261.08252,1060.650879,1288.333252,1052.541626,1308.834473,1049.687988,1328.5354,1047.523438,1351.972778,1046.450195
73,971.0897827,1159.297119,1174.577026,1146.67041,1393.926392,1129.24231,1957.765869,1000.223694,2012.218994,958.9037476,2136.052002,788.5302734,2268.174316,676.421814,1281.870117,1209.230591,1310.455811,1208.335327,1344.168457,1211.515015,1364.975708,1203.246704,1380.741333,1201.063354,1261.435669,1060.897583,1284.541382,1053.256348,1306.472412,1050.410522,1329.536255,1047.809937,1355.980469,1047.365479
74,975.2493896,1159.234497,1175.327393,1147.023315,1396.366455,1130.374268,1727.93689,1102.316162,2027.012695,980.493103,2146.803955,828.3429565,2246.150391,681.6646118,1284.836304,1209.268921,1312.814209,1208.890991,1341.050415,1210.362549,1363.518677,1203.180176,1380.008423,1200.335815,1263.246826,1059.393311,1289.518677,1053.097656,1308.60144,1050.692871,1331.896118,1047.63623,1360.487427,1047.413452
75,975.2421265,1156.52478,1172.405029,1148.200195,1397.983398,1129.716553,1718.860474,1115.027344,1991.136353,1027.670166,2165.908203,864.475769,2232.362549,702.888916,1284.42334,1206.331787,1310.021606,1204.718506,1340.129883,1206.800537,1364.629272,1200.842529,1379.426514,1197.260376,1263.079956,1057.381226,1287.692993,1052.768555,1308.290161,1049.895752,1333.077271,1047.048462,1361.561401,1047.210815
76,973.5560303,1159.251221,1171.089233,1147.634277,1395.331787,1126.461426,1720.934814,1119.904175,2008.53772,1042.287964,2182.431885,899.2858276,2245.663086,734.4057617,1284.156738,1205.805542,1309.515503,1203.074341,1343.72876,1204.693481,1366.287842,1199.580444,1381.645874,1195.693481,1219.345459,1062.141357,1293.809082,1051.497681,1310.665649,1048.77063,1334.915649,1045.401733,1363.260498,1047.657104
77,972.6830444,1159.788574,1164.143555,1146.501953,1393.695679,1124.270142,1726.130371,1125.459595,2067.668701,1043.975098,2194.28833,936.8754272,2269.141602,767.3305664,1285.768799,1202.863037,1316.863892,1199.885254,1348.393677,1202.276855,1367.481812,1198.721191,1385.466553,1192.244751,1213.075317,1059.660645,1290.898926,1049.625,1309.460083,1045.48877,1328.839966,1044.17041,1358.575439,1045.352783
78,974.5879517,1161.925659,1165.775513,1142.863281,1456.989136,1120.057739,1735.633911,1130.468994,1982.60376,1098.052002,2209.624512,967.5206299,2287.793701,812.3613892,1285.872192,1199.873535,1319.064331,1197.079468,1347.510376,1199.994995,1364.008057,1196.589111,1379.788696,1190.112305,1212.51709,1055.674438,1285.375977,1046.750488,1304.866699,1042.769287,1323.203003,1042.771973,1355.519287,1041.653809
79,973.8662109,1164.468262,1163.799072,1141.443726,1388.400757,1113.251221,1699.832031,1129.706787,2070.51416,1089.459473,2221.611084,1000.383545,2308.776855,846.8401489,1289.3479,1199.040649,1322.088501,1194.130127,1350.117432,1196.382568,1367.285767,1194.019897,1381.895386,1189.082275,1215.893311,1055.547119,1283.170044,1046.750244,1301.444824,1042.304077,1323.904907,1040.995972,1356.316895,1040.73877
80,973.2709351,1169.234375,1162.391968,1140.807251,1386.697021,1111.828125,1694.087769,1122.047241,2076.922852,1107.297607,2223.429932,1035.111206,2318.59082,889.503479,1290.929565,1198.494995,1322.276001,1194.607666,1349.61084,1196.765259,1367.233398,1192.609375,1384.032715,1186.533203,1262.105469,1049.116333,1287.260742,1045.163208,1299.015625,1042.847534,1322.047852,1039.966064,1355.385498,1036.283813
81,973.8931885,1172.652954,1163.970093,1142.525513,1385.677002,1114.273682,1690.872925,1118.354736,2056.686768,1127.039917,2233.218018,1065.358521,2337.441895,932.8827515,1290.105957,1200.279053,1322.001099,1198.26001,1352.324585,1198.294922,1368.535645,1192.993042,1385.455078,1187.248657,1263.000977,1054.410034,1290.340698,1047.082031,1298.195068,1045.02356,1319.242676,1040.97168,1405.281372,1035.437134
82,973.0048218,1173.421021,1165.122803,1144.967529,1387.644653,1113.725708,1730.838989,1117.751465,2079.733154,1135.885986,2243.492188,1091.656982,2353.103516,971.8047485,1288.42041,1202.081421,1320.873657,1200.885742,1355.357666,1203.064209,1372.226807,1197.307373,1387.731079,1191.506592,1262.289795,1056.934692,1352.164795,1031.948486,1370.935669,1026.141724,1390.601074,1029.381348,1407.630005,1038.779419
