t,midx1,midy1,midx2,midy2,midx3,midy3,midx4,midy4,midx5,midy5,midx6,midy6,midx7,midy7,midx8,midy8,midx9,midy9,midx10,midy10,midx11,midy11,midx12,midy12,midx13,midy13,midx14,midy14,midx15,midy15,midx16,midy16,midx17,midy17
10,1111.38562,907.0806274,1326.512939,903.1033936,1530.822388,893.2151489,1852.517578,866.7010498,2203.459961,707.8167725,2310.576172,616.6618042,2487.804443,563.8757324,1411.09436,972.2629395,1491.486572,1007.763367,1549.828369,1012.500305,1558.407715,985.8146973,1545.836182,963.588623,1397.735474,825.3961792,1451.690186,792.4417725,1532.268555,766.3503418,1554.284424,796.2728882,1546.909668,823.9346313
11,1103.88269,912.3748779,1319.821899,907.0602417,1527.375732,895.5548706,1832.631104,881.7799072,2162.077148,760.3764038,2308.756836,632.5041504,2472.344727,552.6166992,1406.042847,973.4232178,1474.385986,1006.068481,1545.842651,1015.565796,1550.949219,989.8377075,1540.959961,966.6149902,1385.241821,830.3928833,1443.344604,792.2000122,1523.590698,765.8912354,1542.950562,795.0908203,1536.618896,827.8432617
12,1097.505737,917.5991821,1289.704346,910.6277466,1520.829834,899.1662598,1828.20752,891.7488403,2094.000732,817.2633057,2300.640625,663.8245239,2442.751221,562.0681763,1392.716919,974.7093506,1467.121826,1014.158752,1533.760864,1022.088501,1541.190186,992.6829834,1525.858887,968.5403442,1375.882324,833.0144043,1433.912842,790.1160278,1513.259277,762.7163086,1531.171265,793.9804688,1523.816162,831.6442261
13,1091.836304,922.541748,1287.802246,909.9960938,1514.5896,899.1690063,1805.578613,901.1607666,2105.348877,836.9089355,2305.370361,691.0011597,2432.018311,577.027771,1384.521729,976.6519165,1462.855103,1023.661438,1521.99292,1035.960571,1522.042236,996.2427979,1510.173706,969.4719849,1368.080322,833.8922729,1425.887939,786.8186646,1503.59021,755.614624,1520.726318,792.7671509,1508.651123,831.3768921
14,1086.123779,919.519043,1286.109619,908.8699341,1501.88623,900.3259888,1798.17627,904.038147,2101.231445,862.4934692,2302.817627,729.3267822,2433.686279,587.5651245,1375.374634,976.9474487,1447.352539,1025.560425,1513.514404,1043.848755,1908.112061,973.9223022,1503.768433,969.2833252,1357.848022,835.4728394,1408.969849,789.0470581,1485.05188,748.9885864,1506.75293,789.769165,1499.525024,827.8745117
15,1080.35437,919.5316772,1284.535645,904.0269165,1492.432007,896.5507202,1799.037354,908.9382935,2090.653564,881.8039551,2303.325439,761.3306274,2429.687744,619.7719727,1369.618896,974.5174561,1437.814575,1026.024048,1502.37561,1046.142578,1509.231567,998.8373413,1500.362183,967.5910034,1349.863281,833.3372192,1398.924927,782.493103,1478.042358,740.6357422,1888.785645,846.4349976,1488.970459,824.6757813
16,1075.439331,915.9162598,1279.140747,897.1486816,1487.789429,892.6953125,1805.650269,911.7460327,2092.404541,897.0804443,2309.335205,789.5192261,2438.887207,648.7404175,1361.887817,971.4782715,1433.768433,1025.98999,1494.994629,1045.733154,1499.194336,997.2926025,1479.213867,967.2664795,1345.692505,828.124939,1391.118286,776.4957275,1476.128418,733.8267822,1881.749756,850.871582,1481.835205,821.8666992
17,1071.53894,914.6750488,1278.392578,895.473999,1485.415527,890.6627808,1804.047729,913.9102783,2101.209473,910.1868286,2303.13916,826.8568726,2443.029785,689.4188843,1355.812744,965.0709839,1425.849609,1021.028076,1488.897949,1043.229614,1876.872803,990.1218872,1472.986938,960.9658203,1338.675171,825.3848877,1389.973633,768.4720459,1463.035034,730.8733521,1483.383423,778.3291626,1473.839355,818.512207
18,1066.375488,915.8894653,1268.799072,893.3012695,1484.064331,885.9761963,1795.552368,908.0454102,2133.292236,918.362915,2318.281982,846.793457,2445.317383,725.6132813,1352.150513,959.8002319,1419.159424,1013.002625,1488.029297,1037.40918,1490.779785,987.9733276,1471.834106,956.8778076,1332.862305,822.5130005,1384.212891,765.6517334,1850.791504,830.7926025,1864.318726,849.9569092,1468.272217,813.4365234
19,1062.291382,916.2908936,1259.634033,891.5252075,1481.310181,877.4282837,1781.301758,902.2592773,2168.335693,926.1940918,2305.262939,880.0827026,2449.50415,756.067688,1349.14978,956.6604004,1416.025146,1005.125549,1486.604614,1026.970581,1489.631104,979.9859009,1473.613281,950.1697998,1325.905762,820.2158203,1371,770.3776855,1846.388306,823.9049683,1859.366089,845.5187988,1462.993286,807.8692627
20,1057.042603,920.9153442,1256.08252,892.3225708,1474.699585,873.7322388,1778.422607,895.517334,2176.552734,940.2893066,2336.430908,885.1231689,2448.036621,798.0134888,1348.616089,954.664917,1419.946533,1000.897949,1487.22937,1018.344849,1492.392822,975.572876,1476.728271,944.6573486,1319.577148,819.4977417,1357.917969,768.522644,1434.715332,713.7089233,1454.5896,761.9865723,1450.013794,805.6149292
21,1053.709106,923.6583252,1252.908569,894.2440186,1473.07959,873.5697632,1776.112915,888.9884033,2171.102051,951.7783813,2300.236572,927.5986328,2452.66748,833.4412842,1345.599365,955.2713013,1423.275269,1001.297424,1483.579224,1012.853333,1489.046753,970.6400146,1474.828613,941.1225586,1310.671631,822.5630493,1357.640015,764.0753784,1427.921631,707.4620361,1447.328125,760.0220337,1439.989258,804.1469727
22,1049.999512,932.9937744,1251.679565,896.7808838,1472.444458,873.5063477,1773.340332,878.3547363,2143.985107,954.8759155,2295.983154,948.0585327,2455.544189,863.1485596,1341.871094,958.0187988,1415.838501,1000.147766,1480.048584,1011.234253,1487.725342,969.6660156,1473.181152,941.2266235,1309.924316,826.0332642,1355.786499,765.0568848,1431.973999,716.9671631,1443.342651,763.7832642,1436.192993,804.7789917
23,1044.489136,935.4899902,1244.299561,906.5790405,1477.43396,870.522583,1750.705688,864.0645142,2088.822998,946.4204712,2289.66333,963.0786743,2457.800049,899.5230103,1336.974243,963.3372192,1410.736938,1006.22998,1480.061157,1019.812439,1483.594604,972.2247925,1470.327881,944.7802124,1306.452759,830.3070679,1348.092773,770.8334961,1420.826294,727.7098389,1442.50647,771.039917,1437.159546,807.1448975
24,1040.030273,938.6047363,1245.065308,910.3825073,1472.769165,876.3230591,1753.453857,857.8151855,2100.606934,943.241333,2274.659668,974.5941772,2453.864258,933.2642822,1334.468628,970.8337402,1402.85376,1014.84259,1476.592651,1030.174927,1476.612793,977.2171631,1462.799927,949.8126831,1304.356323,837.1216431,1354.300781,774.2078247,1847.800659,751.7476196,1440.493652,777.086731,1435.849365,811.8700562
25,1039.473145,947.4024048,1237.807861,921.647583,1429.491577,891.6409302,1746.440308,851.4072266,2087.604736,918.3751221,2317.586426,989.6799927,2445.600586,967.7457886,1330.064941,980.2425537,1398.098389,1024.473022,1471.006958,1042.255737,1472.392212,986.2731934,1452.641357,957.8795776,1297.917847,845.2405396,1351.093384,784.3565063,1416.834473,746.2106934,1439.396973,785.7651978,1435.393188,818.0265503
26,1036.413574,959.1126099,1235.427856,929.1964111,1427.758545,899.2603149,1740.226563,851.4522095,2090.808594,901.7861938,2264.303223,974.5255737,2437.617676,993.6184082,1326.787964,990.6630249,1393.919189,1036.015625,1464.430786,1053.800537,1467.203735,994.2723389,1447.710815,966.8989868,1295.825439,854.4935913,1340.404419,801.7290649,1417.882813,751.9303589,1441.452515,791.7732544,1435.420166,824.1428223
27,1030.864258,967.7454224,1235.479248,938.640686,1422.366577,909.9611816,1732.82605,852.5478516,2133.976563,895.8381958,2262.45752,961.5620117,2437.704834,1006.855835,1323.859985,1001.33905,1388.527222,1048.44519,1459.692017,1070.638916,1462.887207,1009.2724,1442.783203,977.5532837,1294.38855,864.3589478,1340.328735,811.5488281,1420.306152,763.2110596,1444.103394,802.9703369,1438.020142,833.0109253
28,1027.695801,974.8649292,1233.797729,956.1231079,1433.21521,925.3101807,1730.862793,854.5092163,2069.122803,859.3820801,2270.823242,947.9008179,2427.611328,1023.27533,1320.473267,1012.583435,1388.168579,1064.10083,1456.325928,1086.870239,1459.942993,1023.863342,1437.488403,991.203186,1293.946899,876.4898071,1339.11853,823.1920166,1424.221436,775.1104126,1443.12146,814.6742554,1439.3302,846.0598755
29,1025.498169,978.6799927,1229.737793,963.7369995,1432.85791,939.5494385,1721.303345,864.3236084,2084.449951,845.9216919,2265.08374,916.8433838,2412.891113,1026.76709,1320.225708,1025.365234,1391.878174,1080.089966,1454.062866,1099.352661,1460.008911,1037.406006,1435.129395,1003.094055,1294.566406,887.5127563,1339.815552,833.9017334,1425.61792,788.2684937,1441.401489,826.114502,1439.059448,859.5449829
30,1023.487183,987.5854492,1229.306274,974.3468628,1426.300171,955.8200684,1728.659668,867.8429565,2020.391235,828.9980469,2271.634033,897.0959473,2386.028076,998.8670654,1317.006592,1037.070435,1383.059937,1086.297241,1456.487305,1107.88623,1456.037476,1047.674316,1435.843262,1016.057739,1295.504028,897.6521606,1349.048096,840.1032104,1423.727051,800.8269043,1442.824829,839.6018066,1438.259277,873.4434204
31,1022.08606,993.9759521,1234.568726,981.9920654,1411.00354,970.6988525,1730.091553,874.859375,2071.936035,825.9994507,2268.305664,867.7189331,2395.451904,968.4859619,1318.855713,1049.217041,1382.681519,1095.610107,1452.979858,1122.105347,1455.590332,1060.48999,1431.942993,1030.115601,1296.927612,908.0371094,1353.852417,850.0409546,1429.754272,814.9990234,1447.147705,853.2055664,1440.032349,884.2711792
32,1021.079163,1005.156433,1231.42688,990.6938477,1442.122803,967.1231079,1725.196655,893.9639282,2021.355713,814.8547974,2270.933594,846.918457,2393.185303,940.3487549,1318.570313,1058.89978,1386.87915,1105.240723,1454.946777,1130.54126,1452.177734,1072.806152,1430.894043,1042.060059,1297.979248,917.2393799,1353.205078,865.1401978,1434.495728,832.0015869,1449.988892,867.8911133,1444.171021,899.2496338
33,1020.867065,1010.167297,1218.937988,1003.07605,1441.034668,986.9331665,1727.980225,904.3167725,2015.10083,813.3744507,2258.370605,818.2368774,2396.425293,911.2943115,1318.797729,1069.527222,1394.641479,1116.661987,1458.494751,1136.316162,1456.722656,1085.174438,1433.634644,1052.630005,1300.157471,926.5936279,1357.748535,879.632019,1434.481934,846.1941528,1454.610962,878.286377,1450.571045,905.3239136
34,1020.855957,1018.053894,1218.665283,1009.203125,1441.970337,992.1693726,1743.596558,913.7896118,2015.365967,814.3728638,2258.62793,798.9434204,2397.933594,880.3773193,1318.939453,1075.411255,1392.916016,1119.958252,1456.353638,1135.985229,1461.778198,1090.884521,1441.280273,1060.927246,1304.422363,933.7930298,1360.015381,887.569397,1437.581543,858.8321533,1462.515869,886.9570313,1458.912842,915.1969604
35,1020.072266,1028.510376,1219.650269,1016.497986,1453.405273,998.953064,1765.035645,920.4625244,2013.275879,820.5774536,2245.300293,778.7158813,2397.69458,848.8768311,1319.390747,1084.082031,1393.195679,1121.32373,1457.111328,1134.932251,1465.859619,1095.831177,1452.432617,1066.916138,1305.703979,939.4832764,1366.632935,892.7792969,1442.385254,870.7643433,1461.916382,900.767395,1455.114624,929.0228271
36,1017.149048,1037.672241,1225.973755,1022.441284,1452.222046,1007.950256,1728.363647,952.9997559,2010.24646,833.942749,2238.383789,765.715271,2398.606934,818.6895142,1319.626953,1087.657715,1392.67981,1125.183105,1458.765747,1135.38269,1464.724365,1100.457764,1448.654175,1074.136963,1303.7146,944.5775146,1359.447632,903.6205444,1440.700928,877.2879639,1462.502686,908.6129761,1455.962891,935.8892212
37,1016.57074,1039.17627,1229.394165,1026.747314,1456.346436,1013.409424,1732.569458,969.1326294,1997.334351,852.8023682,2232.391113,756.171814,2397.289551,791.3300171,1316.108765,1093.651245,1386.476685,1129.199219,1456.163574,1141.101318,1464.807373,1105.432861,1446.995117,1079.82373,1299.747314,947.8677368,1356.046875,906.2449341,1440.36438,881.3754883,1460.46814,912.1303101,1453.365601,940.4777832
38,1016.952332,1040.376709,1234.798462,1033.345093,1452.072021,1019.641296,1748.603882,977.9568481,2000.677734,872.3779907,2222.802246,752.7677002,2396.11499,763.5546265,1314.86499,1097.311157,1386.709473,1135.434937,1453.332031,1148.219727,1464.752075,1111.841431,1444.124023,1084.384399,1298.262817,951.0036011,1349.052002,909.7351685,1433.962402,878.3917847,1453.358276,912.1002808,1445.35437,945.3314209
39,1015.732727,1040.99585,1228.303223,1035.702515,1444.134155,1022.954712,1790.709351,985.1768188,2015.875488,886.9974976,2216.195313,754.0058594,2392.691895,739.0397339,1315.422485,1100.156982,1388.014526,1143.6073,1453.237305,1156.630859,1464.864868,1116.045654,1440.911865,1089.708862,1297.233765,952.1195068,1353.14917,905.0976563,1424.93457,876.6156006,1448.487549,913.4855957,1439.507813,948.7930298
40,1016.552002,1042.109619,1228.722412,1037.481567,1439.389526,1025.060425,1760.504761,1002.664917,2007.952637,918.2816162,2214.799805,761.7792358,2392.505615,714.6744995,1313.765381,1101.830322,1369.742554,1135.969849,1450.615112,1158.759644,1463.073853,1118.147339,1436.365845,1091.773071,1293.230469,953.0499878,1346.035645,904.8900757,1419.25769,869.9784546,1442.726318,905.1074829,1432.130981,948.3943481
41,1012.824402,1043.121338,1228.167358,1036.409912,1438.831299,1024.714233,1759.484497,1010.728821,2036.584717,929.9356689,2223.770996,777.3374023,2379.220215,696.5765381,1311.722656,1101.5979,1368.182129,1136.622314,1448.693359,1163.680542,1461.232422,1119.310181,1432.672974,1091.317383,1291.263306,951.6233521,1341.690552,900.7755127,1415.458862,863.3823853,1438.028809,904.0483398,1425.255981,948.5999756
42,1010.606079,1038.933838,1202.392578,1029.996704,1442.847046,1022.347229,1760.084839,1017.590942,2035.980103,954.3978271,2225.244141,813.1655884,2361.820801,689.2907104,1309.05249,1098.568848,1373.336304,1139.56897,1451.927856,1160.89917,1461.600342,1121.044922,1428.735962,1088.645142,1290.228027,948.6690674,1339.574097,895.8012085,1410.790649,856.7091675,1425.364258,894.6206665,1420.137573,947.6965332
43,1010.851318,1032.755249,1208.215942,1025.848267,1444.687866,1018.570374,1758.984863,1022.186035,2034.503174,973.2494507,2236.093262,843.336731,2345.919434,696.1170654,1305.33374,1095.620483,1373.457642,1140.076538,1451.866333,1157.13916,1463.997314,1122.20874,1427.908813,1085.37854,1287.487183,944.2161255,1336.274414,889.3444214,1411.949341,846.8999023,1425.993286,897.7508545,1413.407593,943.6953125
44,1008.997131,1029.841675,1217.748657,1021.229736,1448.799072,1015.538574,1758.839966,1026.196045,2036.964355,989.5002441,2243.239014,876.4129639,2355.376709,722.9781494,1303.94873,1087.416748,1368.865967,1133.666504,1443.652588,1155.83374,1469.388062,1120.904907,1422.846558,1080.777954,1284.197754,941.5682373,1335.396973,879.5454102,1412.65918,839.6911621,1418.811401,887.2151489,1410.443726,936.440979
45,1008.470764,1026.423584,1197.118652,1015.343506,1437.013306,1009.931091,1757.147339,1027.489136,2072.385498,996.1216431,2248.477539,904.6257324,2368.999268,769.9614258,1304.178955,1081.992188,1372.463745,1128.155029,1447.666504,1146.126709,1446.098389,1106.329224,1422.307495,1074.056763,1280.784302,935.2111816,1330.531494,871.4122314,1400.935303,828.3041382,1412.295776,883.0582886,1402.282593,927.7595215
46,1008.016113,1026.241211,1198.769653,1009.139099,1411.140503,996.8517456,1753.371216,1024.081055,2092.926514,1008.742859,2254.522217,934.7216797,2380.498291,806.5305786,1301.067139,1073.212524,1368.681885,1117.90564,1445.252197,1143.087891,1442.316406,1098.55603,1422.006592,1066.00354,1277.197266,927.1403809,1323.12793,866.4716187,1397.301636,819.9589233,1409.531738,873.501709,1400.069946,919.4534302
47,1006.749817,1024.374634,1197.776367,1003.826843,1399.995728,982.9465942,1747.789551,1020.989685,2099.970703,1025.092773,2256.03125,965.262085,2387.298584,841.1485596,1303.863159,1065.97998,1375.397949,1109.667725,1449.869385,1134.507568,1442.852295,1087.536743,1424.904541,1055.89624,1271.523682,919.0735474,1320.237793,852.4752197,1386.219238,807.4996948,1400.939453,860.3927612,1398.34436,911.8414917
48,1005.320801,1025.120117,1198.054688,997.1329346,1423.485718,977.1364746,1745.577393,1017.067139,2114.241455,1037.918091,2258.556641,989.5119019,2391.031006,849.9065552,1304.756226,1058.060425,1373.977905,1097.358521,1431.245483,1113.675537,1444.633423,1073.872925,1426.259277,1046.119263,1265.770508,912.4994507,1309.873169,850.4858398,1826.377686,945.8462524,1832.735596,964.7053223,1393.791382,905.7414551
49,1003.046814,1027.190186,1202.615723,991.5015869,1407.246826,971.5374756,1735.501465,1004.727966,2125.530029,1044.700562,2255.37207,1018.063721,2399.18457,890.0186768,1306.327637,1053.051758,1381.656982,1090.788086,1443.998657,1100.56543,1449.24292,1064.842041,1429.122803,1040.253296,1262.132813,911.2728271,1309.805664,844.7455444,1824.836182,928.4580688,1826.528076,952.2523804,1381.52124,899.1454468
50,1001.366211,1027.743408,1200.045532,989.0645752,1403.579834,966.1550903,1721.799072,986.3330078,1991.718018,1047.900757,2265.853516,1035.845337,2404.981689,935.0744019,1306.55127,1050.212769,1385.398193,1083.452881,1446.58374,1088.334717,1452.703857,1056.782593,1433.084106,1032.007324,1258.992676,909.8406982,1308.142212,846.3639526,1818.221313,903.9856567,1818.782959,933.2483521,1809.343262,959.6309204
51,998.644043,1030.798096,1196.456543,988.9275513,1394.204956,959.7536621,1706.309448,971.1934204,2042.330811,1056.352295,2231.092773,1060.289551,2411.140137,969.2946777,1306.532715,1050.261963,1385.849854,1078.353149,1447.337524,1078.782104,1452.999023,1051.123413,1436.699951,1028.699585,1256.863159,910.5323486,1310.001221,844.6525879,1815.650269,873.2545166,1391.486328,852.0664673,1380.413696,888.3380127
52,993.3690796,1034.592041,1192.051147,990.5234985,1436.255127,956.684021,1714.653809,952.7376709,2035.310059,1047.614502,2230.678223,1073.817993,2398.084961,1023.515137,1302.799561,1050.96167,1384.203613,1076.044434,1443.58728,1074.868896,1449.624634,1048.542603,1435.165527,1025.946655,1254.870605,911.2664185,1304.838135,846.6971436,1808.036499,850.5395508,1391.233643,852.7846069,1381.219116,887.2778931
53,989.749939,1040.270874,1184.759766,998.8173828,1396.576904,960.8648682,1728.542236,943.3838501,2020.087158,1027.858032,2314.717285,1079.918091,2411.177734,1041.013916,1296.883911,1054.796875,1373.742432,1079.187744,1438.481323,1078.557617,1442.616089,1049.536011,1425.944946,1025.622681,1252.625854,915.2064209,1302.099976,853.7591553,1371.612793,809.4298096,1393.184814,857.4139404,1381.823242,888.6080322
54,982.4011841,1047.086426,1181.786377,1005.100647,1393.461914,964.7042236,1689.623413,927.453125,2212.139648,1085.779419,2282.054932,1093.025391,2403.766846,1075.113403,1290.537231,1059.351318,1368.479492,1083.867188,1432.67334,1088.106567,1436.588501,1053.986694,1421.052612,1027.825806,1249.269165,920.1778564,1295.683594,866.1079712,1774.539063,812.0068359,1393.973755,860.2317505,1383.490356,890.3030396
55,978.6719971,1047.401855,1178.412354,1006.475403,1392.361816,970.9036255,1693.428223,921.2557983,2026.285889,994.9544678,2205.928711,1075.878174,2404.979004,1093.043091,1289.367798,1064.807007,1359.918701,1093.772705,1430.773804,1096.203979,1435.264526,1059.509766,1415.748291,1033.63855,1246.449097,926.1029053,1296.287231,873.6333618,1775.136475,791.6268921,1397.553101,864.7803345,1394.244629,893.7965698
56,976.119873,1048.92688,1174.18396,1016.231079,1390.391602,976.8570557,1692.079834,913.8616333,2040.10437,978.7852783,2205.437744,1058.623657,2381.227539,1110.680054,1285.924927,1072.135132,1356.723755,1100.588501,1422.760742,1107.240723,1432.310913,1071.512207,1407.786011,1041.135132,1246.726074,934.1204834,1295.1427,881.1607666,1379.489868,840.2617188,1392.585205,874.430542,1385.962646,902.1501465
57,974.4142456,1051.503418,1172.407837,1024.191162,1377.274048,987.4743652,1688.268066,904.4580688,2023.581787,948.1880493,2214.643066,1044.013184,2397.3396,1113.689941,1281.901245,1081.259644,1352.318604,1112.094971,1416.329468,1117.541504,1425.208374,1076.172241,1402.367188,1047.995483,1242.494629,944.2523193,1297.870361,886.0874023,1370.886719,849.3139038,1394.306885,882.312439,1389.826538,907.8606567
58,972.9367065,1062.4375,1169.333496,1035.357056,1389.899658,995.6611938,1664.526855,904.1967163,1976.945313,909.4576416,2210.951172,1011.372681,2378.601074,1108.260376,1279.058716,1091.23938,1337.126221,1118.20459,1415.323364,1127.579102,1418.957031,1087.785767,1401.563599,1056.645874,1244.497192,952.4766235,1295.927124,899.0947876,1374.710571,862.0328369,1395.568604,890.0281372,1388.245361,917.0958252
59,970.8300171,1072.62207,1172.610352,1047.123169,1390.412842,1007.005981,1660.574707,903.9280396,2021.849854,901.8535156,2231.793457,998.5859985,2360.335938,1095.947876,1276.260376,1100.723511,1346.829834,1131.553467,1407.887451,1138.098877,1414.750366,1100.817505,1401.190552,1065.677368,1244.416748,961.6213379,1295.123535,910.7452393,1375.614746,874.2246094,1391.810059,902.8693237,1386.11853,926.565918
60,970.0978394,1083.008057,1169.088257,1056.19751,1379.586548,1018.808167,1654.381592,913.6898193,2025.415039,882.0514526,2217.140381,958.9457397,2357.018555,1072.686768,1275.387573,1114.774902,1351.892578,1144.180542,1410.88208,1147.863159,1414.667847,1106.932861,1402.162964,1075.0177,1239.30896,975.6322021,1290.751465,923.9462891,1368.877197,888.9686279,1391.884888,908.2218628,1391.383057,934.288208
61,969.3428345,1089.209595,1168.904419,1066.43457,1380.695068,1030.490601,1655.367432,920.328125,2017.06958,863.3425293,2214.040283,927.0095215,2355.897461,1045.523193,1274.96875,1123.898071,1355.444214,1149.178101,1409.132568,1151.631226,1415.068237,1118.433594,1406.647339,1085.058716,1244.597412,985.8491211,1290.878296,940.0443726,1373.270508,900.8323364,1392.72998,922.6394043,1390.505005,947.6900024
62,967.5426636,1098.50708,1167.853638,1079.412231,1380.422729,1046.245605,1653.852417,937.5906982,2012.4823,850.2579346,2235.986816,914.5655518,2355.307617,1004.793213,1279.227173,1135.53772,1356.947998,1155.108521,1412.258789,1152.624512,1416.186401,1126.334473,1407.577026,1099.053711,1247.918823,993.4833374,1298.521606,948.477417,1372.043335,916.7751465,1395.853882,934.5456543,1393.862061,957.5501099
63,965.5372925,1106.191772,1174.755493,1089.130859,1380.142822,1053.390625,1686.922485,934.0383301,1938.653809,843.5861816,2219.489258,874.5938721,2353.664063,970.8369141,1285.063232,1148.639038,1358.4104,1161.506714,1414.255737,1154.265747,1421.579346,1132.561401,1409.048828,1112.495483,1252.618774,1004.145264,1309.99353,958.2740479,1372.395874,934.2786255,1394.816772,949.8991699,1396.575317,971.6288452
64,968.4710693,1113.088013,1175.656128,1100.874634,1357.346802,1068.104492,1695.392822,946.0325928,1930.053467,840.8347168,2226.805908,852.0528564,2330.091309,924.6852417,1290.605103,1158.827759,1355.969849,1166.645386,1419.59314,1157.432129,1428.599487,1140.145874,1420.630493,1116.974121,1261.149902,1010.809021,1316.765015,973.1306152,1375.990601,950.8546143,1397.787109,969.9578247,1400.497925,988.1777344
65,969.9703369,1115.098999,1180.190186,1108.241577,1378.294434,1077.278687,1701.364502,954.0275269,1926.915527,842.2854004,2169.616211,806.5418091,2327.051758,888.4608765,1289.153809,1167.728027,1343.685913,1173.414063,1423.526978,1159.861206,1429.197144,1148.082764,1422.347412,1135.959106,1263.62439,1020.551941,1319.40918,986.6089478,1379.494751,966.9445801,1401.760742,976.677002,1404.543579,995.3086548
